,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
0,6.622812732385191,10.74338451197415,13.791743878906415,16.326313516926554,18.67151926495086,20.625038152123636,22.43524052432618,24.040224348673004,25.55466611408315,26.952639938410456,28.240730077522898,29.503008007899712,30.700437772617743,31.891156580641784,33.05613214217409,34.18221181775499,35.258554483967245,36.305685831686084,37.32003939572326,38.32135047908666,39.31417779518032,40.25627898210981,41.187853244889325,42.09353493507976,42.98317296510245,43.85521978666468,44.719017534095094,45.57232780311675,46.399117855259945,47.20354060652469,47.99131131451932,48.76806118761332,49.526234771092,50.27345373177403,51.00782149606356,51.73015274962754,52.43421939320195,53.1310572887625,53.82095701731231,54.50222975029848,55.17144825879511,55.8194414222091,56.46465159259083,57.09563535488278,57.722313399052474,58.34555321034709,58.96319346959545,59.57825873076885,60.17974898194972,60.767468184400286,61.34395269251176,61.916175069282886,62.4755248588585,63.03034382515028,63.57986931397236,64.12032817678067,64.64924305429336,65.17400164548947,65.69612378856486,66.21228517483469,66.72050762296757,67.22140888241694,67.72022530179316,68.21126740571994,68.69668538351219,69.16785779680387,69.63393991908168,70.0944285208486,70.55455892373436,71.00590577860015,71.44579838556268,71.88496303134485,72.3218541199905,72.75066610616754,73.17634418895838,73.59654462984298,74.01303884928603,74.42468994710502,74.83554890035347,75.23982520567867,75.63899649983017,76.03308870190881,76.42154219462698,76.80807029387594,77.19214051887128,77.57104893335011,77.94219518184286,78.31139274262475,78.67362922525506,79.03521710564775,79.39490318917937,79.75133561754785,80.1006609191224
