,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
0,0.04766180497684824,0.03165171350471941,0.029205385784625303,0.022183968268755436,0.02130049759186797,0.01900069265124637,0.017797638907989164,0.016990455709211417,0.015441066597152405,0.01472766049562188,0.013614516225354097,0.012944314548395739,0.012479563865065168,0.01221924239494208,0.011804595782897833,0.011324239998240533,0.011072546968310582,0.010882653056831544,0.010688222780041938,0.010563401025048328,0.010215956044219737,0.010062619680022755,0.009907955251021882,0.009542626480209654,0.00937625181145696,0.00896368710142899,0.008882451726336154,0.008609702949612733,0.008391201102100046,0.008276699080448176,0.008111287246388632,0.008000474056873421,0.00784790958761287,0.007796159415390673,0.007513975356737668,0.007456095971161036,0.0072834546787284155,0.007170017914259096,0.007053698370117643,0.006875278706924554,0.006688508411527563,0.006668319217108544,0.006542406652140881,0.006460991687460396,0.006281119353648519,0.006250972644456955,0.006184418673545351,0.0060134917660064615,0.005974077642729597,0.0058972239619064235,0.005828072334022904,0.005800438921242485,0.005702424903489667,0.005596028524433257,0.0055308872480468035,0.005469609991914839,0.005444743546134544,0.005368316251263028,0.00529719606797428,0.0052147368262048166,0.005157965718939535,0.005070522748225286,0.005049446567819519,0.005010613124946887,0.004955118761094293,0.00488645074962377,0.004843809837166018,0.004787615904486878,0.004749470505876175,0.004621987466742123,0.0046027865888359516,0.00456737840076777,0.00453163858323098,0.004525620566051991,0.004442932389725812,0.004398696137190445,0.004289103424254327,0.004270671273814738,0.004199506138864311,0.004169718068702461,0.004152641156527815,0.004121250220916754,0.004112885972991933,0.0040777516503398585,0.00400556492864483,0.003995038452261887,0.0039624798314616995,0.003934065217295031,0.0038797149093404617,0.0038439318367840722,0.003799812737021672,0.003774638322151097,0.003707833823294418,0.003687605592623174,0.0036675433131881066,0.0036112959569137037,0.0035838585322512306,0.0035274289419589657
