,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
0,5.613623051115493,9.109400621425241,12.258170742123209,14.760146804955376,16.82289753637004,18.82309626581075,20.798310744475124,22.54461235048744,24.06765390259973,25.517971857833118,26.897415679014408,28.24504136840128,29.54822104528815,30.821648326733598,32.01459634753588,33.17112576449557,34.291245550651546,35.387711490014055,36.45873681655646,37.50797408511629,38.54499372730501,39.56785197874807,40.577393122173405,41.544791508957694,42.50461170285019,43.431709472323085,44.35049956804526,45.23862611834532,46.09433724524274,46.94452895212522,47.777157685848636,48.59818398396598,49.397186986056155,50.18659939385158,50.969607236231184,51.72886631629824,52.47758506815412,53.2052893591547,53.92449061550183,54.64272957380779,55.352019915606434,56.03758211551072,56.71227175883272,57.370548638012366,58.024432337000995,58.66789626373963,59.300810845942934,59.927254761393925,60.541007412522454,61.147493707501155,61.74796696085989,62.343703494546745,62.93746953200743,63.52592576829645,64.10592616376005,64.6770070652615,65.23656442620542,65.78896102088,66.32819725327884,66.85880651625837,67.38622904137736,67.90447327006504,68.41000314244823,68.91186582621187,69.40573543213827,69.89635109229476,70.3770427682582,70.85181021460313,71.32150111299086,71.7806110460237,72.23361191572175,72.68344754811851,73.12917675356562,73.56660890297334,73.99996144252643,74.431577600211,74.86074030907247,75.28852661134242,75.70364835039321,76.11556609786724,76.52055350584486,76.91927221249264,77.31302954973958,77.70086929359958,78.08624242884605,78.46877554642542,78.8415317796275,79.21166806625527,79.57549631924644,79.93436409975368,80.28793685011615
