,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
0,0.1548237137507511,0.05031146640064432,0.02841313068924622,0.025116968438663692,0.02339566465470936,0.020457007716359936,0.019850438319939104,0.017992916805265165,0.01644729592049406,0.015442523211134892,0.01455550127820664,0.014108778098304397,0.01348150176443868,0.012274121929187344,0.011670878297667544,0.011542263901081207,0.011456120197532886,0.011067272466280963,0.010956741024046172,0.010424138774748957,0.010048132355946208,0.009904407309073696,0.009317599530872677,0.009060589301320322,0.00888163914986582,0.008480783505799637,0.008433661105649195,0.008202785358999168,0.007731227288878317,0.007439653177331004,0.007372749450780533,0.007260899038027684,0.007203551118465298,0.006837605247153311,0.006589873618077642,0.006429541717496994,0.006289296147770711,0.006224632829293731,0.006069984228808723,0.005939226509753921,0.0058501917684320994,0.005689930497825067,0.005644561415074157,0.005452119031684319,0.00524120051193589,0.00511787313250463,0.0050958939123798164,0.005009307854140066,0.004832029176780147,0.0047702235007374616,0.00465565557708346,0.004598859898361045,0.0045697973352884095,0.00446485814178705,0.004386403734969074,0.004328885525204008,0.004285739801496361,0.004158370885048046,0.004015529701000009,0.003962943100707661,0.003939691411040849,0.0038679282230301855,0.003819269881490833,0.0037414803409136,0.003677656179232525,0.0036593898897749307,0.003634533012590369,0.003565042558730516,0.003494354745171956,0.0034335215448578643,0.0033888574440054417,0.003360936576852846,0.003282744544574167,0.0032606287385013345,0.0031945780174893693,0.003169639439984804
