,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
0,4.766180497684824,7.931351848156765,10.851890426619295,13.07028725349484,15.200337012681636,17.100406277806275,18.88017016860519,20.579215739526333,22.123322399241573,23.596088448803762,24.95754007133917,26.251971526178746,27.499927912685262,28.721852152179473,29.902311730469254,31.03473573029331,32.14199042712437,33.23025573280752,34.29907801081172,35.35541811331655,36.37701371773853,37.3832756857408,38.37407121084299,39.32833385886396,40.265959040009655,41.16232775015255,42.050572922786166,42.911543217747436,43.75066332795745,44.578333236002265,45.38946196064113,46.18950936632847,46.974300325089764,47.753916266628835,48.505313802302595,49.2509233994187,49.979268867291545,50.69627065871746,51.40164049572922,52.08916836642167,52.75801920757443,53.42485112928528,54.07909179449937,54.72519096324541,55.35330289861026,55.97840016305595,56.596842030410485,57.19819120701113,57.79559897128409,58.38532136747473,58.96812860087702,59.548172493001275,60.11841498335024,60.678017835793575,61.231106560598256,61.77806755978974,62.322541914403196,62.85937353952949,63.38909314632693,63.9105668289474,64.42636340084135,64.93341567566388,65.43836033244584,65.93942164494052,66.43493352104996,66.92357859601233,67.40795957972894,67.88672117017762,68.36166822076524,68.82386696743946,69.28414562632305,69.74088346639982,70.19404732472293,70.64660938132813,71.09090262030071,71.53077223401976,71.95968257644519,72.38674970382667,72.80670031771311,73.22367212458335,73.63893624023613,74.0510612623278,74.46234985962701,74.870125024661,75.27068151752547,75.67018536275167,76.06643334589783,76.45983986762734,76.84781135856139,77.23220454223978,77.61218581594196,77.98964964815707,78.3604330304865,78.72919358974883,79.09594792106763,79.457077516759,79.81546336998412,80.16820626418001
