,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,0.08920940605062035,0.04943808033657334,0.04373693162558885,0.03750651294388873,0.03418070650491356,0.032584955999238496,0.02812466932176271,0.02739275022418672,0.024770140545684157,0.023506320648147137,0.021784147670962425,0.021187576166350558,0.0197301542708029,0.018318254124340114,0.017053342101274495,0.01658340445564352,0.015364170825986966,0.014575589676200006,0.014157016605723211,0.01391079530173353,0.01318651664997135,0.012907692845679102,0.012370832297129099,0.012091776673669806,0.012071705665050137,0.011123584434484177,0.010854961292613157,0.010465257430962778,0.010305908636795503,0.01007982584298899,0.009769024491544938,0.009699504435987888,0.009560306581496347,0.009163571759312044,0.0090447029007674,0.008590130257653626,0.008460130064366276,0.008263284835638679,0.007963513837452554,0.007781169602511324,0.007615570290968339,0.0075599483005569625,0.007372828180155602,0.007207206477955659,0.006894542540813741
