,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,15.578596275884275,20.541601373832258,24.09809715705626,27.45244941275259,30.326821668399447,32.967404744678205,35.464580655086515,37.69170339123568,39.79031007723267,41.79314019147134,43.71472367279931,45.61927084535949,47.40169951694938,49.105311020624534,50.73563505762012,52.32067580039581,53.860818896655395,55.32788281464717,56.76294073518914,58.11949649358874,59.395431120759476,60.64300204902303,61.86006826430024,63.051594755983686,64.18243800969861,65.25380997541966,66.29331285294822,67.32626695173342,68.29691100824486,69.22423926198297,70.12595300770995,70.96514231997679,71.79642879633508,72.62305598755871,73.43325346036984,74.20208561133524,74.94667099803127,75.68322529327085,76.41370681777079,77.1175279922969,77.80601356244246,78.47238726151016,79.11901319849541,79.75806143104688,80.37144203040131
