,0,1,2,3,4,5,6,7,8,9,10,11
0,42.62542526636941,53.14794553011324,60.5998268407582,64.56801251088808,67.71285372219289,70.4721538490409,72.78213591674746,74.5955011969162,76.19761357659736,77.61926717348805,78.9093235569966,80.072533165249
