,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,0.09238960590515785,0.07211013144013119,0.0562385206007572,0.04619497034869044,0.04129673114653492,0.03565371481641866,0.033346645576759745,0.027903021241482494,0.027268644435700796,0.02531522729858459,0.022445807554240558,0.021152837135333544,0.019861581164257902,0.019157451704460187,0.018049433523525078,0.01738902804345551,0.016879752060222963,0.016805460660367293,0.015905844993719262,0.015773708947821284,0.015245486766582918,0.01427500393847607,0.014054448882087915,0.0137266304677593,0.013442425933704457,0.012972781130885264,0.012651562497634466,0.012276676699813733,0.012024874106899059,0.011670575803109453,0.011421931710456613,0.011269491899892441,0.01117228150425403
