,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,9.482306324465934,16.140086204736544,21.29582349353448,25.58965709033848,29.388380629328548,33.01767122013569,36.21905332818177,39.19186446204698,41.947030431373186,44.550910509131455,46.779781702417914,48.903149473735,50.89481469096479,52.77299124617758,54.623781996314094,56.354331552345194,58.076065111405306,59.730227548849555,61.28483156488274,62.800958762446335,64.2811687341578,65.73262940875176,67.1526085488368,68.53241590493518,69.85200386424133,71.16765429204085,72.46447757857653,73.71952882054813,74.95685997801964,76.19190324188335,77.40750891296592,78.57763301654853,79.73356448712721,80.8758778976409
