,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.4261523377053218,0.10463845613054026,0.07422207504218752,0.03954456929751466,0.031310440584319865,0.027494387135748914,0.022911047290437664,0.01816338297831437,0.015909217970770443,0.014103099887271433,0.01283837005038414,0.011571770410244368,0.01131342352976762
