,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,0.1378028494496655,0.12064563367144772,0.05946537844716481,0.05722701146798377,0.04171670653134629,0.037107529632264276,0.034598085067688945,0.03026660060626517,0.029109119527957614,0.02796981149278834,0.02542996862706384,0.021953204470678004,0.021718069228546615,0.020891906606879677,0.01962462322109237,0.01778025760445639,0.017054591377841925,0.015622125904610722,0.014716913177681576,0.01373113580006612,0.012893360935066522,0.012562913516544294,0.012369882876474171
