,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
0,-1.7982499720336065,-1.0141814928743362,-2.950891965478046,-1.8394309211410083,0.6043412361106612,-1.9793619734041739,-0.07468619023553964,-0.39107127417060006,-1.196384271925506,0.5225106213744751,1.9568998263724475,9.393740168773057,-10.847712787183239,1.937041737546746,-5.116494087021771,-2.6706136160092164,-17.29745046440306,-11.645352796538313,7.0801410676967045,-2.726688358915543,-13.813913867712017,4.6882759802662495,-14.71579488385055,-4.176853183713886,-19.817647918927577,-26.969533267005616,9.927392759250635,-20.187139194126296,-11.250010573307495,-17.909672805992454,10.059040449008439,21.635336545710647,-7.599626975750071,20.40501640198654,-3.7750448478876835,47.75233911288026,32.79431862944187,-9.255384689510658,77.36149288359626,-41.1643966500266,-44.7300970812618,74.80426330274416,58.45409692442718,2.246978377719743,-15.471521103235021,-3.453600606711367,23.930447248157698,27.085475884146916,10.981947887417359,-20.41964627200329,-21.52949477677938,-27.129456140178643,-8.545578571009223,7.660334816637622,4.80420885057378,-12.266187134265923,-28.058068231288615,4.731048793495676,-12.080508788660698,2.5482476267462078,-17.06419466866097,-6.129832992510689,-2.7732223554071074,2.054526173705028,-5.507031523093208,-3.9605298285594115,3.6556729915181396,9.698047571181016,15.514159077407424,3.441109468340804,5.305658299687905,0.5964204309233687,0.07642205584036932,0.11910550049461006,6.554216515216552,-5.1764160484121895,-3.440104742395745,0.618654619364694,-0.7838716154290477,-4.35590666845233,-8.241387544897396,-0.10723294756617494,0.36520807369640007
1,-1.7492186911037506,-0.362284657149028,-2.105294346154521,-2.152995684014252,-0.489981209695172,-1.1515456738816,-2.147907833481408,-0.8707380685024227,-2.5457372906756977,-5.398698857071356,5.645269281059655,11.915046133333572,-27.553331150931374,-8.446338427957208,8.653161144775593,-9.730234352430609,-6.816794852023922,-7.0403941013431,-14.391255471168922,4.657784120975588,-0.5044760644377823,-16.950274516208648,-1.6417627707342954,-23.867521441232174,0.6688460971051101,-12.339741836594689,-3.6780711809686824,3.9598633581159364,-3.126753711395889,9.910208321312995,6.104203406981076,0.18449466187442914,-19.740267060629794,-10.95752893544914,-12.13195845514609,8.845101967459298,-8.43969937506262,-10.570410357672937,12.054747681617867,-35.88838830781901,11.040707818209402,-24.70242593588303,-7.621872557189983,-9.522750369329428,10.462866410342285,12.983583520188317,41.97540033545272,-15.063500867672627,-4.152445191840338,3.831869102940546,-16.45141526555365,-10.770619395603223,12.105803992345622,8.972123920141122,11.58889937197724,-15.688838915575321,-3.451697437708147,12.51261293951764,-24.619013805726908,-4.959988750345538,-6.800875176386912,54.775738940367965,37.20028457244981,5.492786665262053,-27.0152230156613,22.61364210504154,27.867012653278483,-33.00829249939583,-7.411393885862392,-12.05555592707951,-27.7046442226018,-11.494859859682455,17.407354444869206,-9.212457456131602,5.531806164192551,-4.321048595660758,-16.577589287345333,2.6832405431940263,-18.124758426476987,40.66121248305388,17.50204019900919,1.9754897774884097,12.18812735206901
2,-2.313064242173281,-2.0071970890332302,-1.755671277506455,-2.542703555617367,-0.06805423460031966,-3.1098625673236726,-1.8823504867073118,-1.934305295360562,-3.453645531697373,-4.6024600108845055,1.8629624347159894,-1.9101164013064051,-11.607998458813075,1.2402834864262904,7.870701324147104,1.2025566249262827,-8.222619387564404,4.884094078764369,-14.07786920746147,1.1351223040539922,5.572893229137181,-9.083361393626015,9.656208837195773,-0.20141034782046496,3.4414916145802064,0.9534721560830991,-5.440739052309544,2.227521840154493,-13.218364172502087,-4.064927419595945,9.33744754126871,1.8787451553655277,-17.848127996284845,-5.389560614823886,15.870510250764118,-2.056447403405625,0.41458699004519506,8.588177632786742,4.78248280300125,3.4988149723613113,-16.894878383192665,19.28408382086958,10.941378637926643,-9.40191904312702,-23.317972977569713,-8.52254727103638,-1.0459042740771851,12.812547536903672,5.708631779848917,-19.559019664685813,1.8640608272496693,4.148390578164077,-6.8907201310089,-8.529862294160573,-4.787915950954865,-4.514084329803308,2.807730376894622,-27.089789568752586,15.432075305716642,5.279988092294398,15.295561754788732,-2.5247225316765003,-7.546080473607013,14.725024418928387,-5.9160933084745375,-0.6019011209649999,-2.7021666488910596,1.6826435161083944,-6.005626701497047,21.776963176117665,7.715999187142613,18.267407959150624,-7.243007945936627,10.148496166379628,16.672361325122875,22.125968968932643,-11.927282061212544,-24.892614176921246,-8.093096112560321,5.977763899664485,21.342269291969668,17.988588367925086,-30.450456667133974
3,-2.1344126078445913,-1.7056030803905433,-1.8828563552900839,-2.922469199367945,0.1181520459679184,-2.245313578222772,0.5308375245674022,-1.0417936135592378,-3.0857099132069945,-2.131957430004703,0.27162273788774494,-2.2418673398054096,-9.699761512972048,-4.9608583465453195,3.1923746492092793,-3.3243895113142687,2.086083190033312,-8.798583019788731,-6.317853995325462,-1.3573537167555634,-3.7624900688322325,0.3584695742580267,-1.8923596463784873,-8.6541359013097,-2.801228968626293,-3.9716531679551714,-11.22780959421541,-5.051332974517058,-8.40717419187441,5.87522977638211,-4.279732486142902,-1.3062307245782687,-6.739041700067033,2.8508772116190984,-0.42973450169893235,0.5361080227508521,6.314387648645322,-0.5633639050252,-2.4280426260970147,6.480844658238337,1.1107982285099982,3.6617254013368035,0.369375139216608,-10.763847061431349,-12.569473628272943,-3.4693950068051,-6.1618231356374435,-6.037190394090452,-7.013026696605493,-7.035251103866222,-10.689442749468457,-0.2645180238172284,4.510734515535432,0.1052915126830506,-1.8173995867824684,1.0935481866047505,1.6523125014837357,-6.245135738449515,2.652002976261192,0.983830507284499,1.357530144956466,-7.401433439780777,-2.9080608698953556,1.699227930132543,13.591822612132386,3.986656308763921,4.5638430997111605,3.254769866226325,-4.283605892269912,-7.1145192701244895,6.575609330012224,0.6047433418278594,-4.202310479391725,2.8458395809516412,-0.4416131451185593,6.693182736390007,-4.4478879338205495,-11.062289040417848,-1.9817614509997752,-4.2015743794016736,3.9336166347082786,-0.11828070511267505,9.065277775877265
4,-2.237682212375138,-1.3057634781715146,-1.9856818475208426,-2.9121208269391676,0.5464515701568163,-2.1832347695732635,0.2915992478572231,-0.7095060758066105,-1.4046909425325917,-2.142939577849777,-1.5049853010655614,-0.21497520690725225,-6.12718083502052,-5.604431799050875,-0.8669520712880083,-5.193236411633778,4.5444433528029515,-6.352411181607601,-1.3449282473580102,-0.5112326097842589,-8.037798202432095,2.6764430213545096,-8.446478182711498,-7.912314026728441,-5.224162562247637,-7.3443907549768,-8.938784518579176,-11.866431159323348,-12.131047597428994,9.215706992862497,-12.857474859480567,0.14877988529541056,-0.3738889386975476,4.520146568808245,1.3611966971037381,5.775255798134998,-5.040312496378185,8.194460388168332,10.445986153920108,10.532668511725026,1.2091688605305166,1.5811138441187105,5.195683457891262,-2.125001731304265,-10.677900443875561,-15.600345611004613,-7.632209876959739,-10.10752098286324,-5.442713823829747,13.857252911987663,-11.260896480401133,-24.542536094893443,8.110443378402286,-19.649734658684405,-36.232652420539644,43.49219241483915,41.48330992972189,-20.497581615894106,56.346214599115875,1.437152155658181,-4.766790340522023,61.914726633506795,35.71581455842498,-4.151526811245974,20.996256874670514,-32.48360332180467,-1.1485600224935617,-13.550365539813214,60.16856083199611,-6.843426987167714,4.9915183707431074,10.565912274384877,-21.81332365298158,-7.645485406010536,9.969563989208474,-4.622142361813394,-5.094816639342292,-7.57446119990745,-2.6483484300368594,-6.803202835391764,-7.335684787228743,-3.3908784633871263,3.2304261082648336
5,-2.2946902165044127,-1.9372919864209548,-2.325069912897302,-2.5923842158820567,-0.41534956441928167,-1.569129106245568,-1.1643793611930906,-1.2633368836889933,-3.749678133326709,-5.187683329225027,0.22682900924622648,-2.793584694722983,-12.652960427521153,-0.22836150662756186,10.439053129204392,-0.11452736577677972,-7.68116713560914,-8.250511333133227,-0.10250810639906456,-4.86586011941449,-6.181160761739293,2.4055104020296065,5.254965216036393,5.739177481654358,-5.448923502814673,-8.123747091545335,-6.8930265483638795,-2.414510429159137,-9.220872169236685,2.803532001218915,3.3492941933605795,2.603357637564361,-3.2395485528429426,5.12642430969881,12.077664565793983,6.0410673731487785,2.9205565431734986,1.6602896024446512,-2.099701126408152,14.052564656589414,-7.2780101397282095,14.657838670639354,-4.254065004965624,-5.422177430964985,-4.119645439656583,-8.701759502584263,-7.231763334514421,8.63875607062148,-3.582314031295281,-0.2782240257918995,12.915391354437242,3.771616914297874,2.8836527953384734,-5.266694264368485,-1.2566406507639787,0.34828936258507587,6.459378716318996,1.4700386968339025,1.5274975237287889,-2.6502889542774244,24.48752575692759,5.924471744585954,3.4021726708411557,0.4313602827419643,-7.605821970276537,-0.6067803006826523,-3.197983411913651,4.907611252606478,-8.175663057945169,1.212672015249532,-1.5317087440248156,6.917449364595822,8.341381388246486,9.185754414069017,-0.9157375284850312,-4.438010726961306,-1.4704572808611667,1.020395957580941,-1.3964822719684638,-2.570693441294881,5.826859260489161,8.129957926058818,-1.2310647690785759
6,-1.9061772221907507,-1.364628163965376,-2.2020707872954346,-0.4753091584318532,-0.7859942262568123,0.3645691636291766,2.4026450058850033,2.3333575692801003,-0.23018123377630204,0.5293422462475678,-0.2392007730845186,12.45469405942893,-17.169760852901522,1.4205754154352161,7.54349457912067,-7.329094917387763,-15.57762809112378,8.76987298046152,11.188051951661656,-0.22267218400108346,1.5950600746908592,-3.2816400441164633,2.604228633970597,2.35696381849586,-8.045202740895105,-14.28997596991534,-0.09862514987074344,1.0764271985852012,2.1822525339885104,-27.704028048702625,-11.218608837151622,-2.201751578249098,12.803954774613981,6.882669966711219,-21.174122569776426,16.291732530496052,34.05757235458744,-21.577630061559532,20.47132869548647,-42.847884612128176,14.507739570480371,-16.94106773299617,-11.563000636677423,-13.138559297500095,1.7347983735392591,-9.38708551369424,-32.164552055821794,-23.642103863524127,-2.0375150628826604,-25.042761108000576,52.082323356421064,-17.081928469727,2.2127259714581524,-62.432776940790134,19.46200902557165,-2.65952182177263,44.81642860438253,24.66471539112477,-20.511441803947978,7.00632557740268,21.676729652059052,-11.204367657327817,10.32280783020661,11.609513281698788,9.180423977287555,-5.116223416818472,-43.70806560574523,17.622188999745035,2.558612992456179,-0.7500690870288903,-4.687024353605159,-21.871142946577574,2.146378699093245,-23.59738522146385,10.051684805680116,30.187773659963366,-9.604877780323926,1.3801597044400087,1.5927503546639774,11.967291164223981,-4.832696375825752,-1.4031879853328155,1.527945496853055
7,-1.6049810045795836,-0.8285224999347515,-1.261473422611789,-0.3911144477403967,-0.497135703553943,-0.5199279867035119,-0.8540888727963188,-0.09993201110836772,6.094407071352777,-1.1117205627262277,-0.1962708520870895,14.45116695052828,-38.888508390949106,-27.991523799212008,15.6156180145041,-15.759698517040023,10.970291848990657,4.652592284724585,-2.855474733433741,3.440640260423619,5.825236875192958,-10.979660764178748,-11.569174312742154,6.016092852677954,14.61136166282291,10.060259715955608,-6.549667845940451,10.217829114510302,-8.579976392778496,-4.746518647389612,44.49444618390574,-16.574157948578314,-37.4964904840791,-26.40236331510072,64.56997858986678,-9.018203814393374,0.5886978624885633,-27.037844396824283,-0.4650246674781856,6.6616962137774856,29.36813785234775,23.627138021403148,48.929587856560076,63.408606699527624,47.387457746915175,-18.374224617902545,-40.95599648549246,-41.84281370938471,35.96199372569909,-16.379921699695235,9.803415455922021,-6.011539829614337,5.612179780355483,-18.4875455532918,-0.5535487180577932,11.316787485571242,-15.207343066036817,3.3711534285416547,13.85395130605299,2.624005166857357,-17.242793673525973,0.8341126371666239,-10.120705308598778,-27.65400782071427,-4.45607166630701,15.11801625347986,-7.352133717407482,-13.784435061643034,-9.85778181801665,-13.595169248944538,-13.410063300243111,-1.11983982355035,-2.9191507131670034,4.524487213993834,0.5650605778136184,-1.3822794365674465,-4.671994693355864,-2.2610540259048437,1.2218963147129063,-0.8493240619153217,1.5213064703614767,-5.5745282704565575,-3.551426700341742
8,-2.209638282587929,-1.2129227563263583,-2.3642984758616956,-2.6395668543384088,0.043983683066724295,-1.1561997568714582,-0.8390991123472419,-2.275197915556734,-2.931749363735709,-4.548172892311935,0.647282276446161,0.8764280009742539,-23.672731469528628,-7.940871971770967,13.103520362546188,-5.639185241744707,-2.4010484962521454,-10.781104697896113,-1.577524213770518,-4.8643142395356955,-19.603544428828066,0.8172134703845377,4.708082531596773,-5.140506081918318,1.6322566169380204,-2.0537743184267465,-11.473214459204106,12.684520430255402,3.890966057577271,14.447599266431618,17.01784993950105,-14.746276942949272,-0.4711502485520584,-13.24342779135692,11.832616910378253,1.937933392727809,9.928704330293508,-3.8903769790093476,-0.32037820667030514,12.045085251347464,-4.794660945742929,1.3570984104346504,3.2727935685748597,2.0735682525016483,6.526971275526623,11.741259409727414,3.587526243517711,8.221583278795173,-3.9182176732510583,11.779420681932537,20.681066910048028,-9.516766479405801,1.5979548571479638,-0.9047458060343294,-10.59604341668459,7.061109137716377,-5.472548531645297,20.730090027093603,-11.865280156502585,-6.664437762707928,19.9409437327735,-2.3506801471326306,9.241670854846118,2.278832648743561,-3.7246414613445014,-4.295774827188077,-2.1021961190576417,7.574162155598589,-3.142807071001483,-9.824209186631656,12.926993684451087,6.397650946340872,-2.9522856871686467,1.5744934651645974,-6.289972259918457,-9.60201821277523,-3.238488847656371,2.909479008067824,9.442899802794962,-7.540852765427452,-3.9602469224892154,1.0632553912027904,7.5224989809098615
9,-1.6816311513351339,0.04301205996931923,-1.8436031903160737,-2.3070867805006974,-0.11335987806381842,-1.521800896814638,-0.6493461209156156,-2.5843092916485024,-0.943617640600682,-3.150440668418745,1.204618039642842,2.531022782317668,-17.879874270353277,-2.4442873687690274,7.4964322337021105,-6.942886878639349,-6.099263459109657,-9.198182286481137,1.7085206924706922,-1.0256654354894699,-22.046890329089095,4.763688369742394,1.1823855650243786,-11.029444355973393,-12.622863558823672,-11.20956657147226,4.704684397658905,3.174329666519252,3.970124609932025,6.875194402671294,4.6504549244192175,-2.9302014127941947,-1.9463001950931593,4.8904772220101,-9.828180075457041,13.740211302858587,-3.8881799733116242,4.86228764897494,-10.127305224789385,3.072439606486507,3.6409166642235116,-0.16041476085253314,-9.694029046002637,-1.9754109110668536,12.112594792516385,7.798905250939025,14.370522666744135,1.347853090456518,8.142706296818108,6.7699385366842,-1.3352153127535606,2.060097468294485,-7.30323797856004,-6.409449776280113,-30.82741564777199,1.907865235232539,-21.382752135090353,-4.332775123063669,-5.5801694437605125,6.349069144280202,0.35322647380142697,-1.52356249442241,9.474240505376876,-11.002879444850151,-2.746667368793426,12.050782315510489,-2.3197478158984564,11.768964741696383,8.673534505824495,2.673125279683766,-1.7605066859233793,11.371954751503315,-3.9929805577163116,10.292230034609888,-15.410187806235264,13.671461668564502,3.5910177153667386,13.563604028254282,-7.920330952973142,10.341002966340314,-2.7526086718679394,-3.742961989308666,-14.732222665927116
