,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195
0,0.04277319711646628,0.030174032952823403,0.025098097347179008,0.020133485862155007,0.019395092830524797,0.016005989078671325,0.015302097937107037,0.014082114693028594,0.012968889565599223,0.012180185466902435,0.011063645377631073,0.009957567992819012,0.00989089474897479,0.009438935430455838,0.00914431038157108,0.00893400107186808,0.00806047804201928,0.007937204729648586,0.00778260607962874,0.007706388761959496,0.00719390494072974,0.0070346768076512,0.006813595646328954,0.006676221407568563,0.006478929833323267,0.006315615149342779,0.006124239258398751,0.0059319605782449155,0.005797300413196933,0.005697413123483572,0.0055312376635430795,0.005440434082306373,0.00527071001554122,0.005253617888521138,0.005080951055044195,0.005046605652842995,0.004965409338016282,0.004839982654146221,0.004810154925089061,0.004645205623022333,0.004595862656891548,0.004565913612589643,0.004535460221429078,0.004449440225379146,0.004372583903493639,0.004309680792270169,0.004291031163281165,0.004157785472476548,0.004151350698132608,0.0040922153991678634,0.004076096129390831,0.00403023605977628,0.003988898181762909,0.003934024120761001,0.003895308217958228,0.0038108010121334474,0.0037752674573629597,0.00371438860040399,0.0036984101805940537,0.0036525386178506997,0.003596229267937325,0.0035853115584778524,0.0035334343408817926,0.003493980889264054,0.0034561225047385923,0.0034024337624148694,0.003385466790602937,0.003367193357968176,0.003356451576632894,0.003298855981824058,0.0032626140382605367,0.003246041997477939,0.0032065217164670523,0.003186475900579089,0.0031271921336543406,0.003109532009596925,0.003075438491474847,0.003043257978653506,0.0030164417432891493,0.003005519581816159,0.0029919069082659936,0.0029523438702305513,0.0029453797506827245,0.0029090475452621567,0.0028874774727804054,0.002867474236087594,0.0028237277711488013,0.002804655483879222,0.002789318344211109,0.0027712823329622788,0.0027487469324938662,0.0027323405518398835,0.0027253769339769278,0.002681340764474261,0.0026463181282104903,0.0026146993507140223,0.002600937960851595,0.002600445687571986,0.0025769801298341174,0.0025706373602878267,0.002536217506051578,0.002530229597135386,0.0025118131104954105,0.002487268657102192,0.002478960370566097,0.002444848225933427,0.0024362873558160325,0.002427535933983361,0.0024166262029099686,0.0023909183200716308,0.0023806389214034744,0.0023569236470856246,0.002341795904285484,0.002323996352848203,0.002309667482108506,0.0022988307484716826,0.002275654098602173,0.0022609983153676952,0.0022480719434409754,0.002235150493934038,0.0022319711050073658,0.0022164723663125902,0.0021875973691577026,0.0021771454248493806,0.0021591709630110105,0.00214361213879972,0.0021271672186363192,0.0021235342830422193,0.002091830252858736,0.002089894032858331,0.002072388797743619,0.002061173467734984,0.002055242498231567,0.00204735952608691,0.0020292664590599698,0.0020177949411302803,0.0020013923706538924,0.0019913387610169943,0.0019824435212740907,0.0019812276479425294,0.0019648401640251795,0.001952906852294454,0.0019478882329496724,0.0019395234391784187,0.0019168827300411237,0.0019095022433921382,0.0018999383211092938,0.0018898432212769468,0.0018808198036933685,0.0018710700143446395,0.001862405908536114,0.0018560686564862746,0.0018492731462218547,0.001838404211216153,0.001831316617328618,0.0018254783163279373,0.0018187252788712002,0.0017883824759259569,0.0017826563173810083,0.0017758795933475427,0.0017657944004629345,0.0017565300248736288,0.0017380366822204844,0.00173119162625059,0.0017293798063334309,0.0017234530922548735,0.0017075919705113393,0.0017037512984169035,0.0016970048543190853,0.0016789741575978232,0.0016743772574605172,0.0016661841243903622,0.0016610212965023977,0.0016560158609715708,0.0016395118191300602,0.0016361706763075906,0.0016272892053631,0.0016241684060421414,0.001610246872580505,0.0016083385047975358,0.0015970940079711635,0.0015898424555598704,0.0015812860462341592,0.0015717314890494928,0.0015652518301412202,0.0015611075933863014,0.0015489629598434847,0.0015434286211396572,0.0015402999585421519,0.0015309269214717927,0.0015206140376342432,0.0015148071204670465,0.0015065167801963375,0.0015001956226387294,0.0014949608021518812,0.0014903900347498949
