,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174
0,6.499975032803085,10.66324962376661,13.972014337356192,16.887001696349476,19.27982579642613,21.39269546178299,23.466437170209105,25.119748465522584,26.616382596495612,28.023365678370567,29.310676046562044,30.457625351924158,31.53678416757497,32.58892274566051,33.5827452680972,34.52506307386389,35.420826985692656,36.295241080412396,37.138598809524844,37.94949182549065,38.71589521644348,39.454016506205235,40.1512514071518,40.804987072767105,41.44606068187464,42.060485422186495,42.65344838657892,43.24273006135331,43.80303095917633,44.355281531684696,44.884188615020996,45.41094671186901,45.9171462408045,46.415916218450064,46.90550844877534,47.38930252297091,47.8673238550559,48.32206475369327,48.77372499439667,49.219159854497,49.65225362571388,50.08444979775917,50.50485245197039,50.91414942467043,51.31761859649235,51.718792958275664,52.111707509495176,52.495402761736734,52.875618089423206,53.25210705773553,53.6220094472596,53.990190266599654,54.35563076179248,54.715691198100444,55.066179784469114,55.40951654892679,55.750316951104054,56.08478837580556,56.41866468157942,56.7481390583725,57.069104284059534,57.38505714371228,57.70058514720747,58.01020283369988,58.31597779758672,58.6165243099387,58.9146124090919,59.21115844118678,59.50735238351511,59.797269273759646,60.08261135231693,60.36492653943135,60.646025787500754,60.92465520661835,61.2006494946555,61.47445860396999,61.74610373451374,62.015290999594875,62.282196438399396,62.545903748800455,62.80607192808926,63.06472135637128,63.31874597331113,63.572372665449514,63.82077590134077,64.06630287532067,64.30964512809071,64.55192668021368,64.79210494899058,65.02977470588843,65.26654000256086,65.50022165313095,65.73271932044365,65.96308475884754,66.19063168829045,66.41577198417089,66.64037379081968,66.8628495908958,67.08403075505399,67.30209424647771,67.51915043357914,67.73439494547218,67.94812761394337,68.15866633489799,68.36804378005016,68.5754411758287,68.780794558665,68.98458933799495,69.18711150792501,69.38825405343528,69.58790954117153,69.78625316117045,69.98302148323224,70.17884861816768,70.37409137147306,70.56698894453501,70.75942286991832,70.95021056820579,71.13978646417901,71.32739940641774,71.51400655273831,71.69867227780095,71.88320470348572,72.06605881939493,72.24857020421148,72.43039574401966,72.6097270711577,72.78767694075063,72.96485305625693,73.14079076089226,73.3160137151372,73.489846451762,73.66287774746662,73.83359663745236,74.00280517967008,74.17117122669697,74.33907499397108,74.50641100978643,74.67209455713716,74.836575319104,75.00074707877862,75.16216489327905,75.32314083816284,75.4833302713563,75.6422739597918,75.79975185065554,75.95615708661919,76.11217932654336,76.26747976657337,76.42220211620635,76.57597385012913,76.72904926534386,76.88117694193478,77.03226384751127,77.18264187264981,77.33277085759102,77.48189181482634,77.63040601713014,77.77873836784471,77.92586723787683,78.07212352024,78.21720222578573,78.36114339837481,78.50456588369613,78.64769330800974,78.79045893154823,78.9323325651661,79.07273361459038,79.21268800788413,79.3513646681205,79.4900044513471,79.6278815139971,79.76458865237865,79.90045260997081,80.03581764287155
