,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167
0,0.05942393347578477,0.04851858032998433,0.036994068723732884,0.028979381058819267,0.02761783165806248,0.021427557559128018,0.019540098665177055,0.01781776029027784,0.01678138981104998,0.015941196073784598,0.013334528949368396,0.013285682751982362,0.011056362138360622,0.010674686211506376,0.010239470283092033,0.009637788862784376,0.009088337854405215,0.008765029719342126,0.008376600633485264,0.007973715702970835,0.007587415104107622,0.007318071736974559,0.007115996755349485,0.007026133163388606,0.006550576725989141,0.0064056319746196595,0.006271296966735155,0.005966269888323776,0.005903817921173506,0.00578206253320301,0.005577740729599616,0.005457808601273825,0.005361337071041353,0.0052585014224911745,0.005228010075280885,0.005112242707220476,0.0050578869833515895,0.004972564717786158,0.004879879027677702,0.004815411853659838,0.004574253117670905,0.004431889013735281,0.0043849554994710065,0.00433276119614839,0.004251992171953021,0.00421169622723714,0.004158527889397627,0.004058510026292219,0.003988781876412864,0.0039010796142077107,0.0038033713804982616,0.003768740641299763,0.00368009029427155,0.003576520326807509,0.0035577769866406506,0.003523194983166683,0.003432132710231528,0.0034144578515270412,0.003398610725591793,0.0032121036430542375,0.0031887994966142163,0.003168425316460076,0.003065536197885332,0.0030418053815386664,0.0030368753112387727,0.0029803247731130826,0.0029084131541814236,0.002865638522297753,0.0028572475945773555,0.0028026360816538554,0.002754180835971182,0.0027392392690106333,0.002694926262190245,0.002657040206717287,0.0026130090168611088,0.002602026458434504,0.0025626689321077024,0.0025569008047567495,0.0025383405354306894,0.0025032831996726623,0.002497264232903578,0.0024064766403292374,0.0023958331121468517,0.0023816192927546484,0.0023331214637511244,0.0023250192817980417,0.002314557467187138,0.0022827884020557667,0.0022469566508792724,0.002239008081127344,0.002207607132774595,0.0022026977091111075,0.0021830532736252877,0.002148368646168758,0.0021321109953984403,0.002106835482609776,0.002095938025471157,0.0020655699907858433,0.002047106768103961,0.0020389079167449447,0.002007202884377963,0.0020055446592748016,0.0019940583946939303,0.001981172281501545,0.00196557127326363,0.0019445228356061463,0.0019312041649311943,0.0019117511331425768,0.0019038263118131115,0.0018899858843117886,0.0018638515615132848,0.0018513857641720578,0.001821861391633182,0.0018181400700211204,0.0017894116252005542,0.0017831531148361892,0.0017606913916326811,0.001754548105434279,0.0017425249457814589,0.00172337787907549,0.0017182017661312996,0.0017009401514361724,0.0016953816535889951,0.0016825015341249503,0.0016719970378004537,0.0016631278776275662,0.00164514931977369,0.00162583266391122,0.0016110878936235118,0.0016104563969476285,0.001594160833599212,0.0015891498750556844,0.0015711065402969793,0.0015601403556639412,0.0015575348474423083,0.0015508516791828731,0.0015457872062585116,0.001530163349992691,0.0015252477824182513,0.0015100435085099344,0.0015049951069901469,0.0015036632099394416,0.0014983872751570587,0.001491694922900727,0.001475656283195024,0.001457978909619607,0.001452262901818269,0.001449765743482584,0.0014416945914666455,0.0014291145534106053,0.0014254589413209232,0.0014103017492891994,0.0014050172265741483,0.001402158338892486,0.0013990176981969384,0.0013975591216970566,0.0013803736147069352,0.0013775835375237746,0.0013689275284131267,0.0013674150606396913,0.0013588621350601338,0.0013535761936496696,0.0013440423697060958,0.0013431031071733438,0.0013411764212658544,0.0013229984857336136,0.001318776806856597,0.0013107459384249023
