,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181
0,4.118190455930132,7.740875359070206,9.899024026806618,11.739119735598113,13.514106041143794,15.163257069468244,16.782295888498595,18.223749671476615,19.559336178823372,20.734348268523796,21.85781978128448,22.94670458739754,23.989661934999784,24.980858006107468,25.934455497337783,26.85937188397205,27.743360327905247,28.602672506000147,29.416334331446244,30.215701572251902,30.952847819382256,31.674495236340494,32.39044575498254,33.08747503835496,33.76710948891674,34.42339560623855,35.04271137546971,35.65261786352362,36.25115178032179,36.84355810523379,37.418464652344916,37.98199170633738,38.534926713160395,39.07678627821459,39.60837839579223,40.13171503920544,40.65288890161401,41.159237638545235,41.659815304398045,42.15173291382969,42.64235345229373,43.12443059324755,43.60003754566408,44.06160207230407,44.52198942382514,44.9810939981044,45.43429751913184,45.87483034439177,46.312408156743004,46.74171140420655,47.16773204504708,47.5909046050983,48.01293855449984,48.43130317816887,48.84683802582295,49.259386999285745,49.66346365868049,50.06393476652665,50.46068272075039,50.85162124168915,51.23931795856929,51.6213434018832,51.99961245738761,52.377114416179026,52.750001465043894,53.11772783784878,53.48230543610555,53.83930262443543,54.19511503532316,54.54728425655554,54.897593848239026,55.240397952960976,55.580801872072335,55.91857567413556,56.25108081345947,56.581562962528,56.9081204894288,57.231262291331795,57.55131953344853,57.86849495241636,58.18359701905472,58.4927582554477,58.80087953943172,59.10482919656831,59.40540499723286,59.70148447092419,59.9965918983972,60.289069850789,60.58006207598869,60.867441386327634,61.15061922499542,61.43105294324489,61.710184583583626,61.98803411732911,62.26191494177571,62.53329301563837,62.80059037359184,63.067734285740116,63.33105561720133,63.592889025776444,63.85364487516046,64.11275620542773,64.37067790034004,64.62556031034154,64.87753313757749,65.12851496596433,65.3772485549073,65.62439561316403,65.8704552915243,66.11559705049264,66.35831897210548,66.5980641252029,66.83611101884134,67.07396545167458,67.30945423512543,67.5446299360267,67.7780419751378,68.00916136673462,68.238930920896,68.46662930394325,68.6922475193795,68.91693053667048,69.13958724277235,69.36180061238566,69.58302801532886,69.80325971346663,70.02111724707885,70.23617655385569,70.4500742512407,70.66372999997628,70.87532174701708,71.08634039639442,71.29609335229046,71.50470263395998,71.71096698052615,71.91652237325863,72.12028161940849,72.32333022463595,72.52427422797527,72.72362878943393,72.92171216177611,73.11921222307485,73.31562271748372,73.51129420220926,73.70559641867055,73.8989341420525,74.09124965711544,74.28282026203443,74.47338746515216,74.66215267656044,74.85038240445253,75.03618536163196,75.22027884803839,75.40384578821889,75.58680390778323,75.76865532754712,75.94948971584901,76.12970340789256,76.30842355476538,76.48623078698566,76.6629436424536,76.83885300619255,77.01432542601441,77.18779290400371,77.36054012090405,77.53169427951734,77.7012411215584,77.87021254047363,78.03882918386991,78.2067561825003,78.37207130482257,78.53708191415114,78.7012238663863,78.8648446829031,79.02732117165817,79.18886586327433,79.34987688630164,79.51028810364642,79.66918592171261,79.8271967068036,79.98483592771096,80.140601586911
