,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159
0,6.241846121766273,12.150314743802962,15.908578604477977,18.966041337938837,21.849686337478104,24.129427354112,26.200981726726326,28.122719072818352,29.86896710215773,31.561112605902302,32.96301640299288,34.27013884188473,35.38435816725622,36.47478727393499,37.52297614177807,38.5036992963092,39.42731806652818,40.284903083015465,41.12328695863474,41.93944462878442,42.71237739049636,43.4552864474254,44.17238887882281,44.86493340851666,45.5155673034087,46.16141501653298,46.78192137179994,47.38350829760154,47.97969952334727,48.56137490897762,49.124910758232495,49.67958871530842,50.22170673536439,50.74993689455823,51.26450388790877,51.7684972652841,52.25672690360027,52.73529965541526,53.203640360532546,53.66983512227031,54.11346895082888,54.55471505028429,54.98534480468752,55.4003125349234,55.80311474634281,56.20094475900369,56.59481846073729,56.982933074186995,57.36231068171228,57.736914435541095,58.10295184334896,58.4663613465524,58.82292098808746,59.171477039279694,59.51375740974185,59.84819994649393,60.178594715036326,60.502116335037734,60.82364538449381,61.14422305479377,61.454468712167035,61.76203591268232,62.06501389552119,62.36228623356879,62.65303518505869,62.93688932224373,63.21769124674146,63.49773049676896,63.77275522166639,64.04450542816849,64.30994655741566,64.5743618184099,64.83487821128905,65.09288799420888,65.34619674964618,65.59493420191433,65.84164225577116,66.08674390267095,66.32936800089628,66.56977315283979,66.8044649269888,67.03486770263406,67.26405954562594,67.49110875962205,67.71605441493945,67.93806322843054,68.15795996407829,68.37596414541139,68.58876221852486,68.79956728473698,69.00945075574043,69.21636453741742,69.42047528253909,69.62404685817337,69.82641823891724,70.02631272717615,70.22470038059096,70.42154356751212,70.61738704208437,70.81048099903182,71.00298560253412,71.19264262750032,71.38108334706918,71.56832410950148,71.75470416148502,71.93988974692995,72.12367062627014,72.30487146979566,72.48392424255917,72.66044298705914,72.83638334502055,73.01200029237386,73.18662238803894,73.35977819982543,73.53006382499943,73.6994348612488,73.86782281995916,74.03495333454487,74.20136009472014,74.36660855799512,74.5298556635784,74.69271491262003,74.85505422125597,75.0144390618197,75.1730058829274,75.33146620877983,75.48633304023475,75.6404284845941,75.79393068262806,75.9462711956854,76.09717741088775,76.24785742937708,76.39728569855126,76.54592441880037,76.69381526096959,76.84109759961437,76.987343078443,77.13258122621926,77.27736672913605,77.42119317610397,77.56351295171827,77.70554120826196,77.84609779384198,77.98582613937775,78.12451453179182,78.26290274576316,78.39973822006931,78.5354709344418,78.67106721292971,78.80627553238203,78.94097959579621,79.07523005847762,79.20886042507315,79.34221844772051,79.47415195942875,79.60595618718597,79.73683821033887,79.86668143802966,79.99594171429779,80.12488600840786
