,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192
0,0.05277863451923864,0.04127423012398647,0.0226432319407285,0.020987313306403108,0.016601684678912803,0.015774702503158506,0.01456607042359382,0.01299180296627553,0.011444062025800611,0.01080107086702443,0.01050393256010175,0.010104346641961389,0.009341106869536367,0.008755337025397937,0.008650375893648917,0.00832214829671993,0.00826371949461846,0.00786847717493668,0.007640555170807726,0.007436259648957447,0.007251410499647899,0.007008276057258078,0.0066531437339170125,0.006543617176112847,0.00624092568847672,0.006038662641691538,0.0058975388953384535,0.005772219592699429,0.005634157385060406,0.005560904375468873,0.005399419853551737,0.0053790829235026705,0.005307760221416073,0.005260456032839125,0.005188711331343979,0.004985630091742566,0.004934923092212702,0.004796622900029235,0.004764556778383513,0.00461500036864963,0.004559216939557235,0.0044710828324695355,0.00444201876415347,0.004355996368138164,0.004310741086285636,0.004254420649553449,0.004238973342813638,0.004158278518594672,0.004122355610489908,0.0040696993682285505,0.004038647225827681,0.003996950022444473,0.003953982483317991,0.0039261413393956585,0.003902149078976665,0.0038553202480801764,0.0038182643446414283,0.00376947092643449,0.0037396491014216765,0.0036695442524525,0.0036291649707634512,0.0035829241587004416,0.0035722980240928633,0.0034927951531063812,0.003449604120541562,0.0034213857279589547,0.003381395896136621,0.0033300209442952366,0.0032992149762017453,0.0032737331681054515,0.003251924182970018,0.0032183409574713267,0.0032075849328210937,0.003168048662534609,0.0031258306575384764,0.0031152214497838183,0.0030919419878921357,0.0030710548454326086,0.003037322369934972,0.002994704138872341,0.0029730843164611203,0.002947838552766095,0.0029390361559425795,0.0028996614973845754,0.002878066873592821,0.002866278503678405,0.0028349411256033377,0.0027967645407656907,0.0027706053043885124,0.002762102284845649,0.0027317332338282737,0.0027137796022221367,0.0026889973195777456,0.0026834321798483982,0.002652857513697567,0.0026274339760686306,0.0026164073477909803,0.002579366975637035,0.002539394447736719,0.0025240167967122886,0.002506023612442191,0.002492523091549294,0.002465570698045381,0.00245163362706377,0.0024441727413238553,0.002438023073927947,0.0024136067219534267,0.002391424498073065,0.002365941917497171,0.0023556560437286394,0.0023520703286722257,0.002324415875875423,0.002312914907568014,0.002304886001557523,0.002292904068273085,0.002272066190582195,0.002256587310060046,0.0022478040086102717,0.0022103160678829505,0.002196384717065715,0.0021869578512817016,0.002173695901596931,0.002158841271448765,0.0021470150011924766,0.002132971972759707,0.0021086720223479614,0.0020997994542984334,0.0020921091622570194,0.002086583259963181,0.002068463069757749,0.0020586755128792524,0.002038043561200297,0.002027402076794381,0.002023610273765567,0.002017719129436094,0.0019960392347355507,0.001982061775174641,0.0019758420964798257,0.0019625096306546057,0.0019532391382438108,0.0019448755653763959,0.00192639600646851,0.0019192377029093818,0.0019166454432466254,0.0018967748902700943,0.0018834542865722166,0.001871858584923681,0.001868060760000396,0.0018642576869066663,0.0018425312117832586,0.0018359999616709625,0.0018335830144288413,0.0018250104062314321,0.0018200840490364403,0.001796381710379237,0.0017835288351916534,0.0017756935474244988,0.0017610458084551847,0.001757380477025735,0.001748480936873897,0.0017410878826211518,0.0017373790839451848,0.0017306970631194118,0.0017206961653495256,0.0017061757004102,0.001698429062310232,0.0016874545480134238,0.001680526191510542,0.0016660150530093244,0.0016570272473436136,0.0016533051987719968,0.0016503090174332402,0.001640496970862738,0.0016373511769463378,0.0016241602649869286,0.0016118675848499136,0.0016011126426176032,0.001597119407011726,0.0015932948153842194,0.0015874591194659287,0.0015736974989936934,0.001569114096033456,0.0015660482660615138,0.0015525116199593609,0.0015410103563398313,0.00153400550417152,0.0015306624895780544,0.0015237420808035397,0.00151995019906121,0.001505435951646943,0.0015004749246539978,0.0014954664647758161,0.001483013106567491
