,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182
0,0.05909112027895473,0.038144174834137,0.030854022322445343,0.023351271111965242,0.020663298618549694,0.02000786476290234,0.019296616550084605,0.015725795274578666,0.015060712665420892,0.013028666369689822,0.012093839094054358,0.011734489873251973,0.010078217124019441,0.009743406474182677,0.009237106861310782,0.008840310780666407,0.008459896532100273,0.008367266489833963,0.008173642180041003,0.007779384637648974,0.007587697993976641,0.007433078807833056,0.007109513848657979,0.00661447179453033,0.006345004993102609,0.006189418577995902,0.006064667537372703,0.006008087288772063,0.005724070438048752,0.005687481520829511,0.0053197696037703265,0.005279320492324681,0.005206207476604464,0.005065742438755444,0.0050035520577942135,0.004840113241472602,0.00477785529359727,0.004730165459353458,0.004640477072825834,0.004554881137652704,0.004528830309811678,0.004451850115816973,0.0043980857698967864,0.0042945095106747145,0.004211113071882221,0.004166839820223521,0.004078751896623717,0.004011043824722036,0.003975266374914026,0.003916109642253488,0.0038603608410114464,0.003792919873503603,0.0037076302338811054,0.003668119623841742,0.0036043835183542476,0.003575400797308863,0.003540963775313444,0.0034870641105502124,0.0034841936897674463,0.0034288758018835813,0.0033659575790904303,0.003334989111666591,0.0032958839822184696,0.0032705045976208825,0.0032334518145351867,0.0031811260758579335,0.003138000892884013,0.0031066248578843583,0.0030909549600034,0.0030511390973427754,0.003026224039477593,0.003001482375841265,0.002962618292451059,0.002944320749249736,0.002886085200364766,0.0028555540206819194,0.0028474352048405687,0.0028410797737959854,0.002820297080474714,0.00274490376376503,0.0027405628159529434,0.002719328870052201,0.0026695104803593074,0.0026284336533237687,0.0026086988744686585,0.002593805278351463,0.0025802019160687255,0.0025696219534355373,0.0025473394432998335,0.002514177301368541,0.002503915392860201,0.0024971494918177885,0.0024686291929468863,0.0024555480880776234,0.002418807064963881,0.002403826143948307,0.0023861558662665555,0.0023617767399257707,0.002346372564099519,0.002333516989448277,0.0023189700571431228,0.0022997579001465657,0.0022816855881471927,0.002260130517389277,0.0022471859277968394,0.0022280085312438307,0.002211353536153309,0.0021902166649050018,0.0021759104226939103,0.0021578328376306057,0.002142735144193729,0.002132444241890798,0.002110681088174794,0.0020912001634351574,0.002076911243107475,0.002065907014313803,0.002038920011390267,0.0020360258346053036,0.002020060770614134,0.002018929443243142,0.0020086277635343597,0.0019763325816048237,0.001970459080905669,0.0019641676145926534,0.0019393271981995306,0.0019264662531654183,0.0019197424882035174,0.0019115562491264886,0.001882219151757716,0.0018733491478664696,0.0018720031630932478,0.0018618951298816572,0.0018401647469062491,0.0018359866467083992,0.001833182812920387,0.00181393546681184,0.0018079889975940978,0.0017940292463538123,0.001780885901216508,0.001768706318670027,0.001755178787478484,0.001730012277640321,0.0017241918213946367,0.0017178843929094483,0.0017043022246125555,0.0017018541833508866,0.0016969067581236944,0.0016841094363093377,0.0016661122485698537,0.0016593784503867298,0.0016560204367367932,0.0016425804621671841,0.0016338441960942237,0.0016247079358870484,0.0016227372599062122,0.001611139731904764,0.0016057324556235121,0.0015902918489696248,0.001578530250606745,0.0015628091070903486,0.0015575876010927435,0.0015527139939428714,0.0015418876027424753,0.001537166561882616,0.0015230709902447482,0.001515350650742113,0.0015091785139812776,0.0015055240372674695,0.0015003291820773923,0.0014952528435756727,0.0014908250775958465,0.0014832575014561125,0.0014772258448233308,0.0014632458756568517,0.0014528203601201104,0.001444567724262741,0.0014409729799355346,0.001437949025467596,0.0014333842539616388,0.0014218477681848972,0.001417147933587537,0.0014149661032125012,0.0014016400194240561
