,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176
0,5.865599113242854,9.681075358883731,12.888053079322015,15.597698639919177,17.84359993306834,19.85831139730362,21.78446872961822,23.43886590234467,24.961782263765947,26.34414683990491,27.606034827380988,28.799503662687894,29.963014848711563,31.06578543161914,32.14819840133111,33.17357194197301,34.105773741873655,34.97846568672264,35.80122627224591,36.590566898561896,37.351054033200285,38.0659711626754,38.74944791975212,39.4043331330709,40.04941843908374,40.68629415205672,41.29714862743895,41.89906776761948,42.483776222921,43.0473225590183,43.597553842645254,44.13396543839131,44.663509162099864,45.1855117058406,45.688941917827215,46.185745720358895,46.67418526593066,47.15157461969388,47.62075095456301,48.08437082155851,48.53895969179744,48.98493482574126,49.428674069077765,49.8631424032176,50.28976866792038,50.71556561036008,51.13347719047168,51.535928564865884,51.937328810871364,52.32966965819516,52.71895941395282,53.10163834496541,53.47612656006899,53.84542314132098,54.20981381853719,54.568724349398764,54.91836984864178,55.264632561002315,55.60858111077227,55.94935475966266,56.28926275786197,56.621130727790415,56.95050718550684,57.272954658570164,57.59372854836386,57.91152511647518,58.224018964161004,58.53441763268623,58.837122474941815,59.13702370378064,59.432936457089056,59.727577190932436,60.01693353134596,60.305212666116084,60.588977967795124,60.86995769630844,61.14619686135755,61.42141897682241,61.69583473914384,61.96715615463373,62.23658663730054,62.499613303831325,62.75979184537225,63.0192016046215,63.27730220161904,63.53473498212788,63.78519766176276,64.03382664847825,64.28053011765036,64.52502696967733,64.76617031818003,65.00503685829216,65.24093194003319,65.47543750590629,65.70883634679834,65.94190006863042,66.17164879452685,66.39826238391635,66.62376992589626,66.84677836631194,67.06900679642865,67.28910748040808,67.50677422874516,67.7235235085506,67.93759276262185,68.1500895349673,68.36071098913202,68.5692390171163,68.77677402570642,68.98391535647666,69.18947241285657,69.39228460390582,69.59422897729077,69.79578415955456,69.99532013032272,70.19364355255333,70.39056152900699,70.58463674868445,70.77848875554672,70.97041866301281,71.16176375702236,71.35165173915877,71.54063066458754,71.72779627376961,71.91402691296254,72.09864493140945,72.28238443602824,72.4646325086065,72.64578860954119,72.824480654139,73.0018504374083,73.17818825122066,73.35274095846968,73.52705823347321,73.7008393418122,73.87286551380298,74.04383619438777,74.21387501584819,74.38150053001816,74.54800475787714,74.71414090835098,74.8791429409106,75.04399318226059,75.20723012367928,75.36863725541906,75.52893354807986,75.6887934955497,75.84826629163136,76.00664967501423,76.16425253828801,76.32104995831979,76.47739084118388,76.6328020181051,76.78733549538246,76.94122955510447,77.09443394628315,77.24595552358164,77.39703194889181,77.54751195258379,77.69740806419428,77.84537412176348,77.99232403481932,78.13800854282138,78.28335446366546,78.42762960063615,78.57169902130352,78.71482478931947,78.85710475363865,78.99897684744677,79.13999784658876,79.28006202501928,79.41930046410322,79.55708078531116,79.69457036119877,79.83137413478038,79.9676227671312,80.10331602076035
