,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,-33.79909793650929,-14.984509224446157,12.521788342153593,24.1133825426415,-11.639373074341504,-7.564825757148617,22.618362339896112,16.57903086630342,20.231974772500507,-27.773366215768004,-35.205740291603995,-17.449867969068226,-11.413563719004019,13.276698242837645,-9.959831314425248,34.48318874888791,-0.4710852796842445,-17.960050175117395,-86.29485093196965,-9.348942095985212,69.08057420150512,-16.811361677281855,-16.00566060630197,22.993718894560335,-62.741041620352085,1.2757686555858834,-42.77580926248966,-7.040905633992175,-26.292559665913494,-33.343712230062444,75.57579737693202,-90.70378430950865,62.51744144871962,-43.47005190548484,-2.17640361350332,80.89639449250879,-78.97727110206888,2.579671574820493,-49.63787317807779,40.913544120563955,96.99342374914598,-48.55082948971457,33.17490924795485,133.6224141483715,21.86557749662265,-4.160040739465729,88.84834199355659,-80.80765215408792,-45.40715087659873,-51.226789677982836,60.89883868129242,65.23049235596758,37.98852966410985,-11.157108452207135
1,-63.56782050217553,-45.36010032775599,-50.49108811265558,-26.822323928067057,0.06559733835442283,-22.310169863782278,-11.519924765520766,21.32948183102902,-97.34232653972475,-20.000033708566534,52.59725113956252,8.750443047169856,26.352387136374304,12.726259635489024,-33.67328895377916,52.76784149028005,-7.658356715206156,-16.00855354270642,32.4366696407531,-1.6713740936064545,-27.49978127452605,-33.46182094751566,-28.125502177923146,-6.881890341032495,10.523511459309718,-12.722636860093587,-11.376484618189016,-8.578287339248712,-44.33811213277687,-55.892540510562775,-46.510565241764596,46.156911045219054,-38.3295945364827,-0.28098116223881797,0.3863099533293633,-44.31529486632922,28.68051926270209,43.32389274395738,8.03006227853823,-30.457383098186856,-9.503602093222586,-5.572916859474904,26.687244972433362,33.16370010599272,7.097859311322114,-14.527666022064741,-26.34888862263978,-12.82898242104014,6.327852498486197,-77.90465560786151,-24.162186642119977,17.649027523185232,39.11972884957463,-51.16457259651178
2,-32.07479553682161,-16.033118614416562,21.328233376628802,2.5924733536595133,-10.154325803247328,-10.574676249028059,-16.24867615571566,-9.057792894831143,46.166007156163275,-28.36025039646844,-28.464235578186088,-12.214276992723272,11.778537107196085,-12.231129333217991,-30.871587113799098,8.235854077818022,-18.3943630222468,-7.5689838617205245,-97.46071245049535,-91.45837010382157,78.68873534366463,-65.08890521297404,-39.92389649372542,-3.807512823564099,-12.491996027034023,-3.095678290834517,-13.263492567865807,35.326616131804734,-34.564397983390535,32.658825354813715,3.7903455751913664,65.75415017793041,-21.04428236152603,-53.17060696772456,83.98971827808928,64.39996822797941,6.931732714123633,39.04956636917128,77.68134978651598,53.2400347655479,-37.828047124615495,-23.853607504592254,-22.730437546192945,65.0625387894251,5.447102039237812,-47.15389839099237,5.089150053626253,21.865778600398382,-45.037509609443134,107.66069397974057,37.07158327703268,-92.05948010516843,-3.0440043505193,114.53921646212117
3,-28.601150322005857,-12.058113611119186,-26.486391723723337,-4.811225367549388,-4.274559963826016,-9.944719326339133,-1.0918504620246543,-6.504351856555358,16.73073777730449,-5.707877369795881,-17.829920763328694,-18.705269774707244,-16.609954154942564,14.472187658086273,-11.43546480811539,-17.30243106091671,16.73556759768973,8.305352152914674,-25.923632045284176,-5.6882241598957215,-38.564708601057376,13.144481790210337,21.73481377951281,17.66434817153238,-10.953034208193362,-7.446145830782228,-11.820462884658578,-5.90135326582602,-17.787177308691398,-6.0988302158915655,2.320804418971888,-9.378379731992371,32.90725625288649,6.407681632036982,-23.702629670697984,-14.431896376659399,-15.826861841378399,-7.6207124517484965,0.046309114103417426,-4.889310045274952,-14.733465799169126,-26.89547071554249,7.127025030674787,-7.053759895250972,-54.51342196730091,2.828365500005752,-41.92430952842554,-19.90862464840218,-5.115493658135405,-26.146748727210454,27.678001162110434,-16.664516769816167,-12.965635655219234,-15.617783241649677
4,-21.240418352645957,-14.954444152032233,-6.167458665739734,6.712654541120598,-9.059628957101467,-15.905370647660773,9.010906167999098,10.783634886633592,41.71837870974,-10.954419507002255,-36.379543206949336,-7.511164957865072,-8.535619409733982,2.6759686241760883,-12.195367816127666,-5.656398421909929,-10.826785484708461,0.5328359484736901,-32.509926717545525,-17.181882577954543,5.542646814161903,-37.909111590740565,-4.090898152637012,10.20069269483282,-3.9880967257066517,1.8831877535273733,-21.07264449129949,-28.33768977643833,-5.201999981181933,-9.500090594517934,12.352213736967398,11.76834587704757,3.5506499101054003,6.626383698668899,-3.791092404522411,8.65282304435659,-11.958512316794181,18.390673643488345,-6.155869388254183,-2.7183420432910226,2.6531448164107765,-16.889642362385796,12.99610767750214,-3.145731844343747,-5.302160479254245,1.8701089196240126,-25.07178098738086,-5.20484102991429,24.897954668646083,-38.27480196291781,4.829195380298749,3.8962772902212066,0.23963809546771886,-5.659020507899003
5,-4.763426249561733,11.264454331254708,4.492283940768739,13.998306911132916,3.0444863178868955,6.386041408576574,-4.730335452081884,-21.113137980080218,75.81549020724991,2.305595898219394,-46.35073664548317,-11.792538142157243,-1.6601152747790944,9.706588371436819,-16.88261007533495,-6.544167446556095,-13.51844218384314,-12.63341271482112,-20.29123013073392,-28.06103172141196,-28.9434005405743,10.931784698554557,-13.158489424787026,-10.42202579859586,-21.7309461974096,-18.161035303745006,-22.6946033866609,-18.053485088685623,4.289063072945725,9.37122530718153,-1.3306815535089769,41.14901794775458,9.62326998811769,4.624505012111449,-39.04785320546799,-10.705286742096066,-10.117940771781559,40.34449181207585,-9.317949037062913,-53.90422529544332,-37.525275343083806,31.068611997462096,4.295057415843284,-41.88756037110473,-5.993936246672842,-55.19021935006736,-47.27551608033572,1.7099360599067226,-15.376994859993406,-32.41462718599806,27.510736169158996,-8.420944795638817,45.57242511957153,28.99962100848193
6,-16.89062351931457,9.541537823697652,18.989960063551898,11.813149779084396,-15.840535549496915,-15.800594757308744,23.914082692214347,0.2578829516238248,59.92933634669672,-5.503978842202903,-35.13664517666648,-1.5187437647173658,-11.943210042845621,8.056970454046878,15.018133917218648,10.822663698619206,13.459390028823428,3.455228969585697,-28.510040008954654,-8.451736260897992,-27.683351690150623,10.30837451781504,1.5102093247026356,-3.661956812155438,-46.47942067522708,-16.981403058800876,-26.01737037875213,-46.015657906625705,4.151019441756941,5.190408226787928,25.429928992694613,10.370484742934313,30.412395052748966,16.947124699924608,-50.97765685082535,-15.453458308423391,-4.698439007274065,78.366719921666,-21.93992758365406,-43.532329215856365,5.041209912855321,46.60316506802722,-2.226443325682718,10.982519214212024,-21.35205253469631,-15.202684174553873,-80.99616865608006,-38.84659116468848,7.838415666686593,-11.222769013481976,25.885342813798047,28.671283081955657,-14.341281374069743,-21.121477592151837
7,-29.166739160224253,-16.977296786465416,-14.390746125580534,1.194732270929756,-9.843902373826799,-26.06360700538474,8.116001120811108,-1.684945431132172,12.231489576110901,-8.244146485929443,-13.827498874680638,-6.793637904396333,-18.384295248064852,21.703968145302902,1.5416284622634633,11.698808299568979,-17.70649078298544,6.052080152608435,-26.199103123371284,-16.250116319882125,-23.123746116879147,4.885976562732636,7.373615867815378,6.404192801698605,-9.852785857169957,-18.69217514304375,-1.4254511649615569,-29.12673920208094,-7.185532038843779,6.36620435229619,-18.236440967078497,-11.770021969227395,1.024343323588316,6.094771950173819,-7.658628843391285,-11.989674330864872,-1.3214085161703746,34.82337120755751,-6.721571926476647,-7.908446349669015,-14.640455413777273,1.9559333013491713,-4.344552327915586,10.477641886327893,-14.293153181490268,13.673840923143144,-23.490929467912007,-18.73938148358909,12.799763816985013,-13.465796193919374,4.100555949533361,-0.4445887968459006,-17.851428165581517,5.91892172989065
8,-4.6638733635261165,-77.16384969041968,278.6180725942351,30.709175313746687,5.341903643713898,-4.314855249646497,-29.58179562399287,76.89181144826235,-68.10885196281322,-112.66872466774483,131.30154908799574,119.88538816828039,225.91335993526252,-105.50236386994108,63.52272327410352,-175.20112742594307,-115.04216125819622,-177.6481704396678,-138.44816680326264,63.73797501693895,-64.66612998424962,3.364842571551849,75.73384523000946,-67.72290080229808,-8.852287981171763,-3.227032975620008,23.56868666976472,-8.842155013529606,22.864861557562236,5.3477337127270745,-4.048242754322729,-6.158933209447984,18.77926208589491,13.969596638149802,-1.3528265439625726,-17.679558709859002,-1.11846728956048,7.695246987672354,-3.8812077475333804,14.71954161943487,8.78376585123785,-0.886404097152232,-6.53296803201065,-19.528667401675555,-2.8278456413335795,-5.707619974973669,4.359183527579206,-18.676277648081786,-8.457582072381854,1.1526397418043919,6.425603170090466,-0.953224950045069,-2.7700292893050547,0.6446023286191482
9,-45.571210522540525,-33.97939681291188,-34.61142308392466,-13.01729090599776,-16.19253658007107,-33.9166401518889,1.5169111649337512,38.45226274030363,-53.88892925857459,-22.042314711634543,9.155839047610547,5.243822894790472,-4.436074883583308,20.337351155413128,-22.948613059709228,25.133973427641706,-4.48199226265814,2.647223116424596,-14.87277852547328,21.892357919855943,8.657796724265493,-10.945369827971755,13.886949605698119,9.978228680068252,-2.1305663974995412,0.8073210448318501,-14.012464173732424,7.663510705725065,-13.645452293320915,-13.538766644038699,11.36437178601136,-10.332693390376136,-14.19526532374844,22.383409058298227,-9.58289166926512,-2.4946386494911295,12.668450235295477,-1.2610140169050845,11.08139249101144,-4.5133478065194765,-15.491470372115378,-11.321750054581145,8.732552020945954,6.038579529374278,2.5282025806863997,-12.884378816959513,-4.515722997565139,1.6680366873252044,26.56115099727245,-9.039898189033416,1.776935772092074,0.94449268508543,-1.845934908477286,-2.6370364439275744
