,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,-4.166002361202688,-1.8335738592051964,-3.135043182921909,-1.0787235948575042,-2.0678436313303035,-1.7155582856870597,-0.5146905068659091,-0.13401060902095283,-1.5109579450356199,-0.3902856426375255,0.7470583404584257,-0.747264190210974,-0.43685365596392234,-3.8158451312185075,-4.875079776130802,-1.753686556809517,0.8553713820625352,0.02548541128484806,4.510921087031938,-1.6722993909443185,1.2636972065015846,-0.9309492703528776,4.992261029359122,-3.32248597698724,4.009959001639585,2.975450039192747,6.7521914420268825,-2.1630740227172307,-3.3867258559592943,6.070340786177058,-1.2782073028340704,6.208189361611615,-0.38569196918293985,-3.7951684224182545,-0.4371766807741049,-8.4596204423798,-5.184777851759839,-7.426893398248314,1.0681569479358972,-3.9878854417849188,4.507300328865422,3.294027357966797,5.784219176676752,-2.7967797193490007,-4.693769101184385
1,-2.9876128100216985,-8.056977218224711,-5.326305498420856,1.7806769915073832,7.958376340798448,0.439992516123913,4.042426341295185,-4.4303377847138234,5.215026887714675,1.18934203528803,-0.4270463945109253,3.3441671254597405,12.195084615313428,-4.2864008480060525,3.247981764405407,-1.653548240465298,0.5209339274388675,-0.29984216554474286,-7.687775838981464,2.2554516215340894,6.942806666362492,-5.605200059858833,-0.288897334693323,2.88741529811915,4.641723517978367,-3.384821853225017,0.26306723379081176,4.9145553126686154,-1.8111857802061788,-3.49417097549385,2.209777033162881,1.0746235617747406,-6.190360120169657,-5.518799936399181,-7.638452582045299,2.9622545361193087,0.5955640245561062,-0.4707388228527868,6.369730710629566,9.31372162045978,1.655956643933245,-0.32333456242790615,2.1060271204743533,5.152667404656518,3.7771959793754575
2,-5.057105830802542,-3.4814721069359624,-4.065683395654411,-5.7821125608070245,-0.525310539529822,0.34389712395739075,-1.893984491981057,-6.118250378769447,1.1951788540505341,-7.34204124343268,-2.6758696591591424,-1.1958704421898432,-2.928380555902229,-4.482020571160057,-7.71839168028293,-2.0842036655007954,20.749076217813666,-6.5713954599202165,27.4770338719431,24.23384821287408,13.238275855253631,20.68228746415932,1.1540451842677726,-2.4663085383668317,2.3002143756863838,-8.759567524002735,23.996317065959772,-12.182057696409329,-17.208731784722993,9.459938952175069,17.990718684374116,26.14016182151094,-6.217294532994579,8.273166891258473,-6.031112326379451,-6.127270499419126,14.220301113535985,-7.256455871878291,-7.638758021646132,-1.224543180295258,0.8983176057239953,7.6710291039300404,-5.1508529736912685,6.071412011555406,4.9131385310826
3,-3.6457001224625967,1.2181693827188091,-2.261415179393699,0.42582868408957775,-1.2190226058354636,-3.7643499094340545,0.5382627949590431,-2.5277542851321284,-1.179142377826872,0.04461261543744738,3.5962242417782457,2.415436231089215,1.875406680611018,2.159978309881756,-3.97755172728828,-2.9948484276534484,0.514707674307511,4.706489854047085,-1.9006594464041757,-7.115428477918899,2.7723101877633356,-3.046850341129785,4.64265797867604,-1.77253582023324,5.236353548063752,1.4701599369719107,5.002835769833843,3.028484261000415,-4.98948372740385,-3.036077943141115,-7.676643902666438,-0.4794491504096547,-2.2666308361238507,-5.72671511150093,-2.8139736819021355,-11.171988877884706,-0.975912090191511,5.567287764895647,-0.0190270310966065,0.9108883045343957,6.24635499050237,1.3809286280187503,-0.14725150924034908,-2.209243422243616,-1.4591527732777183
4,-3.654239901556535,-1.3859463271579926,-1.612306880260005,-3.320037381934356,-2.5963737213362075,-2.646861964222625,-0.09121067816928488,-0.7216044489083051,1.5969448045638048,-2.1458574273342315,3.2355793922110427,0.8235000793188028,-0.09238606411051897,0.6048066470656842,-3.687378998669516,-1.1724285978956255,-1.671138629204378,1.03687608260844,1.4626263684795324,-2.3426852603749087,2.7858657039797063,-2.9883546392307703,5.022910628276059,-2.563421857423436,4.734560869494905,1.7366802884769963,3.786645985191384,-0.1885767849047969,-3.879760992799568,-0.12346383096746273,-3.1676358949757226,-0.15793632881736755,-1.7789450642782814,-6.912839328741924,1.5924055117135263,-6.800367301346473,-2.488030754095859,0.9770619910819087,1.7021460221798597,1.5644285436948373,3.312120508851556,-1.1690309395136063,-1.9790567331885562,-0.45255272154577303,-2.508826502551334
5,-3.47775883667292,-1.7944516511974289,0.7918828914182906,-5.244703265107259,-4.090541409005565,-3.6435109106240726,-2.815447865204237,0.4799680831277515,-0.13224327181501233,-4.166958203363702,2.90664440847748,-2.3785227648209073,0.044084726271661545,0.5544651504578771,-1.245992191205887,1.2141753318940665,-2.670701749654707,2.933137258103881,2.4260480163464964,-3.1019963798746124,9.873747645887512,-6.0234282973298665,5.904101949638029,0.22190480918505104,6.502353532282869,3.235250642478115,2.312242492424373,0.7133149919237842,0.4123012349900914,-4.6712199821645255,-7.570673047665175,1.3876033510266867,-3.475754985879288,-5.360309746547725,1.793316657019825,-7.3435222530377455,1.7070279452916965,10.229893952434786,3.115979943655246,4.63646160934967,6.684252885226682,-0.7037657176992377,-19.99339301021133,2.638336659905305,-7.6960915481083285
6,-3.247042019642739,0.14902481128053596,-1.4379271057805105,-6.639856335694553,-4.1500042597254225,-1.9070660164131787,-4.8282484982776674,0.20344775655900887,0.8163512534300477,-2.33201099848906,1.0386278237446624,-0.7019042363924616,-1.853588350959571,-2.6890646420910893,-2.4906786579075257,-1.0289289836641322,-2.598449430492575,2.3039542993550866,1.3622008673872366,-4.15568467137021,6.6479265788072235,-3.5300140341605117,7.479238614537192,0.790593849630413,5.32104516065628,1.4614215739671492,5.364285496880464,2.6995290281765105,2.2476826831332066,1.4832265636766544,0.6418025715615502,3.159169113180606,-4.0700282299401325,-1.9041891154723243,-0.33918165364182,-5.531554996710065,-1.0634879492217861,3.8489175541207947,3.084468525604886,2.5927504393563354,3.0357762189602244,4.389805217760236,-2.9444729042911786,1.5342422329312053,-2.9690078806396647
7,-3.7342857673233127,-2.8840225681280622,-1.4519661128982992,-2.631858442778829,-1.455864604537503,-2.4244393265385003,-0.5856956081428697,-2.333320484556471,3.484334253915321,-1.8454166746776697,1.359000493400653,-0.10552925982774689,2.7853907224860546,-0.6632240691707642,-1.7793988478119227,-1.7009550479479272,-1.0869451052419916,3.763481493093613,0.8426051808651627,1.703786466834806,1.315221758255945,0.639628590929691,5.068883690154897,1.8519124979755452,3.88853078687135,-1.726045734069965,1.1063991612737594,1.4946217418232752,-0.19709554591715858,-3.2132624930395255,-1.4057267186714255,0.2460071854329787,-2.042157567269646,-5.337519852585248,-3.604121819675345,-2.1877155731725435,-2.300886557131803,2.548268379931723,2.4066253834257356,-0.4069659722664648,4.1905913997968405,2.3570279239029257,0.7572910878771796,-0.4367667608219883,-3.1082560937442008
8,-1.5757170828923146,-0.7819300794703439,3.2157267587050984,-21.314940663506277,-18.07017743573986,-6.661524226299674,-15.354964595070365,-6.169743182423327,9.344481794368008,2.883232742354113,-2.5774386897776376,-1.5646597542855694,6.7843280555589836,-6.013870522145681,27.78847989621769,5.768155950327642,2.0752715127812773,-5.07708557785258,1.554682673298135,-8.50123440249243,-2.2556285460469914,-8.800268681268587,-1.5265602605352475,-8.004748148876422,-7.779466621878411,4.6301037816296065,13.041011218028002,-7.239540614679763,10.92617241331203,38.25952795996125,6.2292289210179845,-18.664000415597425,2.4214727986113758,-9.6312287889932,-25.44430936280578,5.961409830877907,-1.0436966251541249,-4.022376416955414,-9.326683102593876,-0.11700310865190269,-13.712484592075226,-1.7022810234908499,-12.810995000959764,-1.7438255194148402,8.678901160031923
9,-3.774669120155056,-4.302560816777918,-3.5579347656710714,0.6263564485283115,0.912127420199814,-0.658834031398206,1.5662953985842207,-2.0456577585315534,4.284590035385202,0.20456100205348404,1.3994502363561452,3.9427574826055913,2.182670628109252,-0.28383170912195893,-3.122301245721249,-3.851276513346199,-2.001756499644421,0.05193568553954758,-2.7390983397795603,0.8374327936983728,-2.4445623172575184,-2.510917461872186,3.684888597309074,-1.1620042359120635,2.8770234575213025,-2.260947306347009,0.6486269035450972,0.8190909513406219,-3.233340833209181,-1.2265468018570873,-1.518990801619183,-0.8665078239755678,-1.329541504222737,-2.3073589850610756,-2.279253319568983,-2.1075305063331955,-0.5199393184446444,-0.8430848943744123,1.0870054101260795,-0.3877390249247542,1.2689091929944334,1.4562799681461074,-1.2174821784891472,0.3345707327222436,0.7248305857909446
