,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0,-271.02600679176425,-111.7568554384764,85.83528384955862,91.83882724508379,-141.66793493023516,52.67973907301922,-21.504822372520266,-103.24445482075501,-107.21961578719046,37.91622743346546,-65.33769055346957,18.088070228608117,26.010944149208477,-102.07249500074448,51.121773926584204,-7.700139669602507,97.82999495284986,8.014456748406975,97.45021579130939,38.83579064814306,103.16602354208922,-99.70026951300814,-93.92147537966501,-112.87286032038125,42.60719260538365,-185.56278040775095,125.90358446721004,277.57595430412795,-194.7458664530833,124.33309936913405,84.74801956950881,-180.9044421518245,40.32456232838266,142.6574788427152,168.0231900974972,-41.003792076539526,200.03343532770603,-85.22310426397691,198.00627857515573,73.85611042593042,-51.82278577145861,-136.72283932205667,88.20127094295722,156.36195855820432
1,-294.871852937879,-186.31392951128734,-56.756540932110674,25.10544026442733,-227.7254109355824,112.59224478616973,-25.300108132803576,-107.61614919282083,-7.542692348497785,228.2994321651455,-20.618867006526227,13.64727382764154,-110.78360442227874,-208.15073127737102,-201.8088735843759,182.1491256503348,53.29112274814483,49.541429065801545,12.382024677249168,110.2653304540411,-265.1269007308371,-131.8834486139075,-221.44046765513167,-183.29911153056457,-46.85498294246476,457.14093272056,-54.47308176845266,-329.2887389982248,218.7090965114868,-50.90296898640622,319.5298604843692,-34.270799070716194,66.09428094462493,-81.39619998243653,-7.322068428418773,97.68328908465976,-35.674976187054426,-172.99966848911893,-219.6231740453968,-98.16894075605902,-205.15981945592978,-131.45985781789557,-8.258014777382677,-336.41488096836605
2,-274.869615221205,-92.89073740629078,19.43589748224383,-19.405560398328298,-59.569687802619,79.28535923003218,-63.75155639362928,-93.1790552113041,68.33069149398726,55.31484050794578,54.56057692333548,-68.53927701484021,49.34911966397457,-32.80445100205429,19.804307742612583,36.940024686245344,104.16736680004271,0.788022013003464,-77.28337733828303,-126.60830696785833,-0.10599951197771618,-166.56806053195066,-27.10862276071694,10.38502206448204,-13.752620955097768,-81.32775598545368,41.74441193476469,126.72038534419688,68.13363331616868,58.648821204708476,-142.38505928128677,-60.17061976296261,-180.95148647277233,72.06599592336009,78.75070171193511,8.439779680630041,-76.83509152430565,35.47939294707712,222.70760328012295,173.57996222793454,10.48590864215813,-34.081814111292935,-312.57189941952674,126.00708509269663
3,-265.9573579002692,-100.55196481060322,-60.68387817768489,-22.700143902218603,-70.46068410687266,78.76400987158274,23.378912753609715,-83.7523312414829,58.53488446737276,44.640258081600635,71.95097330966452,-87.40537813840021,52.09385902276051,-54.42679832352944,-108.2377313882392,61.69018864960175,15.338057192566769,18.261739468132724,-104.2878384430687,-33.20674408766729,-101.50591316392612,-285.767845417496,-29.75847432207639,96.801910948764,-99.67066802923696,71.37578507535002,-31.950432734702936,-17.51908443056809,111.54716372048159,-104.06962002201426,-41.98000924511754,-67.23270165474325,96.06616962633042,15.966639187467077,-79.21085367318187,85.07708181961904,-24.996333235956627,-58.34979791822695,-42.6057022762794,2.1229509424346453,5.691596628268833,96.04546494525417,28.398625892320666,-9.067215053060277
4,-272.76435266259784,-81.90066152747806,31.613507125493037,32.401231440377636,-108.47274140328773,79.03714230328785,-8.503486040107422,-94.82233881194544,33.87010400494361,-35.42637475977394,14.374110478040524,-40.39039056561857,95.19654927386432,-37.01532740125,-142.3766686449278,-51.765558143637826,-32.63443819558449,121.11313109736548,-127.57109618186001,-158.45418059614653,-46.84714087951749,-215.10066799609262,-73.38105895129642,93.23064294857639,-25.33930870512277,205.03386704283776,-66.58828307028655,49.2097662543906,49.95460349970873,-119.19210659811672,-157.88635975585575,-204.76779338602353,118.57239581358418,147.1450221932594,-31.140150366239332,158.86067217956497,13.267069407480085,181.91720964346516,-32.298925479080495,-58.67305064559569,25.51519145351249,-81.28018205353719,69.04505209420486,51.25239253781498
5,-263.6823875928773,-60.61106362911207,53.65099801505079,21.126809706171038,-67.49875983344398,102.81009390947747,-37.18868692404316,-173.07822735988458,172.05257120102183,-26.36472463520037,115.43122672630336,-51.179844064023435,91.880213172449,59.361583130231466,29.945872410436515,38.63691618466625,-42.23367813852457,83.00224672090347,-153.5704499958744,-175.0942340372678,-52.75818898072037,-348.3985165403562,-209.99771398525814,141.0880535494142,72.79396597382936,140.28324360488708,38.44441003665642,-92.5940952265681,135.45480106418637,-327.20919514848,-35.509906964455006,-8.972756407559759,-29.577496164541458,120.12838941016204,-44.670831472240344,148.83598280101924,64.39206754368132,-37.30593567981394,-52.25407708310272,-49.339947534216975,104.28869230704817,91.65275691950463,-111.69660935542562,20.943555290867412
6,-262.0784827405318,-39.52203142180626,98.84520605053997,42.19683027316546,-170.10043535716636,28.508725918332516,-24.17600649951674,-102.86970483223661,18.179078182062053,-45.950981097841314,74.04417099451173,-92.9712206071529,63.74713550449003,5.893142590575815,-119.05907131730532,6.239111072763939,-41.50092199430468,113.79096490773462,-68.87820336278334,-136.53223301085458,-92.42880657245031,-242.30130736851538,-137.58361284908923,180.35174738945412,-110.42709395814933,56.458991382355165,-39.503772037450425,26.552007026566145,87.09848415964312,-173.212806149974,-158.8111436617289,-51.58049374046888,27.552283218610363,130.9313915060956,-170.4240839032158,185.6261586173432,175.1626766774335,3.5566930858883943,-119.3733229097265,-183.22756478947295,37.94791599516176,29.331501841623666,115.74619830239459,160.47912754158543
7,-260.9931321804259,-96.21640975111539,-18.821994481653324,-35.71519250293048,-109.29312147262058,61.006221324445576,30.956222842000425,-70.90939184935172,-0.458717034173603,28.47489907965209,58.43762239866506,-80.702781005411,24.222198214195053,-67.40570705879968,-55.79101089258941,86.55364571232518,47.94319726920043,-3.242553991188951,-4.151619300366626,-17.779287764455592,-59.33571657891924,-205.86296016153355,41.96374484289973,35.527876644282706,-121.1513280388828,-62.10276948557352,-17.732243519740514,4.2348592642240455,44.716741292505155,-21.567481120699043,-92.44861420168627,-10.017949158881088,107.65428837842727,12.784678507529614,-65.62665066729261,4.5556280962137405,33.53290682844019,-80.17484486929631,-9.007127095516921,-45.97725957628717,-15.340229060017453,-47.400965454470665,-43.858882891708625,-6.481956541135368
8,-284.9157134513926,-2.5322461999781045,386.1178602759432,245.02298062115165,-513.1256836991976,-294.8248817343901,-240.64290183941938,251.0620118393443,84.9138403265317,88.69955134509918,55.56812470506921,104.99022583277159,-70.54179731926924,-52.40055622551063,128.4139855415231,-98.9514798165394,-38.27050924495749,-39.33522373780123,132.1756293298995,-159.03951211844435,-244.36330823291175,448.4665280073551,370.30366814446285,-313.0997777530801,208.9242606382158,-331.34972634043544,-1.4514825339249107,116.10402668513461,3.5359603736584253,-212.5236576740833,280.95880383233214,35.508739926174336,7.201242187369362,-181.2356199893584,244.72412441346307,731.4827875124196,401.32803339280963,-113.23387981571103,8.266222511670954,317.61627833180484,71.82607532557613,187.01672710235928,16.117491861445203,-340.9823536995285
9,-286.94952993470645,-125.64959670620462,38.53313495413175,29.918433855216257,-224.86127876311608,47.24738537781394,-34.49028189910576,-37.30116806416518,-143.49451292784525,79.95340530051729,-88.57652954202338,83.72973115047942,-30.243140576939616,-174.4686498303865,-108.68608340353596,-43.772295102132574,43.82258924990725,88.61169897870226,-2.4053075601569684,87.36288017997161,-111.60143555781848,-98.8863103010461,-152.1075253848136,-99.18779836981324,-22.814270796611556,56.01579973521731,-42.261158203479134,-17.2009928796347,18.170433405140827,48.243736497369206,93.85222370871617,-36.155527323737,46.378549025686446,-57.27363907044059,-131.02923067017332,-0.5004145076726167,-119.20084797060423,62.131837489183276,-36.14364544224027,-21.01170064746875,-23.039891490166266,15.30774629038173,4.9351951669694705,-113.67866816483352
