,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
0,7.032514422366855,12.462642730477532,16.96123034118697,20.232299957247232,23.42220908604729,25.897061439038747,28.166142458742577,30.2331462079501,32.212688596922646,34.01850122770172,35.690368420498594,37.29452827952064,38.86653348503749,40.39402045524743,41.86125604946977,43.25803020967953,44.6200291852026,45.926868226691454,47.169508266120644,48.363959790715164,49.54472863666758,50.67048065495957,51.764017557700946,52.84444091387207,53.905418389044655,54.9514227230876,55.97897719854457,56.99507737161916,57.97850479428003,58.94668794567591,59.897884046059026,60.825821246407386,61.727502251489206,62.6082844754597,63.473093071656095,64.32006547614847,65.14663031940253,65.95861393468535,66.74485759116864,67.52287631856734,68.29493366640581,69.0537745522255,69.80192088660924,70.53630304839965,71.26531255717387,71.97180859799288,72.67089083416163,73.36002937690286,74.04380975567288,74.72050885130102,75.39528882760177,76.05612045140568,76.70309809921454,77.34147184045331,77.96984212641574,78.58915240873728,79.20534213019879,79.80602440548151,80.39508041903265
