,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,0.26015751261695996,0.0761522548370849,0.04506608840459321,0.029799853862726166,0.02240583857119475,0.021216486807477043,0.019173184202344838,0.01710725558238247,0.01569628088335995,0.01464568181192877,0.013082846290313135,0.012518503562064073,0.011889083759810966,0.011156739468935547,0.010720908708688727,0.010259350781629633,0.009963028191988648,0.009487267042774493,0.008912427928503192,0.008743834863361577,0.008279166168368091,0.007945368185380294,0.007873250449340044,0.007698250126119127,0.007472394939102764,0.00716815458543221,0.0069564482585040685,0.0068287657288640825,0.006481607504056407,0.006399779906212762,0.00630644960698965,0.006254550821511154,0.00606370087794199,0.0060302389732308495,0.0059911235417621665,0.005919512914306824,0.0058621156076518665,0.005714573168283917,0.005548867323142792,0.005481557474241281,0.005389571623880701,0.005367853944094656,0.0052594273402078945,0.005159349982774561,0.005106822799608897,0.0050455136674305645,0.004988102095526621,0.004817658762735872
