,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183
0,0.007363082623652717,0.007327401094960633,0.007306889761005924,0.007214671836266752,0.007132721257083027,0.007112710355236931,0.00707448071774125,0.007027143233595983,0.006988998408998,0.006902523608300067,0.00681851663364489,0.006769630074409818,0.00671975671742535,0.0066876070974945506,0.006646615247132981,0.006617799017656371,0.006585802290847746,0.006534204461053283,0.006511647891217781,0.006478217131804442,0.006409727277023772,0.006388982533747152,0.006346111448060504,0.006334434089252198,0.006253198780260511,0.00617747994075881,0.006085900904500057,0.00602740510653085,0.00599797428593042,0.005976902130546336,0.005936604130809141,0.005897031091249184,0.005838739457081245,0.005815461952410565,0.005801672115350953,0.005767447055457325,0.005707808054767833,0.005692796144931828,0.0056655837155703765,0.005629207106848752,0.005603173292425927,0.005569959018604992,0.005537882313071644,0.005506494182493727,0.0054422258648984785,0.005405288621048531,0.005368505856256974,0.005355387942938707,0.0053168963596482025,0.0052757111767119435,0.005252625024642234,0.0052422902251365484,0.005218622228755427,0.005188501659026803,0.005158164101789247,0.005139956413625836,0.005124221617791711,0.005057423453247026,0.005038625797614622,0.005029556320762689,0.005005943879757715,0.0049635516517556435,0.004950819961747269,0.00492368603462557,0.004870413942907537,0.004864186647750354,0.004840409940925945,0.004832725613343617,0.0048195821038364275,0.004767379786720064,0.004748562783368276,0.00473079461903602,0.004709257082976198,0.004691368648118621,0.004668707257534799,0.004649847799522231,0.004623067710953464,0.004579915020866517,0.004566753126936001,0.004554760992993536,0.004530716251232014,0.004497912850713367,0.0044773312455733145,0.004474400606003994,0.004440270170962729,0.004423564261514548,0.00440952570206901,0.004364826045012936,0.004330264648912378,0.004315769190422545,0.004282043549325371,0.004253353027659062,0.004227848981307377,0.004211252698378443,0.004210350938684089,0.004142612403362033,0.004126426015387128,0.004116163646476496,0.004088889143618742,0.004062766938040563,0.004049823812681667,0.003999493445299231,0.003998740837861094,0.003966149619380359,0.003952045771908438,0.003935914203531551,0.0038996917717673903,0.0038868262007091766,0.0038669015751382437,0.0038251873077149237,0.0038025910636419846,0.003789749370396656,0.0037722668943626185,0.003768423274225827,0.003712857864063401,0.003696385247791899,0.003667802914994909,0.0036542055141310977,0.0036234763299834286,0.003615051020839637,0.0035788572694007096,0.0035635269569548552,0.003518666564213404,0.0034999099441707687,0.0034556098857617353,0.0034298652238858793,0.003370552664513573,0.0033607612566354432,0.0033477313079269804,0.003335147648649466,0.0033035900965604093,0.0032544755611551,0.0032353703073489263,0.003226025106911594,0.0032204699332078588,0.00319156274932726,0.0031512132797072937,0.0031091380457321733,0.0031031708874705017,0.003090048539656603,0.0030702493554136618,0.0030436858379496476,0.0030165992807975233,0.0029903752530707397,0.0029715806892820678,0.002949552664387492,0.0029191997517646643,0.002893381116997891,0.002875497486823211,0.002844466021478422,0.002841299092767481,0.002826671453823251,0.002794785774703337,0.002775046790375158,0.0027142796335028474,0.0026913054965883223,0.0026738889712599667,0.002672738456050655,0.002646220867540523,0.002624474380699257,0.002596896064558144,0.0025750044526350636,0.0025700007679222508,0.0025151127433095718,0.002499796505081167,0.0024920395657064246,0.002451476033638405,0.0024143215441451726,0.0024056532810064852,0.002383120064931461,0.002354189837546829,0.0023423708570973444,0.002319182230654141,0.002308179558437165,0.0022608568520896834,0.002257193875342538,0.0022318388994968423,0.0021939910117462825,0.0021875233666836607,0.0021660358514413937,0.0021440078943309546,0.002108766170524004,0.0020918383418826025,0.0020820662003939575
