,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190
0,0.7579594983975174,1.4880511206820946,2.2152905748661724,2.9390350449559466,3.6493976710348845,4.355338497099702,5.046707564242956,5.732618688916193,6.413246648965841,7.090452613541669,7.762402233999708,8.429962995537398,9.094553595401027,9.751609839129092,10.408034989348478,11.05971845486177,11.699331311806775,12.328447915480798,12.95472966489739,13.576540297251844,14.195303428899134,14.808695478133217,15.416327125226175,16.021769899845797,16.623985582695674,17.22015324698684,17.812767979489895,18.401855653707326,18.98658201231639,19.569043505917907,20.147846645772002,20.723097065173274,21.297082397156935,21.867319431454508,22.436151164152,23.00382481787491,23.570112550788686,24.133321928699004,24.693645709675504,25.251145934067704,25.807128335652674,26.359204550236843,26.905795603854887,27.44987312556615,27.98977851724928,28.527829833566116,29.064324892103986,29.59536694837817,30.1219891504509,30.64195124888758,31.15857877197856,31.673014972451334,32.182503762400586,32.69001103718924,33.19726340401367,33.69678715396834,34.195753377848774,34.69283188670912,35.18690926020784,35.67581883936152,36.164147685408466,36.65044395618996,37.13323880373259,37.613883417356405,38.0934559423684,38.56832915620508,39.03987352748291,39.507818711224836,39.974950385191214,40.43961254027511,40.90226804106704,41.36429970383344,41.8249116513624,42.28078411536533,42.736145770699416,43.18635804580509,43.63518644298172,44.08225781710961,44.528632497950944,44.972823609810824,45.41077724795716,45.84661892213872,46.28159815789902,46.71166623635939,47.140114798936594,47.5661850845151,47.991344178673955,48.413711246062604,48.8320605968259,49.24768478555164,49.65951796676265,50.06898671913961,50.47736343060847,50.884896647518765,51.29050222271091,51.693710323216145,52.093764259967735,52.491844980732914,52.88745250675188,53.27983063360476,53.67003612819421,54.05930657204038,54.44715370196519,54.830950184647484,55.214317822190665,55.595259070786575,55.973750812611044,56.35167098138686,56.72714760020211,57.10054017808479,57.47212604334376,57.84176147545369,58.20895346844973,58.57473877054578,58.93650727217536,59.295591704473004,59.651664044738276,60.00716593959228,60.36116960296935,60.710146332404804,61.05793587752729,61.40530714506879,61.750674258193506,62.09481914287321,62.43463771177521,62.772519956949516,63.10886240794704,63.44316971650067,63.7770618180026,64.10835791724644,64.4371523951913,64.76448690275501,65.08961643954521,65.41400383839286,65.73363942819725,66.05257268020806,66.3707892643187,66.68694498559799,67.00148561257781,67.31460753244164,67.62389708770901,67.93295238280731,68.23885698081577,68.54381614477256,68.8425380181394,69.13983380143301,69.43606801783233,69.72788966691996,70.01796166600685,70.30600965679864,70.59129307142452,70.87299810154636,71.15324405070064,71.42968483661308,71.7018496860713,71.97223776234503,72.2391778186531,72.5013112742943,72.76270680536118,73.02087065264199,73.27807365073494,73.53316613209991,73.78699117922675,74.0385045391892,74.2862259125164,74.53338241687129,74.77686747538584,75.01939933221642,75.25981178376264,75.49779932593485,75.73491212455772,75.96919304174227,76.20179793019364,76.4295324186015,76.65645723698313,76.88108816828831,77.10176337814953,77.32140974977246,77.53966558505577,77.75515381878823,77.96926890447442,78.18272472631796,78.39343758534596,78.6026004244489,78.80912095183609,79.01349412614128,79.21679273227417,79.41961690691103,79.62073026625876,79.82070267628136,80.01897444478712
