,input_1,block1_conv1,block1_conv2,block1_pool,block2_conv1,block2_conv2,block2_pool,block3_conv1,block3_conv2,block3_conv3,block3_pool,block4_conv1,block4_conv2,block4_conv3,block4_pool,block5_conv1,block5_conv2,block5_conv3,block5_pool,flatten,fc1,fc2
0,1.086853656928652,-0.5332970465164845,-0.5235379173512158,-0.5184907216846054,-0.5329594571016792,-0.5014807711510465,-0.4999362298728791,-0.5156052811260964,-0.4939942748190006,-0.5122163640116206,1.030453689545853,0.9463028728850085,1.0591636038426504,-0.5439921241509739,-0.3851666285156438,-0.4043867893217182,-0.5501395047998847,2.660480397956295,2.853574072549371,2.6555213182834625,1.18699276273581,0.8864638459871758
1,-0.6767820936921907,-0.43987820661742755,-0.43201626875461296,-0.4275726333518904,-0.4331250166168756,-0.4109075237069581,-0.41083856213788217,-0.415526918792993,-0.383548437034283,-0.46244185099156687,-0.3621340208770236,-0.5014751929528571,-0.5246646335383769,-0.502078966989355,-0.3663428418937874,-0.41265399854961404,-0.4244342095452288,-0.3204863764113111,-0.2841792481383534,-0.2645953076897202,0.27574198873336697,0.401350571427883
2,1.0868536565081177,-0.5010132990387912,-0.49397626139357276,-0.4936949096678769,-0.49808011578229056,-0.4740244489152095,-0.4821323227319893,-0.5008249266032844,-0.47534076259075203,-0.503995021853186,0.7818896022578453,-0.4117023771292249,1.0132020831577335,-0.5597840094390201,-0.38861264860265765,-0.4147956765109946,-0.5456563540295752,2.6584455676026453,2.7708410303490467,2.7267261428864966,1.0612914002363656,0.5532916992517379
3,-0.33022948399390195,-0.21701280651101712,-0.19729273178994697,-0.1769026988383238,-0.19786675103681786,-0.3021260662143841,-0.315458566756093,-0.21051434476377956,-0.21880274821784426,-0.4406963860464806,-0.5714089950869391,-0.4474120565707523,-0.6177261358116134,-0.47260721875586076,-0.3549418445046143,-0.36070616459323157,-0.3733960765174124,-0.16190192815226373,-0.1297316168372684,-0.1592379107190336,-0.06287468482579554,-0.4055390542889975
4,-0.3216502748539669,-0.16627457444358223,-0.16821892464305707,-0.16091630393919934,-0.23279250499656992,-0.2527632575347562,-0.2368372058414795,-0.17144866880447587,-0.173083028308185,-0.4259560415582499,-0.5678847699160857,-0.3626975233672761,-0.5955452995244178,-0.4659724249701628,-0.3681457078321375,-0.29841463706478205,-0.3100465995042274,-0.1190161140754527,-0.07508687798826107,-0.10613684749004967,-0.5873174562254767,-0.5309146257118268
5,-0.6672017343396257,-0.45647527524460974,-0.4509530531004549,-0.44687465221786615,-0.45698799161891823,-0.4362826789931275,-0.45348016461867685,-0.45559679436018957,-0.4441159516356615,-0.4797012672373059,-0.515587528965622,-0.446914415129191,-0.6228040846594447,-0.5154042171427728,-0.38115170892893047,-0.42317368041646675,-0.49516526306089936,-0.5724322628728238,-0.5447617580037472,-0.5574822766314524,-0.5209754787183745,-0.47770117612146196
6,3.351284602634198,3.096527826203608,3.100651313010551,3.278715480236021,3.099681261257974,3.1001330024277447,3.101595933988955,3.098241196222132,3.282457184908851,2.9355234125043386,2.8344153166886596,1.7137981146211922,2.560770989976847,2.922971754897891,1.3696015899329081,1.230417602630506,3.0865866150859866,2.7343216253725715,2.857353524591085,2.730206507121126,3.5521583947118693,3.098548029198063
7,1.1035349862589152,-0.5349777669353306,-0.5375291237819501,-0.5318150957477961,-0.5306608383660594,-0.5121484806114621,-0.5159052703738369,-0.5440653451010529,-0.5209013012108752,-0.5585130837521237,1.1331773284304818,1.0057126102057392,1.157495963453412,2.920136438090227,-0.38801967523077835,-0.4123072481726093,3.0783644199886164,-0.6517285763139701,-0.619053131132213,-0.6302235696403751,1.1779948620068044,0.7794895277818024
8,-0.529925403123999,-0.29352878582177816,-0.23458440514874485,-0.23841659733573473,-0.3298142354811184,-0.3242982816836744,-0.308726839773315,-0.35868518108093894,-0.30426759854520313,-0.4165297355868384,-0.5965504701708881,-0.5151642767043566,-0.5801512736708389,-0.30103995436823894,-0.14803756113918307,-0.4833454358757145,-0.1904465379628149,-0.05646014728283875,-0.03563762569875991,-0.06808547951880849,-0.23689539224288383,-0.499298573369521
9,0.9261001795807143,-0.4663641574975886,-0.45274120069380885,-0.43867726318422384,-0.45007417842388914,-0.44332000423909007,-0.43592902421214635,-0.43625937055843816,-0.42612754139840064,-0.47047284303618153,0.9508387037554556,-0.32201407602148746,1.0186397237181994,-0.47586614439729213,-0.3215587299699403,-0.3539928146973943,-0.42873705215775876,-0.6531564239507945,-0.6602352057693857,-0.6711766346979846,0.50946283148476,0.5171703668625421
