,flatten
CFD-AF-200-N.jpg,0.9914306963815316
CFD-AF-201-N.jpg,0.9888691869323802
CFD-AF-202-N.jpg,0.9204241776873348
CFD-AF-203-N.jpg,0.8571698165258715
CFD-AF-204-N.jpg,0.7718788213191592
CFD-AF-205-N.jpg,0.9507215719364764
CFD-AF-206-N.jpg,0.9242445912477335
CFD-AF-207-N.jpg,0.964760410285802
CFD-AF-208-N.jpg,0.7456672769703615
CFD-AF-209-N.jpg,0.948539530237788
CFD-AF-210-N.jpg,0.9872897432841437
CFD-AF-211-N.jpg,0.685087206833004
CFD-AF-212-N.jpg,0.9915170045925913
CFD-AF-213-N.jpg,0.8872039481813067
CFD-AF-214-N.jpg,0.7572631899337818
CFD-AF-215-N.jpg,0.6853607335415661
CFD-AF-216-N.jpg,0.9714889331799171
CFD-AF-217-N.jpg,0.8000505283262286
CFD-AF-218-N.jpg,0.8129704573553421
CFD-AF-219-N.jpg,1.076155606398302
CFD-AF-220-N.jpg,0.7963330888282032
CFD-AF-221-N.jpg,0.6618182682101104
CFD-AF-222-N.jpg,0.7546389381919765
CFD-AF-223-N.jpg,0.9374362117900722
CFD-AF-224-N.jpg,1.2939150637364352
CFD-AF-225-N.jpg,0.7568486505256353
CFD-AF-226-N.jpg,0.8623322150116128
CFD-AF-227-N.jpg,1.1360714842592234
CFD-AF-228-N.jpg,1.0953959825401027
CFD-AF-229-N.jpg,0.9264150842506325
CFD-AF-230-N.jpg,0.945704444984511
CFD-AF-231-N.jpg,0.722338671426138
CFD-AF-232-N.jpg,0.8809302689166673
CFD-AF-233-N.jpg,1.0068160772024553
CFD-AF-234-N.jpg,0.7996295834958318
CFD-AF-235-N.jpg,0.7612500964901208
CFD-AF-236-N.jpg,0.8521730095464071
CFD-AF-237-N.jpg,0.8540906124728689
CFD-AF-238-N.jpg,0.6697638028846105
CFD-AF-239-N.jpg,0.9404518524492492
CFD-AF-240-N.jpg,0.7747718428030084
CFD-AF-241-N.jpg,0.9715598370593008
CFD-AF-242-N.jpg,1.1949622122778312
CFD-AF-243-N.jpg,0.9077139276657307
CFD-AF-244-N.jpg,1.0850044407920998
CFD-AF-245-N.jpg,0.9897639613871211
CFD-AF-246-N.jpg,0.9567956643806276
CFD-AF-247-N.jpg,0.8817274458584619
CFD-AF-248-N.jpg,1.05730668065861
CFD-AF-249-N.jpg,0.8436899317401148
CFD-AF-250-N.jpg,0.9278372340101798
CFD-AF-251-N.jpg,0.8051373815883844
CFD-AF-252-N.jpg,0.8436813260063621
CFD-AF-253-N.jpg,1.0612538263300608
CFD-AF-254-N.jpg,0.9108766058667168
CFD-AF-255-N.jpg,0.9574199028955226
CFD-AF-256-N.jpg,0.9347727230035199
CFD-AM-201-N.jpg,0.796615717877344
CFD-AM-202-N.jpg,0.7466280910026696
CFD-AM-203-N.jpg,0.7001564885380949
CFD-AM-204-N.jpg,0.7695034362036588
CFD-AM-205-N.jpg,0.7643964844163358
CFD-AM-206-N.jpg,0.797055783767398
CFD-AM-207-N.jpg,0.8991261240218443
CFD-AM-208-N.jpg,0.8295478401898658
CFD-AM-209-N.jpg,0.712589238402202
CFD-AM-210-N.jpg,0.8882583283938941
CFD-AM-211-N.jpg,0.9137502877975396
CFD-AM-212-N.jpg,0.8793755589508598
CFD-AM-213-N.jpg,0.706457301572931
CFD-AM-214-N.jpg,1.1993813799985664
CFD-AM-215-N.jpg,0.8844703104443805
CFD-AM-216-N.jpg,0.8499570347030756
CFD-AM-217-N.jpg,1.1274340760045356
CFD-AM-218-N.jpg,0.7465564875949022
CFD-AM-219-N.jpg,0.7908115555485948
CFD-AM-220-N.jpg,0.8844706546191521
CFD-AM-221-N.jpg,0.7686323228280882
CFD-AM-223-N.jpg,0.7795815462387898
CFD-AM-224-N.jpg,0.9172599245909939
CFD-AM-225-N.jpg,0.7972106763315553
CFD-AM-226-N.jpg,0.6832373317546978
CFD-AM-227-N.jpg,0.8065697114955639
CFD-AM-228-N.jpg,0.8282449775452194
CFD-AM-229-N.jpg,0.9600361483445173
