,LLH__input_1.csv,LLH__block1_conv1.csv,LLH__block1_conv2.csv,LLH__block1_pool.csv,LLH__block2_conv1.csv,LLH__block2_conv2.csv,LLH__block2_pool.csv,LLH__block3_conv1.csv,LLH__block3_conv2.csv,LLH__block3_conv3.csv,LLH__block3_pool.csv,LLH__block4_conv1.csv,LLH__block4_conv2.csv,LLH__block4_conv3.csv,LLH__block4_pool.csv,LLH__block5_conv1.csv,LLH__block5_conv2.csv,LLH__block5_conv3.csv,LLH__block5_pool.csv,LLH__flatten.csv,LLH__fc1.csv,LLH__fc2.csv
0,0.08825425650521708,-0.7412086033252345,-0.7877710101838141,-0.960137648452037,-0.6079574289269735,-0.7882775630472838,-0.7230581824067421,-0.6803626674356331,-0.5505773031593796,-0.552292198659376,-0.660816768606788,-0.5040305022810645,-0.6902908931892149,-0.5866642904358033,-0.7129672249415571,-0.5444028302890462,-0.49658857953783087,-0.30813391506265186,-0.34093493605194525,-0.2852706299051998,-0.8657083154411662,-0.3898468474641711
1,0.545576677600367,0.7318024809335415,0.2752751424033385,0.1811046762421628,-0.08286750737472479,0.4499892111329783,0.12499973401171222,0.15961076508131572,0.18022307302765905,-0.1873788156282436,-0.08841472482600612,0.18953736481892902,0.413915900379743,0.0789105466964745,0.007019197886516686,0.2678508026376918,0.3995500004444378,-0.2538319398243938,-0.08896513397654748,0.07068570448688094,-0.6972395574996644,-0.9410736898025325
2,-1.9218780754412523,-1.4705201297552901,0.061963954320559,-0.1646835968114242,-0.2921293684860727,-2.726842018383588,-1.5520027953902154,-0.2362256438203521,-1.2339696149909745,-0.5325632193970894,-0.33908942380472507,-1.0796766312887383,-0.8088739637561093,-0.568950949398886,-0.4072595825574101,-1.0626540440958334,-1.0599612211575336,-0.7294496100640162,-0.8418935642923373,-1.4744158365679771,-1.5667834189860936,-1.3071268133100178
3,1.5041531481567234,-0.6419834309153001,-0.7561409787129427,-0.963114844213848,-0.562702279640144,-0.7468688523226186,-0.6795771540109143,-0.5555938936231243,-0.5955103546633986,-0.4957787309231686,-0.5713564382931605,-0.5748376745081918,-0.7731678637547246,-0.5367331542752765,-0.5991057498457848,-0.6497258157206962,-0.6707092102739135,-0.721730794101927,-0.7626811616567313,-0.5852869507065748,-0.052568570970954395,0.5285686475708635
4,-0.6381285624298845,0.1877556721154888,0.708014848640874,0.7872189078492742,0.782501319424117,0.6723365665208714,0.7923031267448487,0.25368485139715563,0.7402263965488023,0.856601626348193,0.9371431997212047,0.5703758771796608,0.6770767602827427,0.35566521384388905,0.530391644929336,0.5106456587203447,0.4158288037163692,-0.5945815084521092,-0.2985875984276578,-0.18726849515464916,-0.5995525729131537,-0.26653547534187993
5,-0.15114116737852992,0.717123818956023,1.086765378679728,1.1142489006261418,0.9846753276888156,0.7020589998055877,1.009520966317349,0.7953912964838563,0.788109782664888,0.8446998408546279,1.0220398165144648,0.4244561146569334,0.7483996444872576,0.4771716999556181,0.7577105576342849,0.5281682202450646,0.7163135867541014,-0.26166537821613034,0.2900005161932647,0.37843548327755616,-0.3794821543289296,-0.2634318224941223
6,0.767098101754971,0.4146469489033783,0.5171973334111811,0.6762595453575702,0.9377870076249519,0.7486956467201857,0.890899854409072,0.844644823760791,0.8254722096572473,0.7474727142173003,0.7327523214724996,0.6937096731664973,0.7594334979883213,0.6942932161399844,0.6283691899425103,0.5733297134140143,0.4142120255448575,0.4151914348497634,0.4821089406164044,0.4883641578161137,0.9934931625751982,0.45568679009029844
7,-0.4974787772765862,-0.41363605847033114,-0.23649134645660413,-0.20550933931988297,-0.41863300033150885,0.4362512410462176,0.19115694050024315,0.15000723085370998,0.25852908421234666,0.1905628912608031,0.12269742256267269,0.2418069889516478,0.44636574630491227,0.1268608155335086,0.14810085093635972,0.18310810449972745,0.4282640322545114,0.5941506428877715,0.7109792107230142,0.6143961440722887,0.9219547746232204,1.1844893155642828
8,0.6934842416928206,0.7780017406060744,0.9199572413555697,0.8806141230052117,0.9293071886377492,0.7087355856881951,0.7001019624669347,0.9645255436246851,0.7807138425145812,0.9002356520975221,0.956060352951318,0.8456912315601612,0.8369276641157029,0.9525943356991189,0.9359208257574609,0.955087947565869,0.9564430111312245,0.8515798982337803,0.8685220988181177,0.7066357430882514,1.43281753425159,0.8466814239815081
9,-0.13495036819500336,0.7724138176570746,0.6257609488459035,0.6959125948755057,0.6922465764363867,0.7229450208287076,0.6945636911968045,0.8583673078079497,0.7110485250289071,0.8520646604204549,0.8681947638896015,0.8014727102710137,0.8251199322861595,0.8937192818838423,0.8670049073609898,0.960804529643145,0.9906789785504068,1.0339012752555155,1.085177773522498,1.0682703983868598,1.2014203706787847,1.8781266324917296
10,-0.4151343437272664,-0.6410140454725852,-0.8570010440875175,-0.9913527807241245,-0.5980616164695312,-0.8718546080617633,-0.7815920671149104,-0.34658945873159314,-0.7323761787267455,-0.501207934936641,-0.4534230547456059,-0.7091734356008581,-0.7827564464175867,-0.5468975096056341,-0.4314243963872521,-0.7922322314633505,-0.844663733189426,-0.7009286574769951,-0.8230006277710943,-1.0983779787427275,-0.8006043423317408,-0.2641700007699402
11,0.8945106006532215,-0.5762301390631106,-0.9377712578489792,-0.9315006312403045,-0.7964159229764977,-0.4884524981270939,-0.5622707554664621,-0.7073884469589444,-0.4800032323028397,-0.5465382719980125,-0.7332640475642964,-0.4445043109483576,-0.660257290680894,-0.5851377256314099,-0.6520772970633879,-0.46514064145914813,-0.4169505018828755,-0.06889385429149697,-0.08378662055348693,0.07316936777477047,1.3510942781417152,1.2836913531486862
12,1.6566322902983748,0.9917934024076868,1.447813052537387,1.6443642875256232,1.1739164730084037,0.7875751787797265,1.205496253549235,0.9782200736743507,0.9647280009024739,0.8999079347116549,0.9170676647414029,0.8760727792244138,0.8024340082670649,0.8628392444264807,0.7893855677125174,0.7677835218029876,0.7794279413449825,0.8643962992129057,0.8955691394834298,0.7930516711123952,1.7737812367325212,1.7119686289848433
13,0.4225104856290124,-0.5289933637525978,-0.4479795682239368,-0.2311042518491761,-0.21861266413284625,0.22382569149469145,0.04736973613986116,0.37482943839703825,0.24326960524959226,0.3009420532201149,0.28151515716180764,0.38513263226323985,0.6954886279751324,0.3599972995114567,0.2500155855042712,0.5531571879778729,0.5251024291604535,0.6183876916372657,0.5830119485627281,0.5575509209960439,0.37246478786271997,-0.23397317111006116
14,-0.7526977693338845,-0.5685874872009193,-0.924142530335649,-1.0481366136589152,-0.6342104427910297,-0.8041734514432362,-0.7247581969220329,-0.5569680173002707,-0.628875702564561,-0.4930733643441476,-0.6013187612092408,-0.5644092629543297,-0.7493704015956164,-0.5894324125246388,-0.768988072912566,-0.5720307026370325,-0.5907937511954415,-0.723073305111421,-0.7822540172729915,-0.7161909344968986,-0.44187382032767697,-0.571949728443289
