,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
0,0.10096754489917736,0.046661844684633226,0.04193521475001188,0.037773552569647616,0.027851249843747997,0.02356835516092763,0.02185426285747361,0.018843093737140416,0.016509418656671975,0.014805842422358932,0.014286083750156848,0.013023678076329356,0.011815008907861708,0.011022455766053619,0.010340129637382216,0.009740555882884555,0.009696213934904791,0.008807984023677107,0.008740111877670405,0.008295914055225569,0.007653708017046656,0.007215164182024287,0.007044309219035356,0.007011103898816751,0.006794824062974201,0.006678473878483062,0.006501863943787051,0.0060879771212604145,0.0059096252362026026,0.005759432842738085,0.005653460318241427,0.005316658664683587,0.0052866178006976865,0.005105202905862756,0.004958295897095734,0.00466574482328993,0.00463986246346155,0.0046224355795221345,0.004451519724404355,0.004321962717035692,0.004214341012642365,0.004124972722510071,0.004087742037114372,0.004014096401947994,0.003929403129084993,0.0038082119838282807,0.0037552761364613367,0.0036662681688234143,0.0036582932387167377,0.0035991130529549717,0.003521296640251249,0.0034511898198833794,0.0033120998207900577,0.0032715388710332217,0.003255676726116511,0.0031565686835730226,0.003145000501238914,0.0030937340161165785,0.0030604559470232304,0.0030188324754397405,0.002999347995303957,0.002920624991530247,0.0028738172785670265,0.0028327934634037586,0.00278904798926327,0.0027092554412175506,0.002684535473901875,0.002656039172837777,0.0026037124328826752,0.002584655033642746,0.0025410164586391927,0.0024920464304630263,0.002467130446901638,0.0024264662089558218,0.0023991274280610146,0.0023627302206268718,0.002342860427827528,0.0022943613229681496,0.002280804581992522,0.002254513393188169,0.0022110927663882085,0.002165263116419102,0.0021466442090230255,0.0021288279955790413,0.002112693816321067,0.0021072476481063095,0.002081894919510567,0.0020538422323002066,0.002045696385585965,0.0020025888748809984,0.0019806554022335633,0.0019631611687062314,0.0019375377145101579,0.001935375941274821,0.0018890197912078924,0.001863890354562606,0.001854281206440051,0.0018240478039787914,0.0018105903062417324,0.0017943967960939436,0.0017825557040687075,0.0017727678298882271,0.0017431317843649098,0.0017320256145502162,0.0017198578149833568,0.0016996969592944751,0.001678291569833376,0.001657589966245767,0.0016344169220608147,0.001620359781115399,0.0015971941223418154,0.0015788001266549012,0.0015680431946199487,0.0015570730487570999,0.001538139002287575,0.0015326899503395072,0.0015198210115242878,0.0014948564547491417,0.0014936539892554555,0.001466133671264177,0.0014600599942940318,0.001443215598784183,0.0014334010294570305,0.0014245363326276348,0.0014034506548801417,0.0013923887567267887,0.0013917945281017646,0.0013764779067413956,0.0013619293665242968,0.0013596771062563309,0.0013531717212698004,0.001343104403445679,0.0013237208567651653,0.0013122712571934732,0.001297783221433187,0.001292432155331531,0.0012872936228453676,0.0012743981605996843,0.0012664440761428126,0.0012561982763101833,0.0012482268406119167,0.0012384596495403546,0.0012206599293904453,0.0012199791704960688,0.0011989056594330985
