,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
0,0.10118381767283958,0.04925142341061164,0.046664881499805605,0.04087388107869952,0.028249002190151317,0.023281458259705567,0.02179671402736826,0.020120405868310095,0.01596181155221883,0.015606840454385509,0.014369938231714658,0.013421421223678669,0.012238637045218536,0.011593070605857988,0.01097691705397921,0.0108320750437513,0.009896230796869448,0.00920193831335844,0.008933148055293978,0.00875406559048329,0.008603803581273115,0.008140024365157005,0.008064864883616657,0.007700490787686465,0.007497361286415112,0.007110636774119129,0.006723232609570144,0.006698830010149588,0.006307694926234474,0.005991076092957003,0.005824774659698305,0.00563518209485173,0.005494918216601026,0.005302187300547913,0.005089042380731731,0.005010784607296857,0.0047259483494390625,0.004588292506921561,0.004538661657546549,0.004472065254197361,0.004354443050638437,0.004299426463224843,0.00412244608095807,0.004096749314062548,0.003992079236134069,0.0038666435764854808,0.003766415039969015,0.0037468635357611395,0.0036395347274221067,0.0035546484277207617,0.0034784131208609333,0.003445755750933173,0.0034328846375469907,0.0033538005815884906,0.0032431412575296245,0.0032193531569522675,0.003175348677612622,0.0031219616929941767,0.003019651808939844,0.0029905098935534705,0.002943630559932945,0.002869589355951469,0.002855176443648845,0.002807892942495218,0.0027766815886301425,0.00274603395421186,0.002686652634847954,0.002636113415999172,0.002606657784147397,0.002569164019121878,0.0025432918973580486,0.002510659161329836,0.002496338354496357,0.002471263405824021,0.0024605446226627567,0.0023953528052546307,0.0023836547806845676,0.0023414724403787277,0.0023056323202407278,0.0022849968361988286,0.002249555142008495,0.0022081155828700314,0.002194876974237985,0.0021522659379544433,0.0021368437435565816,0.002098514089329588,0.0020848025752497473,0.0020479011334325575,0.0020267301952046693,0.001992475616866419,0.001978241099836332,0.0019506655122110241,0.0019294207043053639,0.0018839240259371688,0.0018669687489498543,0.0018612306942373915,0.001832759574067768,0.0018314570149216185,0.001802930089405855,0.0017916177497308591,0.0017783838042772112,0.0017493404113604481,0.0017337215946443341,0.0017165739480337905,0.001682647840505109,0.0016721115941340907,0.0016657775280997352,0.0016310998002573868,0.0016202559860216633,0.0016144895074264838,0.0015952571025502273,0.001572024278381353,0.001569032572175024,0.0015334407065324938,0.001519277945311693,0.0015078384078683908,0.00148222294725311,0.0014672279554311337,0.0014471938707002314,0.0014314939592392861,0.0014192442251003865,0.0014099897334016068,0.001399115190164901,0.0013793306754887188,0.0013728233066691905,0.001364728463030958
