,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
0,5.829167247876807,9.91948562172741,12.941598059481493,15.582082482370641,18.050864771522487,20.312700031810426,22.40795022527374,24.43331595777109,26.41236319252908,28.34939006015463,30.131096376794325,31.87265003279938,33.576261931770915,35.26115622536001,36.87007159225307,38.348666004460604,39.80882869933966,41.254519523757,42.653285088854034,44.02803083924656,45.36118807372276,46.66309352313256,47.91916329084549,49.13902464037474,50.33326984280686,51.503977794713805,52.64401693620435,53.77711154193759,54.885578729678784,55.981339096492114,57.0399670092378,58.07953534190832,59.104891656728086,60.105959093817404,61.099850752779425,62.048460293484354,62.988499435778735,63.91755608756996,64.82970483082693,65.72052934873271,66.5960332337112,67.45313083009167,68.30071670959558,69.12816533904619,69.950512800642,70.75836727667935,71.5586730244545,72.33989230183741,73.09598410073099,73.84478479387104,74.58376288354646,75.31264957638878,76.0278730452552,76.72547987917825,77.41001005100337,78.08848127580113,78.75766568559453,79.4156120407851,80.0485468578721
