,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0,0.14728014154290925,0.07644262395378039,0.06199667558710503,0.040650512081191456,0.0381495471226439,0.03314680955672659,0.027930041762657825,0.026074376370169905,0.02319865075900567,0.02103444198382067,0.01934047633611385,0.01853519135420059,0.017173896560177617,0.016336839832218515,0.015906542167263997,0.014798067000238358,0.013780693182939523,0.012751007558378932,0.012572425404287576,0.012262064184536327,0.011825646400616464,0.010927765951367213,0.01056241483056371,0.01044154329341422,0.010131831584318239,0.009702034159774116,0.009539276386867263,0.009165534182348155,0.008500299168927163,0.008202595650347571,0.008009188667223041,0.007766159994317876,0.00761215192633064,0.007276601637020178,0.007149099991127947,0.00689486911693508,0.006571141426411336,0.006383444249381293
