,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0,0.08405861155083666,0.07607411736001092,0.04616876448271722,0.039550553466731725,0.034610241777384414,0.027124504653790023,0.024261784929785677,0.023037508870298328,0.021591166041466842,0.020081397626047152,0.018073066626861953,0.016197305173845843,0.015177440295615225,0.014488000290727259,0.01379628980718796,0.013268369770353982,0.012635084583751937,0.012268120575055623,0.011896967592541038,0.011539526474210936,0.011289136458455454,0.010895883112506149,0.010484437270051094,0.010075976320319794,0.009754134042030549,0.009558556992242092,0.009389896256339266,0.008850451277937366,0.008800430778970884,0.008612047931082906,0.008429929570665228,0.008193033109372203,0.008078431035972321,0.007968589405717172,0.007789018965302737,0.007657764758910627,0.0074349802946790874,0.0073377789371258904,0.007100423803573464,0.00694804136798415,0.006706005736213442,0.006554655169340576,0.006441972138494189,0.006354991009880188,0.00633033896236124,0.006249997729158231,0.006205261624790892,0.006132188006658466,0.0060146671418954915,0.0059398425587047585,0.005735773521104706,0.005661534694169338,0.005454646071482842,0.005439485687301465,0.005410977020957296
