,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0,0.09219726450137848,0.055314221791960286,0.03525040568493701,0.029859571141168054,0.026354076186273178,0.02395491434388668,0.02104576442747761,0.02053050137476055,0.018851618922658808,0.018214984174850818,0.017497738789115744,0.016718183084485732,0.01593270315525573,0.01542084290101115,0.015027514331940545,0.01428532845846214,0.014244126100106863,0.014088642194042746,0.013675466487797544,0.012873697884123634,0.012504595454477792,0.01228336860330689,0.011705097746768483,0.011510119377528827,0.01137171613181529,0.011038825166578128,0.010789288616176486,0.01056780789536085,0.010198088177416641,0.009941685229328822,0.00986755984072951,0.009795119640263564,0.009537998516590401,0.00947788291105795,0.009138119393232695,0.008665484948744518,0.008614189396147777,0.008433412002804482,0.008242692267190632,0.008172318023290435,0.00813702608820185,0.00779207031699381,0.0077668852868613535,0.007515833142611145,0.007441827128458544,0.007354830538640594,0.007320906412176026,0.007104635356087118,0.007022224614950398,0.006950669494989014,0.006771182642769184,0.006669489674719879,0.006558623829829818,0.006451196749666393,0.006284911204694062
