,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
0,0.05829167247876807,0.04090318373850603,0.03022112437754084,0.026404844228891475,0.024687822891518458,0.02261835260287939,0.020952501934633133,0.020253657324973497,0.019790472347579902,0.019370268676255475,0.017817063166396988,0.017415536560050574,0.01703611898971532,0.016848942935891016,0.016089153668930527,0.014785944122075371,0.01460162694879059,0.014456908244173389,0.013987655650970317,0.013747457503925297,0.013331572344761945,0.013019054494098018,0.012560697677129294,0.012198613495292544,0.011942452024321185,0.011707079519069496,0.011400391414905507,0.011330946057332406,0.011084671877411929,0.010957603668133224,0.010586279127456896,0.01039568332670514,0.010253563148197723,0.01001067437089322,0.00993891658962017,0.009486095407049278,0.009400391422943808,0.009290566517912323,0.009121487432569717,0.008908245179057915,0.008755038849784829,0.008570975963804763,0.008475858795039117,0.008274486294506113,0.008223474615958034,0.008078544760373573,0.008003057477751579,0.007812192773829089,0.007560917988935645,0.0074880069314005775,0.007389780896754174,0.007288866928423256,0.0071522346886641695,0.006976068339230507,0.006845301718251297,0.006784712247977554,0.006691844097933832,0.006579463551905857,0.006329348170869845
