,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0,0.02692667502304515,0.026728215514400296,0.02598669615632948,0.02591693150597486,0.02557335171330454,0.025431606793462614,0.024837431679526595,0.024754626151465925,0.02417285271731384,0.024047899894930325,0.023369587986394474,0.022928167257264476,0.022664387100336414,0.021829309549297335,0.021367510013332806,0.02083170646776082,0.020461850156667453,0.01990209706251032,0.019616191312282878,0.019069632302485453,0.018697069400834303,0.01813814131914665,0.017310514604784964,0.017012145607989495,0.01675840238979296,0.015915668323875764,0.01526584582601014,0.014993296709139212,0.014617030188336554,0.014169250959515649,0.013973612999723418,0.013592911441571246,0.012848511564143846,0.012432103277300498,0.011730294145792339,0.011614043915294825,0.011061573629171564,0.010730098434955761,0.010199300649279642,0.01012502142650461,0.010067237330233977,0.009576340780536503,0.009371171097483828,0.009228659902332924,0.00887853932478816,0.008511447314715969
