,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,2.6737146346779803,5.310311099468977,7.869428109681725,10.373038209728671,12.85841058999254,15.290061974630028,17.688684242582518,20.044834009905227,22.353599018851384,24.63671372569344,26.847749900519645,29.004574796570605,31.106426681819443,33.16162314275005,35.21100902842561,37.194820544404635,39.11532978786248,41.029585162306894,42.91437232683117,44.76036948900474,46.55617147737457,48.31370601252265,50.0022886113944,51.66247193055995,53.2283354799881,54.76480189663404,56.22578948700752,57.664701009966755,59.097371558052814,60.49762662647867,61.87484778534215,63.230673240537335,64.50690670755375,65.76793675249309,66.96314864846711,68.14685428763616,69.27413902735154,70.37471611067852,71.46737309701493,72.51191639206382,73.55028996889821,74.54319764718001,75.52427450928296,76.47906346423457,77.4216276734434,78.31267351596374,79.19560625350289,80.05611761060598
