,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0,0.044097010115210056,0.03397047705738886,0.03307195396534348,0.029434777752618418,0.028479471484186503,0.027288907439533657,0.027178055232426706,0.026039892951543773,0.0248792595067139,0.024496074826128523,0.021909452882770304,0.020705818460958637,0.020397965152456666,0.01988971007530126,0.019152478948158986,0.01845324660964449,0.017783712353797606,0.017639300696760594,0.017534187318019537,0.017086908779837484,0.016624142028335318,0.016462865852793943,0.016189200411520263,0.015790494996998184,0.015039537240853242,0.014761888914689512,0.01413215106406192,0.013869806838907527,0.013682961015447165,0.012858257299419678,0.012752631309942659,0.012042729924667692,0.011823516097267502,0.011676039583252655,0.011402709478077127,0.011099561372957227,0.01076075852484798,0.010208556932669541,0.0100941666790749,0.009757163367467911,0.00958258960195577,0.009314223082404044,0.009039554296571314,0.008896460028345578,0.008789905145383633,0.008344061878953007
