,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,2.24960801645812,4.496862438696603,6.739288651510346,8.967454083766658,11.191109421014394,13.407999923141723,15.61578701659344,17.802572120284562,19.989101545379796,22.168148569501298,24.325174071243712,26.47214651083677,28.61226889373734,30.750476674473415,32.87414661267113,34.9846202208071,37.08629956846657,39.18177235714148,41.26858378985323,43.344608248717,45.40406637498631,47.44580263882575,49.47857507743005,51.49324979495204,53.493931824209206,55.46439733015195,57.429238369150106,59.38098645108975,61.30760506445922,63.1896456655732,65.0571186142216,66.90984602777618,68.7277685434421,70.53664542238305,72.29417137212482,73.97809364015644,75.61438282758634,77.2032526992409,78.77834558306886,80.26800761014302
