,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0,2.692667502304515,5.365489053744545,7.964158669377492,10.55585181997498,13.113186991305433,15.656347670651696,18.140090838604355,20.615553453750948,23.032838725482332,25.437628714975364,27.77458751361481,30.06740423934126,32.333842949374905,34.516773904304635,36.653524905637916,38.736695552414005,40.78288056808075,42.77309027433178,44.73470940556007,46.64167263580861,48.51137957589204,50.325193707806704,52.0562451682852,53.75745972908415,55.433299968063444,57.02486680045102,58.55145138305203,60.05078105396595,61.51248407279961,62.92940916875117,64.32677046872351,65.68606161288064,66.97091276929503,68.21412309702507,69.3871525116043,70.54855690313379,71.65471426605095,72.72772410954651,73.74765417447449,74.76015631712495,75.76688005014834,76.72451412820199,77.66163123795037,78.58449722818366,79.4723511606625,80.32349589213409
