,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.0238827784739036,0.02387081681042104,0.023672789778261278,0.02360710508431233,0.023368821730206324,0.02332185752728583,0.023120275079000066,0.023008368797152016,0.022989298509878523,0.022828562814976597,0.022683781367525326,0.022350746237369268,0.022160314805585016,0.022038409091510117,0.021534461351907716,0.021174952684573634,0.02106188070023153,0.02098581446895962,0.02058024342787736,0.02052281207502528,0.02038564304001045,0.020063171044987924,0.019714972454992218,0.019613895962494483,0.019196796385542735,0.019086067604480433,0.01877003807904505,0.018332590125867233,0.018030871693678622,0.017736264469886253,0.017485575994831207,0.01734153285301965,0.01707992990604572,0.016983158859105205,0.01685655444042279,0.015557850468597818,0.01552488058589799,0.015038702557907943,0.014646169871804738,0.014131386579450948
