,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,0.023669591502483225,0.023586176710335683,0.023358237213388155,0.0233114359528735,0.023267334636540415,0.02318628339405236,0.023069370820162926,0.022946089614291752,0.02284889980588221,0.0227218468715401,0.022447229181588476,0.022373233930331273,0.022274399502237092,0.022140396751467777,0.021924617534291226,0.021871108144413485,0.02168502002394017,0.021124969201205077,0.021004520887090847,0.020820101367457215,0.020532005183061478,0.020236914289254632,0.019747330311122756,0.019382738892808084,0.019183220255179344,0.018745650373706166,0.018432227892198443,0.01772031115977682,0.017423111505309834,0.0172826305651237,0.016948778068001828,0.016416553479613544,0.016231226146331348,0.01593895122518518,0.015190259198546248,0.01400111007393705,0.013436031755824817,0.013320565060205434,0.01316381992020684,0.011618544449534314,0.01141392024552338,0.010847883711489219
