,0
0,-0.4384081503957883
1,1.9231888511709327
2,-0.3918644718930778
3,-0.4696760050375348
4,1.9206089031099864
5,-0.4519429849362827
6,-0.4020117688631085
7,-0.6365501706548253
8,-0.37068533427039246
9,-0.6345816020620444
10,-0.39786995383531276
11,-0.6336665859775539
12,-0.5978132981373508
13,1.8185281803569509
14,-0.4734244101134121
15,-0.5775274136619484
16,-0.6356027277258173
17,-0.3779152790830642
18,-0.5421248846762544
19,-0.40107358895955747
20,-0.38281760303960444
21,-0.38313578173068263
22,1.923095629647986
23,-0.6139226520234045
24,-0.6080089443665824
25,-0.5562838517849725
26,1.8189924229108743
27,1.9231888368192218
28,-0.42038975359119035
29,-0.5782870702110197
30,-0.6113056528563251
31,-0.5565592614505631
32,-0.38149529052260994
33,-0.5734925324067713
34,-0.3598890099991975
35,1.9231852505710125
36,-0.3753500370529839
37,-0.5943893505044653
38,-0.38749851280630554
39,-0.613424753124233
40,-0.45687652587281574
41,-0.5932234230153097
42,-0.5966019562358882
43,1.9229100353197832
44,-0.6386853549875158
45,-0.6212627715949975
46,-0.555023814301181
47,1.9231703844639867
48,-0.43840307630954095
49,1.9205149866182933
50,-0.5106292735794761
51,-0.38624875644863327
