,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,5.084254545431178,10.168040581516461,15.251448793602961,20.333986386211347,25.4147499518185,30.494164915999818,35.571166055578495,40.64169089749651,45.71002073717793,50.77041988240789,55.82538442251912,60.86551336094039,65.8857492137192,70.83767123549623,75.70726267236937,80.4810255566677
