,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0,12.535911081980997,20.968359089674333,27.845614204687873,33.68195874249725,38.41729348287537,42.4804972253066,46.29553696745753,49.633953756974165,52.721180413462676,55.674319276854646,58.465391316237124,61.18232642578572,63.430002756205916,65.58968221245638,67.68472089294166,69.69762280030973,71.46786868889563,73.16991631150972,74.83794992191639,76.36430315227187,77.78021953140703,79.18554567948142,80.41789647972884
