,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.05084254545431178,0.050837860360852825,0.05083408212086503,0.05082537592608386,0.05080763565607154,0.050794149641813176,0.050770011395786775,0.05070524841918019,0.050683298396814166,0.05060399145229956,0.05054964540111225,0.05040128938421277,0.05020235852778796,0.04951922021777043,0.04869591436873132,0.04773762884298323
