,0
0,-0.10564217244969819
1,0.6549031585012202
2,-0.6984082377839885
3,-0.25207167238893063
4,0.5988003111456509
5,-1.2137830872154982
6,-6.25178114199534
7,0.7904759229052146
8,0.14434623507509817
9,0.4343543819774112
10,-0.004430044314195193
11,-0.10586794056895388
12,0.4741613560259022
13,0.5158331541252404
14,0.2954887371024354
15,0.8340647027123229
16,0.08868374668977051
17,0.7825099712439618
18,0.2723528114081739
19,-0.05964045572465634
20,0.312195038746606
21,0.42095026051362633
22,0.6380848302727922
23,0.023436132159965345
24,0.4135396539375896
25,0.1370968999324667
26,-0.5823527494100654
27,0.361045797239654
28,0.2773690381805652
29,0.3366391114078484
30,-0.1759482221240329
31,0.04536026290844801
32,0.7033764203783742
33,-0.09636596758816905
34,-0.30234236070020837
35,0.03735006755412204
36,0.7559662953499282
37,-1.6310094393698051
38,-0.10886232128245009
39,0.5085500763938204
40,1.1832209480602573
41,0.45142438368984145
42,-0.767554015452398
43,-0.5731269647683367
44,-0.2629918818397698
45,0.059096832005899484
46,-0.46252744071847324
47,0.7724497503813899
48,0.6721874593381089
49,0.35299930308851285
50,-0.306606917723979
51,0.3397451680560853
52,-1.06234669288453
53,0.20676629348050504
54,0.41120931827057783
55,-0.2823741039559083
