,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,15.325556699891274,21.840618277517898,27.154395708972697,32.08891102491655,35.79246534435604,39.45203278625041,42.83395730966948,45.846153043075475,48.511252108355116,51.02730385170866,53.41256875571526,55.54774107996091,57.61532681656462,59.544228992780326,61.40909642067548,63.259401148028324,64.94198567607388,66.57112357220701,68.16427798614862,69.70982630382272,71.20072376339698,72.59215072346605,73.94169837231343,75.27355551543445,76.55318981314305,77.77963133302107,78.973987582697,80.15101820944712
