,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,0.06979734132778286,0.06303199862026963,0.05770230747409794,0.04852802366744529,0.044017729975387776,0.04087796476897437,0.03662753140217257,0.03292903045942501,0.031444845107784634,0.031319015471288125,0.028459957430103693,0.027708721638800397,0.02567408070907678,0.024991704339107038,0.022936357186852566,0.022021333368807492,0.021364322395136477,0.020181330866413615,0.018756446756194776,0.017965174954901686,0.01716873630903316,0.01693222244564486,0.016882897654800513,0.015568907052472611,0.015552438554344898,0.014973294974054488,0.014607894335308659,0.013348552985168632
