,input_1,block1_conv1,block1_conv2,block1_pool,block2_conv1,block2_conv2,block2_pool,block3_conv1,block3_conv2,block3_conv3,block3_pool,block4_conv1,block4_conv2,block4_conv3,block4_pool,block5_conv1,block5_conv2,block5_conv3,block5_pool,flatten,fc1,fc2
0,-129.61067042136438,-960.114633462293,-969.7235062762995,-774.9725349799689,-1025.45291930745,-1175.6690139322714,-931.3070888324944,-1080.3145890117114,-1116.0494456062127,-1189.4696505004563,-925.1108131441093,-1083.7103378754323,-1154.8104108855882,-1218.3473317454423,-929.8854041017444,-995.3967961264061,-994.0707317569563,-989.6392215912333,-793.7504926102683,-843.4726541949642,-489.34428121078065,-441.81088604449906
1,-142.77505840020558,-971.9648418230095,-954.3236599663915,-759.162989202862,-1099.8615353121636,-1206.372804076144,-908.9751951236824,-1064.1911325504257,-1067.3489709662408,-1103.1085215331125,-852.3130771676301,-997.4125253017004,-1060.3392737842819,-1086.2237777891573,-877.6902028674667,-919.8783474524128,-858.3855362205685,-805.6005456262054,-639.6277799931242,-653.5813344228698,-371.6252867153552,-393.76086447739317
2,-144.45051393885603,-920.6448907080392,-961.7812508132511,-774.96763953386,-975.6136086404468,-1114.5767460408472,-851.7651844802219,-980.370377832096,-996.622657582808,-1031.285507003242,-792.6092463740829,-917.766057699378,-975.058141406814,-1050.5456349793608,-765.3259893944826,-768.9148408476751,-751.6122953307113,-692.4278478642398,-449.9351146367876,-614.1540618224415,-352.2015546565369,-316.940359014862
3,-97.00532436245405,-651.8132743908319,-759.2122083493545,-582.5189255073333,-690.7542270593925,-852.5522250390594,-656.4171780987083,-811.1903743646376,-854.9996501839852,-941.9714902394564,-709.1019279821428,-824.0075047282776,-868.4218285885395,-841.9023163673289,-636.4195390126744,-737.7500617099516,-747.020660110657,-696.7339703333992,-449.7438600401551,-613.3651728487853,-432.29259638866756,-352.1984712217356
4,-88.5154499200824,-566.0789930851377,-659.4432925615658,-456.167178190066,-688.0048461384604,-821.778344850861,-611.145349160121,-732.7937884934023,-773.6451212099767,-806.7391070552509,-604.3764310861095,-761.5496357328786,-804.2453811805066,-825.5254641169257,-615.4711580004539,-657.0609684402709,-654.081866274759,-694.0223198051995,-445.1390961669846,-612.4807643121237,-383.0910380452424,-337.12937178248285
5,-135.79316824716574,-913.864945893238,-1093.5765272062918,-875.5692892626068,-939.5947635074128,-1162.828791213052,-863.5564300062753,-1068.470851225163,-1103.6652871809397,-1211.2110834211546,-961.0676171217002,-1126.094689002066,-1159.3835883833299,-1208.9838380086676,-924.9926085590437,-933.0410066698782,-919.4376681273691,-918.9661930590462,-729.6991210327201,-716.9710719086006,-497.27340342172886,-441.80518616584857
6,-91.33150728030108,-595.2707517572082,-642.4119968835079,-478.6066150530817,-674.9830362935011,-818.8168734990024,-609.3868377589356,-746.3631897432946,-784.6082161766612,-832.6088004482978,-626.6799189523147,-778.2189350036663,-817.1319624758337,-824.6316213590674,-610.1003364064079,-644.5388527288666,-641.4132419791607,-682.7816163725158,-426.0261928931097,-610.3278884612417,-319.447544685843,-350.99321193938283
7,-91.56865153430216,-580.7752748847541,-647.6392192643877,-463.9450922211837,-704.2082600294311,-829.3476292478842,-626.1458968257422,-790.7063621184078,-795.1736017359415,-812.2411120977022,-610.642759959167,-790.22672117769,-826.3635099029129,-823.6015797603272,-612.0446736422246,-661.6888278986703,-670.9531254807229,-781.3037010733317,-562.6156954592609,-635.9373988290022,-456.5207040597161,-419.90166343933583
8,-120.52792656440917,-751.0350418086839,-820.1287126459777,-646.6809341057227,-816.3423585578471,-915.4338131364605,-709.7250075014564,-800.648122442688,-861.8439341114714,-876.0577501516218,-694.3814653193951,-840.544772224081,-881.32271309773,-866.2757808984131,-681.6953156520209,-685.5162945911972,-699.0646546464645,-701.9296544026752,-472.36873493738824,-616.5494627028693,-403.3809162550957,-364.9264967231238
9,-141.271164137398,-811.9922768435717,-817.3228745546551,-640.5562890563672,-953.654999100292,-1164.5304805065816,-886.9015837984862,-1086.7285506574608,-1079.3983399655622,-1188.0759010197667,-930.6725492401321,-1086.6996173717037,-1155.1009960479303,-1218.524231804156,-943.1458023507887,-994.2980871001664,-992.9355125873108,-1004.05022516439,-793.188066918206,-842.6124218801447,-417.25140114899887,-348.9102974663972
10,-143.84458440316172,-868.4501564610247,-882.0522159698896,-694.4660490793576,-763.3438632205659,-839.5190457606716,-623.1696559362147,-778.0347350241135,-814.7286326589758,-831.6853144814838,-627.3606457290264,-780.8065596297972,-826.6208150254796,-910.9855504176792,-685.7661256770889,-703.3865015853382,-709.0641524133001,-988.4536835722424,-783.6184113068646,-811.6437319089071,-388.30561169267173,-424.0228312067822
11,-139.82861101125297,-939.0974244739616,-959.0641727151459,-772.2940997333812,-1050.394240092749,-1212.8269180618504,-957.2735127288796,-1097.388296593035,-1142.497807315321,-1186.8264126215704,-950.7028766746178,-1098.642150955061,-1157.4784616807221,-1243.7517919435882,-988.2014970999867,-995.1013899436352,-997.4465956498736,-1016.4367354243429,-793.1691755381262,-840.0091495864579,-505.79206774034503,-417.3065894754069
12,-149.88427533936772,-915.255472764361,-957.835494189279,-735.9135397033023,-892.8743476245793,-983.4826839409589,-759.8734707366615,-892.3282192717986,-969.0014167068589,-977.4081405309751,-756.9960742056712,-944.6173430560458,-1041.5997058564387,-1210.6362988424876,-904.1368689474232,-961.2562982564283,-993.1828012154316,-989.5915871619338,-792.3664122171876,-839.4093905834868,-501.11550825282166,-434.78798841688985
13,-130.38761727589585,-795.899328226428,-819.5769361630305,-689.2175923677098,-997.236512199656,-1181.6800862492346,-900.4520501991026,-1060.6182412964986,-1116.424084629759,-1197.3736291087293,-935.3738456781206,-1089.6203605705414,-1154.64999717602,-1217.1304753355012,-978.9756746906249,-994.5678185194663,-993.0975608279239,-990.759419405576,-793.0214097306377,-843.4156319258204,-503.54857277079276,-431.65876559155663
14,-109.6989950566647,-637.7579155034296,-756.6456740440153,-579.7815959907739,-683.6824225609573,-806.8471724341873,-595.8808125197418,-713.9690671438336,-759.1938454449742,-813.6262195480774,-613.8793782051275,-761.0484402986675,-813.2386288267031,-857.2190080485356,-660.5976169622816,-676.1339118745425,-690.1053382467888,-707.1044942313522,-481.95679521928923,-615.9385840984919,-384.19648648444786,-349.68974860159744
15,-93.25236332480611,-658.1700649129017,-795.7767134630986,-615.833780120223,-686.9421076903513,-806.5254119950712,-593.3323222354772,-715.8954131598439,-754.3625128510348,-795.1817520995322,-587.0158589886523,-739.5297338333805,-786.5731965379065,-801.0367862380331,-585.9874078285768,-627.5544902126726,-633.1330787190111,-679.6113721301633,-416.14767606893236,-609.2970838738706,-300.19166821958646,-313.5772067999617
16,-99.8897488505917,-716.9893805085356,-844.9492202999782,-618.9799868272082,-690.22978623146,-834.4304575064775,-566.5645422914622,-729.4297289190513,-766.3541719103334,-800.4908847930299,-421.6136096596081,-635.1777020331633,-774.6772149374417,-777.7503209991432,-379.5285770105429,-627.2238389198919,-659.6381027529198,-728.1729470705229,-524.1525262725612,-524.1525757214415,-320.8677644048481,-310.3067436067718
17,-133.05045677648718,-836.4966191572036,-889.4579831816563,-704.2376628938384,-1012.9109266034545,-1174.4520121271119,-910.7549060978986,-1091.5525835350827,-1092.8581847643013,-1184.5892832983077,-877.0079798574448,-1071.0655818886103,-1151.332935194233,-1216.3526490026636,-925.0661960745905,-991.2201684186088,-995.7719848212103,-825.8215452566916,-624.866402012557,-648.1928910474754,-415.9511669781482,-367.81138525454514
18,-151.100495103172,-978.7176797176423,-959.1106603242283,-771.4258371631626,-850.9093208271136,-914.9149217803595,-676.5368661471766,-854.4192578418961,-924.0043785964883,-958.5801696631086,-687.0455143876053,-885.5488589635648,-893.434816067803,-926.9283423267375,-691.602044339199,-749.4360775056264,-747.263070679398,-893.1337010717473,-721.4317736584851,-692.2042370265832,-462.7158587373731,-366.2636627826423
19,-137.51298202279094,-851.9235595694267,-937.1332079126518,-709.4103460458571,-1011.5081964439944,-1175.245136129136,-905.1253425247485,-1060.0709089464453,-1079.6635042842076,-1196.1372874417282,-923.3975759341592,-1052.2602479361253,-1155.006247782529,-1215.981846674994,-981.4874532170998,-993.258958417434,-993.1490104562893,-1004.7736821395894,-800.8871154947801,-802.9007629069158,-507.153398959293,-469.9840863638249
20,-137.49786633820423,-830.0853366182871,-883.797849737512,-703.5989880251234,-793.2880814559178,-850.1810451928598,-630.042598272501,-750.1913270711159,-795.3902696373611,-831.4727782701239,-629.2036845354562,-785.9049155624775,-824.6757561868362,-841.545064955208,-626.2271492898026,-670.3887975901039,-715.9372307589989,-689.9758183658969,-443.7722221352552,-612.9519278114083,-407.68982512396485,-364.96733065202784
21,-142.5768825674732,-944.4515557070038,-957.8300612117112,-767.3837415944472,-1029.7744310421479,-1190.0262628556711,-947.2825965551489,-1085.6482574212482,-1115.206604647647,-1187.341485389411,-940.8456799145695,-1094.1708755215213,-1154.271541779172,-1218.551986512181,-986.3096444741154,-996.1936671669703,-981.6959475627318,-1005.9321392000937,-782.2119513030432,-807.1418786785043,-464.0948442656791,-390.12098565038826
22,-132.48901068132835,-845.7712310817276,-879.7336501292231,-682.51806599001,-862.9158946757727,-1160.9253522381355,-844.2314554288188,-991.9990617658202,-1083.472958369118,-1218.9554841778804,-924.3242568649669,-1098.2829303756807,-1156.8736663677391,-1216.553260995845,-987.2737982882081,-1000.4314065158895,-995.3614218868163,-989.6004101271715,-793.34596286695,-841.294228300111,-504.5596568399154,-412.0174954084715
23,-157.42434816306513,-919.4325696921956,-1022.3126647364245,-820.8376934867238,-975.7337649076821,-1170.7705994881426,-879.304846204072,-1060.347354882188,-1006.2136966389554,-1242.7328789444819,-884.6462843258083,-1026.4618500933357,-1134.887159054099,-1225.8116614642092,-915.2030641990257,-996.0162333516628,-994.9160828057794,-991.0278023366642,-793.4743661507346,-838.5323689947138,-576.2279465355648,-470.18900180085325
24,-148.19890850497532,-911.3084762744434,-1006.0967612729933,-809.8613222345911,-977.5631837393829,-1163.324223939333,-930.6976813471722,-1081.230408125127,-1115.5285347750228,-1200.6996744439557,-934.1056417247648,-1100.8854392836192,-1160.451227540108,-1221.6534746303428,-988.0975213542117,-995.6012893289324,-994.7965358297031,-990.2471739694283,-794.0817740032837,-841.5268997292487,-493.0694485472279,-424.2169085568072
25,-126.31517862907829,-770.475080110572,-917.2721410871166,-673.0300249926697,-802.1817833689927,-865.7185106773192,-652.8304276372278,-790.0068336292145,-830.2112452976145,-826.5930796273631,-613.4645171225982,-769.8666396082654,-809.0840834309813,-821.75458870754,-606.8390126803264,-652.308635490674,-654.718606491502,-703.8672687480389,-468.75442224522027,-615.6596313556141,-338.08353571643966,-346.7959831100756
26,-140.91401835209865,-760.5883724017519,-799.2273420208277,-616.1739214552093,-921.0323951698821,-1191.4540920150862,-895.4651674068112,-1089.3159198205356,-1140.5861920740908,-1186.9491067807667,-951.0443635251329,-1097.9662567219466,-1156.1944826846297,-1218.3226697330933,-946.1357518975608,-991.6441408722835,-992.9254143455832,-993.6676791385084,-792.5782776400672,-815.0773857841388,-431.2292453538769,-410.72727967831077
27,-138.10907772036288,-795.536876814469,-822.0291496411688,-650.9802650774623,-847.0847257156863,-950.3102103515504,-720.5594582031267,-798.0645291905366,-906.8095167961862,-960.3899086764959,-735.1321407906355,-885.3438622477605,-938.3040892146107,-1033.8755494775573,-828.0600689808946,-792.8809182508951,-783.7140451419098,-704.0009852947104,-505.31482457315116,-620.9481319922717,-384.03143280644224,-351.11000599927974
