,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,-0.07143378822634018,0.18099854007624558,-0.16565169670301014,0.00572003430182513,-0.18237417638866157,0.4399179750754808,-1.4730801185477869,0.9593374762964882,-1.6472724769534253,0.5154951985010437,-0.2314519234966477,-2.8588509229061,-0.21895611106012566,0.14820140527417702,1.021610402767853,1.345236108294615,-0.9662202659391144,1.0800284358779035,0.6867689306467426,-0.5019169943555901,-1.2054731012557631,0.9224824476248547,1.2624138401596396,1.934010535480979,0.5686951136464061,-0.6371297855077181,-1.0807390013679785,1.322876035973501
1,-0.14804252573138382,0.2041106361029664,-0.2691901616168936,-0.5538491789158978,0.14769203056553304,0.6254059734012068,-2.490244854718955,-0.22020290700191855,-1.182253020798666,1.6483617505464543,0.25405541299676926,-3.4629873764734755,0.7277387810401587,-0.01230484860202914,0.729146041650903,2.416526108101464,-2.9194928131024596,0.9563958396728881,-1.8161014690502195,0.37357161783129517,-3.037660512531481,-0.029941524981743305,-0.6558658531350965,-3.1418060770881695,-0.8758958188835231,1.8327062971406798,1.270529151471982,0.5221181168130569
2,-0.08444427855127937,0.06250508785920342,-0.06430514609473577,-0.36304562189811596,-0.15407305898627427,0.81373946622284,0.3562873176166711,1.1561216617072798,1.7893920728139177,0.796087975069489,0.5750324494928076,-0.26391165024323104,1.5230654092562779,0.217877191249357,-0.2889472930049148,-0.17749290439999213,-0.7663383482654798,-0.3471455468739066,-1.2683687760262679,-0.8857321404348166,-0.21231438925827179,-1.1749055819902399,0.19754481881517327,1.1102356919977343,1.8805753159832093,0.889989196982843,2.7575481706070937,0.3777839532618736
3,-0.10079838294289532,0.05856213676919155,0.03209640844446523,-0.17587225104095747,-0.12562241401081475,1.2363509430116009,-0.8263791238930697,0.20522232102117083,0.11398455920559838,1.448411357793904,1.4372511904423393,-2.1735035150157125,1.2555221562983458,0.6606500254096277,0.15254882935093644,0.3182779274061432,-0.6921212042779431,1.308848459540877,1.0237251672058085,-1.301048041711015,-0.5063596473206947,1.4572570232331319,-1.4020242757398227,2.6000506914169037,-0.18278865005774314,-0.09907406650863658,1.450896893048121,1.7518909255207256
4,-0.06871646813014265,-0.011696857297408412,-0.2033628946562382,-0.4137303788760784,-0.061368696084678605,0.5380827570771889,-0.2848292330291636,1.9155335765352435,-0.10043345959395009,-1.1607952247268027,-0.23665447725804395,0.5328959829810287,0.3394287313341536,-0.5596599226959071,1.1493471900434338,-0.2630718711200688,-0.22364833643539742,-0.7559077083429347,0.04862538409885703,-0.029881725020320903,-2.239979693877921,-0.4968023592817721,-0.6895374507071578,-0.48194506630519746,0.29883558434790236,-1.0968195756029124,0.41226680108792557,1.310476941516064
5,-0.1078607533244589,0.2905101532812202,-0.19958745089418775,-0.5530480770894542,0.3195252341291054,0.44448719440989487,-1.1435090402448136,-2.5816106874709726,0.5867382675266924,3.0782173012154974,0.10954952490241364,-2.185208570462576,1.733274909459667,-1.5254310921274625,0.18001405443544646,1.2369383320290468,-0.9707081602247414,0.5859374501266063,-4.198783552430169,1.0375187972953295,-1.900642670101907,0.6794053618866821,0.8327863760152668,-2.827905951866398,-2.208103278201676,2.9264632475588397,-0.8552470215275483,-1.0326292358858462
6,-0.19615920436615658,0.012726811276042875,0.03630668258869675,0.030614542637483762,-0.0011319403380342136,1.2245699802802223,-0.47216059927829646,-1.6559434130759136,-0.3263733182111894,2.560297265544078,1.620222780374257,-3.8571532785861637,1.398063509748946,1.3209489044429534,-0.291481493306329,0.6846536343398858,-0.9469599512641396,1.2963748072625711,0.6747760568077485,-0.6802988854175793,0.17823485043088244,2.4609081811425018,-1.5991307431038457,3.9011696260437794,-0.25477983398673193,-0.8818819706146608,0.13503924310116164,0.17229723274585138
7,0.6878763730024848,-0.31724496677552644,2.4845612483452824,-3.282476182344137,1.483063873723419,-2.56239194684385,0.8461937199857468,0.3914488445275138,-3.9524503251807857,0.7770231205689598,6.34071595322012,5.610263615471949,-1.5756839924692425,3.7889168307472083,-2.5476536968412473,2.1355840049083166,-4.227475876176394,5.882715825604273,0.9602686436539923,8.914981050864311,-3.298450670484253,-0.01628992726203699,4.359752678187516,1.1174564617692702,0.5967305285350819,1.936051441969897,-1.613831255218925,1.7573440074579132
8,-0.0889039025975233,0.15061641367452114,-0.6391226071603548,-0.2179202944825384,0.8423768192531396,-0.4346123767756291,-1.6266820900272874,1.6587786498446184,-1.145537145919257,-1.3597256717479458,3.341667958309443,0.4627211476860414,-0.7709389520726592,0.8676889573193587,-0.6695965168873561,-0.8148590431046455,4.000991465928937,2.532081345948357,-1.3811466145012812,-0.5106925458660542,-3.252302321398136,0.0016970012904482168,2.368173010573975,-0.40727876598547436,-0.5541698549097259,0.32897487409003895,-0.4107972759659549,-0.49755783721274954
9,-0.09418910883324946,0.07615223868332884,-0.2718912945159522,0.07870068312523344,0.09133698401427526,0.5060118748709788,-0.90183393215322,0.8836683845645238,-0.45968784446435085,0.7804051772826801,2.324710747567048,-1.949515862331401,1.2290089503054547,0.9358916801604612,0.17657537755001546,-0.3923240063186957,1.7902583122515516,1.6620698987494495,-0.24591265446553107,-2.086420635065636,-0.9569864313237914,-0.9419122518426496,0.8020870795113166,1.591839226236377,-0.6400777271694927,0.8311528065148013,0.5760136430485755,-0.023447151374881313
