,input_1,block1_conv1,block1_conv2,block1_pool,block2_conv1,block2_conv2,block2_pool,block3_conv1,block3_conv2,block3_conv3,block3_pool,block4_conv1,block4_conv2,block4_conv3,block4_pool,block5_conv1,block5_conv2,block5_conv3,block5_pool
40,,296.0,259.0,228.0,231.0,145.0,129.0,118.0,159.0,203.0,125.0,102,76,147,75,49,40,31,18
41,,313.0,225.0,208.0,243.0,326.0,232.0,180.0,155.0,135.0,95.0,133,106,123,66,27,37,18,12
42,,306.0,42.0,39.0,276.0,293.0,220.0,118.0,143.0,186.0,128.0,76,113,77,50,33,23,26,14
43,,292.0,332.0,272.0,54.0,151.0,123.0,177.0,187.0,116.0,91.0,126,94,98,56,46,24,11,9
44,,285.0,267.0,225.0,270.0,318.0,234.0,115.0,193.0,203.0,125.0,100,77,96,53,54,18,14,11
45,,307.0,41.0,39.0,264.0,160.0,141.0,103.0,120.0,241.0,163.0,116,76,89,53,60,25,27,16
46,,303.0,236.0,216.0,267.0,188.0,132.0,147.0,173.0,159.0,113.0,101,64,52,40,46,33,25,15
47,,294.0,233.0,205.0,279.0,341.0,234.0,150.0,136.0,154.0,106.0,128,92,62,37,51,40,17,10
48,,311.0,317.0,245.0,227.0,158.0,124.0,179.0,146.0,200.0,130.0,120,115,97,54,50,42,14,13
49,,271.0,43.0,41.0,186.0,304.0,223.0,137.0,110.0,198.0,126.0,137,95,51,33,49,47,14,9
50,,54.0,336.0,274.0,113.0,183.0,128.0,172.0,158.0,179.0,132.0,92,88,113,61,50,42,19,14
51,,305.0,60.0,51.0,90.0,261.0,210.0,224.0,177.0,218.0,133.0,135,111,93,57,44,23,17,11
52,,245.0,47.0,53.0,189.0,167.0,137.0,161.0,198.0,211.0,135.0,126,83,80,46,43,42,12,10
53,,306.0,284.0,235.0,130.0,221.0,168.0,198.0,179.0,164.0,115.0,127,73,73,43,49,44,20,13
54,,290.0,92.0,92.0,234.0,329.0,256.0,200.0,118.0,196.0,118.0,85,112,116,59,64,40,19,13
55,,255.0,316.0,247.0,248.0,345.0,245.0,173.0,123.0,128.0,95.0,107,103,106,59,58,43,26,15
56,,302.0,277.0,228.0,166.0,194.0,168.0,101.0,190.0,226.0,150.0,106,83,88,49,52,37,46,22
57,,290.0,342.0,264.0,96.0,205.0,154.0,145.0,222.0,212.0,142.0,75,110,85,53,38,35,14,11
58,,307.0,271.0,226.0,237.0,241.0,191.0,117.0,90.0,128.0,89.0,72,102,107,54,48,34,20,13
59,,45.0,353.0,288.0,277.0,313.0,236.0,266.0,192.0,150.0,102.0,94,125,110,62,40,48,11,7
60,,292.0,63.0,55.0,151.0,305.0,213.0,146.0,171.0,130.0,97.0,103,119,78,50,43,24,5,5
61,,41.0,104.0,92.0,200.0,261.0,206.0,173.0,147.0,109.0,85.0,94,93,94,56,55,38,8,6
62,,304.0,335.0,268.0,188.0,278.0,200.0,151.0,200.0,135.0,98.0,137,99,105,61,52,32,26,14
63,,325.0,316.0,246.0,240.0,174.0,139.0,176.0,164.0,247.0,155.0,140,123,96,54,25,34,12,10
64,,,,,235.0,218.0,159.0,186.0,225.0,170.0,110.0,69,44,91,54,56,35,4,3
65,,,,,226.0,187.0,139.0,145.0,239.0,169.0,107.0,101,97,90,55,52,22,10,8
66,,,,,256.0,190.0,161.0,223.0,154.0,166.0,116.0,129,81,90,52,50,33,26,15
67,,,,,254.0,195.0,170.0,115.0,140.0,184.0,129.0,74,109,93,52,46,34,8,8
68,,,,,159.0,278.0,208.0,183.0,188.0,108.0,82.0,104,104,109,64,30,49,14,10
69,,,,,30.0,367.0,269.0,140.0,117.0,247.0,152.0,122,76,112,63,37,49,23,13
70,,,,,161.0,237.0,187.0,203.0,184.0,149.0,100.0,89,100,104,57,52,43,23,16
71,,,,,116.0,340.0,250.0,168.0,188.0,153.0,106.0,109,120,78,51,54,41,14,12
72,,,,,213.0,189.0,152.0,94.0,139.0,145.0,103.0,92,56,56,38,49,32,25,14
73,,,,,230.0,223.0,163.0,132.0,168.0,99.0,81.0,92,81,124,66,30,33,5,5
74,,,,,150.0,311.0,227.0,181.0,233.0,147.0,100.0,68,82,87,49,61,27,8,5
75,,,,,295.0,255.0,216.0,175.0,121.0,169.0,105.0,118,116,90,56,68,42,14,9
76,,,,,271.0,66.0,55.0,210.0,139.0,206.0,130.0,105,88,91,55,31,55,13,10
77,,,,,140.0,135.0,110.0,174.0,165.0,218.0,141.0,77,106,70,44,56,37,24,13
78,,,,,267.0,198.0,153.0,189.0,143.0,235.0,147.0,125,92,86,56,52,40,15,12
79,,,,,257.0,371.0,266.0,209.0,137.0,127.0,97.0,95,121,90,55,44,39,21,14
80,,,,,147.0,331.0,250.0,227.0,146.0,195.0,131.0,98,102,79,49,55,31,17,11
81,,,,,186.0,277.0,169.0,209.0,150.0,185.0,130.0,90,142,105,59,58,41,25,15
82,,,,,225.0,162.0,131.0,149.0,115.0,213.0,134.0,78,97,143,76,42,32,22,15
83,,,,,259.0,328.0,242.0,148.0,112.0,148.0,106.0,38,95,89,53,34,26,17,9
84,,,,,299.0,266.0,217.0,144.0,150.0,199.0,142.0,93,93,93,51,52,26,11,8
85,,,,,264.0,66.0,56.0,245.0,92.0,209.0,142.0,115,98,105,55,38,28,27,15
86,,,,,171.0,202.0,155.0,120.0,191.0,219.0,135.0,73,113,87,55,33,26,10,9
87,,,,,166.0,264.0,208.0,137.0,171.0,129.0,111.0,91,94,80,50,51,36,18,12
88,,,,,273.0,313.0,201.0,191.0,174.0,160.0,110.0,76,102,121,65,48,34,10,9
89,,,,,171.0,283.0,210.0,170.0,142.0,132.0,92.0,107,119,102,61,55,43,3,3
90,,,,,184.0,158.0,128.0,142.0,161.0,188.0,129.0,100,73,106,57,50,27,13,10
91,,,,,249.0,217.0,170.0,194.0,197.0,131.0,94.0,109,116,96,60,48,30,7,5
92,,,,,208.0,293.0,223.0,162.0,149.0,238.0,149.0,105,103,88,53,53,27,14,8
93,,,,,235.0,317.0,235.0,168.0,199.0,182.0,127.0,57,96,75,49,41,36,24,13
94,,,,,176.0,161.0,125.0,106.0,121.0,171.0,115.0,80,83,97,53,47,38,30,18
95,,,,,158.0,375.0,272.0,95.0,161.0,104.0,73.0,83,95,102,55,51,40,20,12
96,,,,,247.0,316.0,243.0,145.0,181.0,137.0,100.0,105,74,106,57,37,49,12,8
97,,,,,240.0,198.0,146.0,233.0,209.0,122.0,94.0,99,102,113,60,56,10,17,11
98,,,,,224.0,266.0,202.0,175.0,206.0,95.0,73.0,95,105,110,59,55,27,17,13
99,,,,,309.0,269.0,219.0,181.0,155.0,162.0,111.0,113,91,84,53,60,34,14,11
100,,,,,207.0,117.0,99.0,179.0,151.0,184.0,128.0,89,111,74,51,46,38,22,17
101,,,,,270.0,297.0,217.0,213.0,172.0,212.0,139.0,107,108,104,58,54,45,24,13
102,,,,,138.0,146.0,118.0,204.0,116.0,164.0,109.0,115,85,100,53,29,25,17,12
103,,,,,289.0,202.0,162.0,123.0,128.0,86.0,66.0,109,87,71,44,33,46,17,12
104,,,,,131.0,225.0,175.0,165.0,140.0,120.0,93.0,70,81,104,58,22,34,10,9
105,,,,,167.0,276.0,223.0,196.0,115.0,191.0,129.0,118,103,98,56,34,37,15,11
106,,,,,189.0,187.0,146.0,141.0,157.0,241.0,152.0,54,90,93,58,42,35,19,14
107,,,,,225.0,290.0,221.0,119.0,178.0,195.0,124.0,96,79,68,48,36,36,10,7
108,,,,,146.0,306.0,224.0,183.0,143.0,191.0,133.0,105,111,128,68,51,25,22,15
109,,,,,236.0,317.0,241.0,124.0,113.0,182.0,126.0,83,92,94,50,50,37,25,13
110,,,,,184.0,282.0,213.0,84.0,180.0,171.0,112.0,91,120,105,56,51,22,17,11
111,,,,,266.0,228.0,195.0,224.0,187.0,159.0,104.0,90,65,118,69,60,40,23,14
112,,,,,180.0,175.0,135.0,105.0,142.0,151.0,101.0,127,97,118,63,58,40,14,9
113,,,,,97.0,299.0,212.0,180.0,196.0,169.0,124.0,98,98,98,61,49,25,30,16
114,,,,,153.0,315.0,238.0,194.0,145.0,145.0,99.0,118,75,119,64,72,35,7,7
115,,,,,135.0,158.0,130.0,186.0,100.0,209.0,136.0,117,88,80,51,45,24,8,7
116,,,,,293.0,185.0,154.0,163.0,164.0,192.0,122.0,82,102,109,58,39,33,31,17
117,,,,,166.0,234.0,176.0,156.0,173.0,191.0,135.0,127,103,87,51,47,38,16,10
118,,,,,152.0,177.0,139.0,183.0,207.0,127.0,94.0,78,96,129,71,40,48,19,14
119,,,,,56.0,281.0,211.0,87.0,156.0,117.0,87.0,104,109,96,52,50,41,29,18
120,,,,,95.0,220.0,167.0,156.0,118.0,174.0,127.0,77,61,92,54,66,20,11,8
121,,,,,259.0,325.0,251.0,164.0,166.0,241.0,142.0,91,104,98,54,52,39,20,13
122,,,,,270.0,319.0,237.0,155.0,141.0,130.0,96.0,111,102,113,54,62,24,5,6
123,,,,,1.0,167.0,137.0,160.0,145.0,145.0,105.0,78,99,53,33,64,32,24,14
124,,,,,239.0,152.0,119.0,178.0,128.0,94.0,73.0,90,78,100,60,41,33,19,13
125,,,,,253.0,111.0,92.0,191.0,152.0,135.0,92.0,113,97,87,56,49,35,23,14
126,,,,,301.0,201.0,151.0,176.0,151.0,211.0,146.0,173,88,73,44,52,47,12,10
127,,,,,246.0,174.0,147.0,143.0,210.0,210.0,127.0,105,84,64,40,52,26,10,7
128,,,,,,,,161.0,163.0,168.0,118.0,109,115,89,50,64,41,14,12
129,,,,,,,,126.0,107.0,154.0,102.0,93,107,84,53,41,33,13,6
130,,,,,,,,174.0,126.0,205.0,137.0,88,90,86,52,46,21,11,8
131,,,,,,,,190.0,136.0,127.0,88.0,100,83,83,51,49,32,14,8
132,,,,,,,,132.0,166.0,198.0,121.0,96,92,121,67,46,37,4,3
133,,,,,,,,119.0,161.0,130.0,95.0,106,98,87,52,48,34,17,12
134,,,,,,,,160.0,162.0,137.0,100.0,95,69,97,57,36,17,8,8
135,,,,,,,,201.0,169.0,253.0,161.0,105,95,107,59,54,27,11,8
136,,,,,,,,224.0,166.0,135.0,103.0,86,78,120,64,54,32,23,15
137,,,,,,,,158.0,153.0,207.0,133.0,135,91,111,61,59,22,15,10
138,,,,,,,,193.0,168.0,218.0,141.0,126,111,82,48,51,36,31,17
139,,,,,,,,158.0,203.0,138.0,94.0,77,78,64,45,57,37,8,5
140,,,,,,,,136.0,121.0,141.0,104.0,114,91,132,67,53,31,9,5
141,,,,,,,,168.0,137.0,220.0,141.0,128,61,87,52,37,45,8,7
142,,,,,,,,197.0,134.0,150.0,106.0,133,72,124,67,46,45,23,15
143,,,,,,,,159.0,184.0,107.0,80.0,130,86,137,68,54,38,17,12
144,,,,,,,,193.0,180.0,113.0,85.0,67,111,122,63,67,41,5,5
145,,,,,,,,111.0,146.0,215.0,142.0,72,84,155,76,53,36,12,9
146,,,,,,,,185.0,154.0,186.0,121.0,75,80,86,51,62,52,15,10
147,,,,,,,,199.0,184.0,132.0,101.0,120,77,112,56,48,38,6,6
148,,,,,,,,181.0,197.0,124.0,90.0,107,121,99,52,46,34,11,8
149,,,,,,,,127.0,139.0,172.0,124.0,107,97,125,63,42,50,28,18
150,,,,,,,,145.0,167.0,169.0,107.0,87,134,101,56,51,35,5,4
151,,,,,,,,183.0,208.0,137.0,98.0,106,87,65,40,45,36,24,14
152,,,,,,,,157.0,169.0,225.0,149.0,137,96,77,45,57,30,21,12
153,,,,,,,,169.0,127.0,135.0,102.0,132,79,72,45,56,41,27,14
154,,,,,,,,156.0,143.0,163.0,119.0,98,78,93,58,60,45,17,12
155,,,,,,,,132.0,165.0,161.0,102.0,118,98,80,48,62,26,50,24
156,,,,,,,,212.0,145.0,191.0,134.0,93,120,104,64,50,46,9,8
157,,,,,,,,129.0,164.0,200.0,135.0,91,84,73,46,47,42,31,19
158,,,,,,,,163.0,225.0,148.0,101.0,69,114,108,63,53,32,23,13
159,,,,,,,,143.0,169.0,156.0,106.0,66,93,123,67,33,36,21,14
160,,,,,,,,207.0,162.0,177.0,122.0,89,117,82,58,55,30,8,7
161,,,,,,,,166.0,111.0,101.0,80.0,97,92,63,40,59,37,18,14
162,,,,,,,,169.0,134.0,140.0,100.0,119,79,87,53,56,32,10,8
163,,,,,,,,185.0,128.0,173.0,114.0,90,106,115,56,54,29,19,12
164,,,,,,,,172.0,158.0,123.0,89.0,74,80,72,41,33,51,34,18
165,,,,,,,,151.0,135.0,194.0,121.0,104,117,115,63,50,30,42,22
166,,,,,,,,163.0,159.0,133.0,101.0,110,117,143,70,59,28,5,4
167,,,,,,,,199.0,204.0,212.0,136.0,96,74,86,51,45,51,21,17
168,,,,,,,,208.0,112.0,243.0,153.0,118,53,115,62,60,39,20,13
169,,,,,,,,211.0,181.0,177.0,122.0,153,94,103,58,20,29,23,14
170,,,,,,,,156.0,136.0,212.0,136.0,125,98,78,47,50,38,11,10
171,,,,,,,,158.0,166.0,231.0,153.0,102,98,102,56,38,36,19,16
172,,,,,,,,108.0,105.0,264.0,160.0,119,114,114,65,31,31,21,14
173,,,,,,,,152.0,161.0,172.0,119.0,58,90,98,56,32,48,12,9
174,,,,,,,,115.0,214.0,215.0,132.0,127,93,118,65,56,48,11,9
175,,,,,,,,177.0,163.0,183.0,124.0,60,116,110,62,55,32,13,9
176,,,,,,,,170.0,177.0,256.0,156.0,106,74,64,41,72,38,13,10
177,,,,,,,,174.0,112.0,198.0,132.0,92,107,102,56,49,44,31,17
178,,,,,,,,129.0,193.0,90.0,66.0,83,94,146,73,34,42,16,11
179,,,,,,,,218.0,108.0,267.0,165.0,75,134,95,58,49,45,25,15
180,,,,,,,,128.0,115.0,241.0,156.0,101,70,114,63,50,40,22,16
181,,,,,,,,219.0,183.0,100.0,74.0,98,131,88,53,37,39,21,12
182,,,,,,,,172.0,138.0,166.0,111.0,94,100,125,66,41,27,20,12
183,,,,,,,,184.0,124.0,96.0,75.0,96,90,105,62,39,31,16,11
184,,,,,,,,110.0,118.0,183.0,128.0,84,91,99,55,53,46,7,7
185,,,,,,,,176.0,125.0,188.0,130.0,115,110,118,65,58,30,7,6
186,,,,,,,,108.0,197.0,222.0,141.0,121,127,66,43,58,33,9,7
187,,,,,,,,220.0,135.0,197.0,134.0,95,100,73,43,39,31,16,9
188,,,,,,,,191.0,194.0,238.0,145.0,110,97,58,42,56,40,16,13
189,,,,,,,,215.0,158.0,168.0,108.0,98,88,86,45,42,43,10,8
190,,,,,,,,171.0,139.0,234.0,152.0,141,101,114,65,52,32,7,6
191,,,,,,,,142.0,173.0,184.0,130.0,135,112,101,59,45,22,7,5
192,,,,,,,,115.0,171.0,112.0,75.0,120,96,115,63,33,34,6,7
193,,,,,,,,183.0,221.0,204.0,123.0,73,121,96,57,38,37,24,11
194,,,,,,,,140.0,175.0,108.0,79.0,106,105,93,53,40,21,17,10
195,,,,,,,,146.0,149.0,209.0,139.0,150,76,114,64,47,31,3,2
196,,,,,,,,171.0,186.0,199.0,140.0,77,89,79,42,58,21,6,6
197,,,,,,,,178.0,153.0,178.0,122.0,100,97,73,45,40,42,19,12
198,,,,,,,,171.0,176.0,122.0,88.0,90,101,79,51,49,39,22,15
199,,,,,,,,144.0,210.0,190.0,127.0,123,139,65,45,55,49,18,13
200,,,,,,,,210.0,171.0,196.0,124.0,53,111,95,56,48,33,16,12
201,,,,,,,,144.0,170.0,207.0,130.0,75,123,105,58,60,31,16,10
202,,,,,,,,205.0,146.0,97.0,74.0,75,125,138,71,62,25,16,12
203,,,,,,,,227.0,146.0,136.0,104.0,113,91,105,60,42,42,12,9
204,,,,,,,,152.0,138.0,266.0,173.0,101,105,75,46,50,29,23,15
205,,,,,,,,125.0,160.0,143.0,102.0,73,70,67,47,43,33,18,12
206,,,,,,,,140.0,197.0,123.0,94.0,115,121,103,55,58,40,1,1
207,,,,,,,,221.0,160.0,153.0,109.0,76,82,86,54,52,39,15,14
208,,,,,,,,170.0,127.0,170.0,117.0,150,95,137,72,65,36,15,10
209,,,,,,,,180.0,137.0,96.0,70.0,108,80,103,56,51,23,38,22
210,,,,,,,,248.0,117.0,233.0,141.0,125,109,77,49,51,51,7,7
211,,,,,,,,161.0,188.0,117.0,89.0,95,93,81,48,68,33,18,13
212,,,,,,,,152.0,150.0,162.0,112.0,108,109,118,65,43,47,17,11
213,,,,,,,,181.0,162.0,147.0,98.0,106,100,101,59,43,47,10,8
214,,,,,,,,162.0,223.0,106.0,80.0,82,123,91,52,37,32,14,9
215,,,,,,,,125.0,144.0,223.0,143.0,82,95,81,49,36,35,26,14
216,,,,,,,,198.0,128.0,177.0,121.0,83,75,136,70,36,43,14,9
217,,,,,,,,175.0,141.0,232.0,141.0,76,105,83,51,55,29,5,5
218,,,,,,,,111.0,164.0,226.0,151.0,68,65,80,49,40,13,7,7
219,,,,,,,,121.0,197.0,266.0,160.0,80,87,82,49,55,31,25,15
220,,,,,,,,136.0,149.0,157.0,117.0,116,106,88,51,56,37,27,14
221,,,,,,,,169.0,128.0,86.0,66.0,145,128,94,51,43,28,7,7
222,,,,,,,,193.0,146.0,228.0,138.0,110,98,124,64,45,40,13,11
223,,,,,,,,133.0,208.0,145.0,103.0,105,88,99,60,50,24,18,13
224,,,,,,,,184.0,195.0,178.0,117.0,104,104,100,55,38,34,18,11
225,,,,,,,,202.0,132.0,170.0,110.0,106,85,109,60,42,34,5,4
226,,,,,,,,182.0,158.0,230.0,146.0,118,78,95,55,52,39,10,9
227,,,,,,,,175.0,109.0,228.0,147.0,93,65,103,60,62,40,16,10
228,,,,,,,,206.0,166.0,180.0,128.0,56,106,118,60,41,40,29,18
229,,,,,,,,235.0,169.0,227.0,138.0,100,83,85,53,40,31,22,15
230,,,,,,,,147.0,229.0,129.0,93.0,96,105,118,65,58,40,32,19
231,,,,,,,,136.0,110.0,240.0,149.0,133,102,86,55,57,50,27,16
232,,,,,,,,249.0,182.0,209.0,140.0,109,74,80,49,54,36,16,10
233,,,,,,,,167.0,208.0,150.0,100.0,91,71,119,60,40,48,18,12
234,,,,,,,,183.0,168.0,97.0,75.0,66,95,87,52,31,34,22,16
235,,,,,,,,200.0,182.0,203.0,131.0,125,130,73,47,42,35,16,11
236,,,,,,,,205.0,196.0,186.0,130.0,107,102,110,64,64,50,27,18
237,,,,,,,,192.0,131.0,108.0,81.0,104,123,92,56,39,40,33,20
238,,,,,,,,181.0,146.0,187.0,119.0,89,98,88,47,47,35,21,15
239,,,,,,,,100.0,180.0,207.0,137.0,112,89,74,43,40,44,6,7
240,,,,,,,,193.0,161.0,109.0,82.0,151,95,88,52,52,36,8,7
241,,,,,,,,129.0,169.0,126.0,81.0,89,111,105,54,58,26,6,5
242,,,,,,,,166.0,191.0,152.0,99.0,93,117,93,59,55,35,20,13
243,,,,,,,,245.0,99.0,103.0,73.0,69,99,99,54,55,49,19,11
244,,,,,,,,236.0,171.0,229.0,137.0,82,110,107,66,43,40,20,13
245,,,,,,,,126.0,127.0,253.0,163.0,99,94,99,60,45,49,15,10
246,,,,,,,,140.0,185.0,103.0,79.0,81,60,99,60,35,38,15,9
247,,,,,,,,136.0,31.0,191.0,131.0,95,103,92,55,68,45,10,8
248,,,,,,,,229.0,131.0,135.0,95.0,88,114,96,57,29,39,24,15
249,,,,,,,,203.0,165.0,189.0,132.0,104,104,83,52,46,36,23,12
250,,,,,,,,160.0,188.0,169.0,118.0,97,102,84,56,39,37,19,15
251,,,,,,,,112.0,141.0,202.0,129.0,94,73,73,47,60,25,6,5
252,,,,,,,,224.0,205.0,130.0,94.0,117,125,99,52,44,38,25,17
253,,,,,,,,210.0,138.0,175.0,116.0,83,86,71,44,42,41,17,11
254,,,,,,,,175.0,158.0,151.0,108.0,103,72,109,59,51,45,10,8
255,,,,,,,,137.0,120.0,127.0,97.0,128,87,97,57,43,30,10,8
256,,,,,,,,,,,,92,128,86,52,46,31,15,11
257,,,,,,,,,,,,55,94,106,59,57,27,15,9
258,,,,,,,,,,,,110,124,139,73,53,34,10,7
259,,,,,,,,,,,,127,125,87,49,56,27,10,9
260,,,,,,,,,,,,104,104,99,57,40,49,12,9
261,,,,,,,,,,,,131,150,105,62,28,23,20,14
262,,,,,,,,,,,,109,94,101,54,53,36,20,14
263,,,,,,,,,,,,95,61,135,70,51,38,10,7
264,,,,,,,,,,,,65,88,97,52,63,21,10,8
265,,,,,,,,,,,,102,76,114,60,48,43,31,18
266,,,,,,,,,,,,92,91,110,64,59,22,22,14
267,,,,,,,,,,,,63,100,44,32,48,27,37,15
268,,,,,,,,,,,,76,108,86,52,70,30,11,8
269,,,,,,,,,,,,105,103,85,53,44,38,20,14
270,,,,,,,,,,,,107,95,66,43,51,31,20,12
271,,,,,,,,,,,,68,109,110,55,33,25,25,15
272,,,,,,,,,,,,99,123,86,48,57,42,32,17
273,,,,,,,,,,,,96,110,110,58,34,35,9,8
274,,,,,,,,,,,,93,106,96,52,41,33,15,12
275,,,,,,,,,,,,74,104,101,63,40,31,16,11
276,,,,,,,,,,,,94,115,73,47,36,37,31,16
277,,,,,,,,,,,,110,102,103,60,41,30,11,8
278,,,,,,,,,,,,65,90,87,52,42,27,18,11
279,,,,,,,,,,,,99,107,95,52,36,34,19,10
280,,,,,,,,,,,,134,129,89,55,53,35,25,17
281,,,,,,,,,,,,85,82,99,58,58,33,20,12
282,,,,,,,,,,,,106,87,94,52,56,34,15,11
283,,,,,,,,,,,,87,93,62,39,51,41,18,12
284,,,,,,,,,,,,120,60,90,57,60,29,19,14
285,,,,,,,,,,,,88,107,90,54,58,35,15,13
286,,,,,,,,,,,,132,119,112,61,37,27,14,10
287,,,,,,,,,,,,89,78,88,47,45,35,5,5
288,,,,,,,,,,,,82,104,107,60,40,33,10,9
289,,,,,,,,,,,,102,97,73,49,61,31,17,12
290,,,,,,,,,,,,122,86,88,48,44,35,14,11
291,,,,,,,,,,,,73,93,124,62,50,43,18,11
292,,,,,,,,,,,,75,106,96,57,52,39,18,11
293,,,,,,,,,,,,114,75,130,65,50,33,26,15
294,,,,,,,,,,,,133,75,106,55,63,33,14,11
295,,,,,,,,,,,,121,134,125,66,46,32,15,11
296,,,,,,,,,,,,95,105,48,34,50,39,6,7
297,,,,,,,,,,,,71,112,109,55,54,26,8,7
298,,,,,,,,,,,,57,126,87,55,38,25,41,20
299,,,,,,,,,,,,99,87,105,65,58,39,16,13
300,,,,,,,,,,,,72,64,110,58,48,28,13,9
301,,,,,,,,,,,,99,88,94,58,54,41,4,4
302,,,,,,,,,,,,108,63,67,43,46,32,14,10
303,,,,,,,,,,,,124,127,65,41,46,39,24,14
304,,,,,,,,,,,,93,94,75,43,43,33,8,8
305,,,,,,,,,,,,110,109,63,41,72,27,13,10
306,,,,,,,,,,,,95,91,136,71,59,42,16,10
307,,,,,,,,,,,,82,86,119,67,49,34,18,10
