,0
0,-0.3744198298577156
1,-0.6020399415832036
2,-0.0643679916079786
3,0.07612221436247095
4,-0.3612375467266634
5,-0.2724724320195
6,-0.16490091874984336
7,0.046956108380367914
8,-0.5506240289516726
9,-0.08942540538937994
10,-0.5414499659604207
11,-0.07039758955532747
12,-0.23422641433582803
13,-0.1926646143047438
14,-0.4560168117208456
15,-0.32726322816609743
16,-0.2170310568823253
17,-0.10292024790118712
18,-0.03599922040454449
19,-0.14848639183622256
20,0.12420259791321522
21,-0.2877127626655463
22,0.024344638264838188
23,-0.32124520686417235
24,-0.5842824414027511
25,-0.14967722324641813
26,-0.40171525930484614
27,-0.1270541805131074
28,-0.1994561961112299
29,-0.12603216733184922
30,-0.2387085302841524
31,-0.13586995290000103
32,0.08606607845795614
33,-0.14342723998876733
34,-0.19630269541668266
35,-0.0360674292847115
36,-0.5695806024430505
37,-0.5983126097250062
38,-0.13409216060857526
39,-0.4552359251125744
40,-0.05691446449902606
41,-0.4016002686957448
42,-0.5841137552843443
43,-0.5490032882551508
44,-0.5901989278421597
45,-0.49136177967913075
46,0.1234785058450155
47,-0.5965592060403837
48,-0.24938985973564193
49,-0.5114530465079162
50,-0.5526467988756436
51,-0.21035318757785018
52,-0.5721492359216611
53,-0.5330416093358635
54,0.08017131987777851
55,-0.32354824432891494
56,-0.010010823831529039
57,-0.6133346969358133
58,0.1419968890977354
59,-0.5729482609686687
60,-0.25723392913705717
61,-0.48141889173896674
62,0.0985835766019341
63,-0.38995993375698257
64,-0.1751634993244272
65,-0.0868612609273265
66,0.06228222105114621
67,0.08241179944212797
68,-0.30642883991303027
69,-0.11071827911906222
70,0.10664924551542788
71,0.09111856868531727
72,0.12977427922968288
73,3.700131733960794
74,-0.28306368047119707
75,-0.6195284191762706
76,-0.43318943716894187
77,-0.18053388872559104
78,-0.5329306648215271
79,-0.009669646371349115
80,-0.49504976576896703
81,-0.09300134866325029
82,-0.6155511261571324
83,-0.10906920117396517
84,0.043135943079171686
85,-0.4113446903130157
86,-0.033449155041709575
87,-0.6083450067508095
88,-0.5819814653395569
89,-0.18961410289941857
90,-0.2142858211976827
91,-0.14361579020922574
92,-0.08642828643978576
93,0.08396547144918948
94,-0.06027972601400951
95,-0.1666181198245032
96,-0.13568855907102226
97,0.09612326050805067
98,-0.3507227059334304
99,-0.010394458662071376
100,-0.034844590873037776
101,-0.2658426818800223
102,0.10827214068921626
103,-0.22301945774178095
104,0.004450559342760724
105,-0.2786920880929817
106,0.09893387377316497
107,-0.27599826624717666
108,-0.328923594716564
109,-0.027697684101686645
110,-0.09166882758746682
111,-0.49550876608292904
112,-0.5828171097223712
113,-0.09162732344656199
114,0.05808104380743593
115,-0.1910289961746084
116,-0.49413057390768916
117,-0.4442422044627759
118,-0.024744737793032195
119,-0.10046364882336925
120,-0.6118938251127164
121,-0.4920230944302085
122,-0.4542451391029074
123,-0.016395657260638043
124,-0.0655494633396721
125,-0.017981868418100348
126,-0.5029981477024025
127,-0.5390138163077272
128,-0.5819553443049313
129,-0.18442304879946125
130,-0.29548486324329154
131,-0.5410820097878003
132,-0.6175604122489144
133,-0.5784616148272292
134,-0.5461127486228093
135,-0.5746412952711915
136,-0.6140783217930688
137,-0.6045425503695266
138,-0.5692675948706658
139,-0.5593106807670593
140,0.10945177239389227
141,-0.556230524538807
142,-0.5604766562689197
143,0.08939858214665306
144,-0.27006269276558803
145,-0.5739241924795908
146,-0.4659999472711743
147,-0.0804769242332098
148,-0.5799698000971621
149,-0.27268250568079544
150,-0.455826522640362
151,-0.07678525713134866
152,-0.2599306067273609
153,-0.29962079897359645
154,-0.1583668906728326
155,-0.556767910937517
156,0.002157968017003974
157,0.0949126768898441
158,-0.1650963923676798
159,0.036718818709600906
160,0.05362644971465834
161,-0.16060195926016085
162,-0.5000866720930499
163,-0.5944167352767891
164,-0.21831851693726131
165,-0.2507241938855846
166,0.07144890557859787
167,-0.5333495913829953
168,-0.1823663702192911
169,-0.46555654585757034
170,0.0805785672065538
171,-0.11660523765176294
172,0.03139571041568515
173,-0.01018789252247213
174,-0.33133460131218223
175,-0.035414927603051816
176,-0.20045527276562852
177,-0.26558265914499807
178,0.05164427816881143
179,-0.02948831371943445
180,0.029721139139507767
181,0.029943401249668614
182,-0.04634921042843983
