,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274
0,0.057549928825395266,0.04509489946387944,0.036184732119837776,0.02584074231178364,0.023631790934397053,0.019850775747313424,0.018515980174659493,0.01474002119096215,0.013469104705419654,0.012715223162898354,0.011655235258732558,0.011392047495242637,0.010911574551385939,0.010381248529764542,0.009717404022052198,0.008881660740744684,0.00795741333028993,0.007510448786202295,0.006937643437533373,0.00674794437640092,0.006385495783106134,0.006220384804242515,0.006020579634968075,0.005999878223484255,0.005676145301989109,0.005509352989793154,0.005378008122738616,0.005215794870821418,0.004880809792559897,0.004801154150370961,0.004674973642063774,0.00462176794561324,0.0042931150126201455,0.004136907288328435,0.004089103559251562,0.00402069285275731,0.003941453087915877,0.0038847073369252384,0.003788385652653608,0.0037510231383718756,0.0036432788297947796,0.0035675993584308547,0.003491960796330007,0.003439519488868615,0.0034150822378906987,0.0033494504197210174,0.003290334384268886,0.003253598920411952,0.003195129869256806,0.0031296089017263536,0.003097282124000434,0.003067730190111818,0.0030331007644488523,0.003002274172463889,0.0029630690892517002,0.0029360112790270984,0.002858444795529126,0.0028235774088054806,0.002810782430579101,0.002767473440035688,0.0027089581329493425,0.002665934295733035,0.0026219371738147633,0.0026148563721421674,0.002593353578693394,0.0025448492584063385,0.0025156201494318155,0.0024959130855946713,0.002484649112348704,0.0024449730682422678,0.0023898395421909024,0.0023830008183058013,0.002362834407565043,0.002338732706700762,0.002294186672535274,0.002272494052414455,0.0022508730803065145,0.0022233634680203338,0.0021979886586376823,0.002183011677972115,0.002171365326636287,0.0021632325581444783,0.002142638545221623,0.0021380952139980363,0.002082211692291066,0.002062889102810978,0.0020501150446404475,0.002015251034960217,0.0020020730447899643,0.001983536740190057,0.001966223954617084,0.0019509793215848061,0.0019398018663083732,0.0019209824802123114,0.0019047812727403038,0.0018846932522767143,0.001872920542413535,0.001846593454856554,0.0018354846344550662,0.0018197590821791038,0.0018183196417621604,0.0018003682130205932,0.0017902654006005415,0.001765629467965401,0.0017575367637869283,0.0017514001799604857,0.0017256324723738266,0.001717580541257502,0.0017066581959832871,0.0016954257797339603,0.0016741612482713986,0.0016644180238443967,0.0016457423750950672,0.0016338004960193358,0.001609291363534508,0.0016042730732577547,0.0015941342959537187,0.0015851513661141274,0.0015710080494770523,0.001562415230408981,0.0015488134229148414,0.0015452512686972212,0.0015151533316703199,0.001506712297628635,0.0014999484885940397,0.0014749105022072116,0.0014626953936155746,0.0014593728879728326,0.0014530601760347464,0.0014336610934678013,0.001430650038212968,0.0014173060735954296,0.0014110729250208281,0.0014079581127584848,0.001390500799814556,0.0013845551061538286,0.0013754615676934035,0.0013650652414491891,0.0013504187639840918,0.0013458038943323929,0.0013358644869297664,0.0013283962793590844,0.001317467151443507,0.001313842454203702,0.0013017146898670884,0.0012950728854781302,0.0012891660560100991,0.0012858516166281968,0.001279755441023662,0.0012700161700910676,0.0012617334402550543,0.0012558680569555623,0.001243139668601894,0.0012358598876215131,0.0012346741141269501,0.0012264779459313906,0.0012210717767162692,0.0012055371052117274,0.0012024453107985994,0.0011915480964926944,0.0011840483367531272,0.0011695345883171676,0.0011674890005497715,0.0011605854533748104,0.001159189736233128,0.001149326774648798,0.0011431337018142156,0.0011317439085265528,0.0011303629139279654,0.0011228003118405434,0.00112099440332508,0.0011174701881832482,0.001105672583939598,0.0011015152090630637,0.0010994107107549862,0.0010949324149810019,0.001093145067908224,0.0010847017047648036,0.0010741537901131249,0.0010711614136089654,0.00106347453302742,0.0010549664159862809,0.001050366523095082,0.0010399833585221351,0.0010374856250275303,0.0010323107888260156,0.001028137939687611,0.0010246858968402475,0.0010182032055761165,0.0010118629700869236,0.001009349996522314,0.0010022966629059838,0.0009932005728804977,0.0009883655951110155,0.0009844593993345635,0.0009812354219235746,0.0009743646625539654,0.0009701828399728794,0.0009684948474555483,0.0009604076419544484,0.0009556549152228298,0.0009519357969099571,0.0009483060610421723,0.0009403686140244018,0.0009399618145639544,0.0009352276415626508,0.0009285236474487938,0.0009270111100268286,0.0009256953312418,0.0009204111380762686,0.0009141302380206531,0.0009074016129378151,0.0009017724307901443,0.0008987680985979375,0.0008948738577977049,0.0008933497821939233,0.0008863451382967456,0.0008843199370688244,0.0008783788408808436,0.0008768528803268545,0.0008717993928940195,0.0008697248565162,0.0008663247707840785,0.0008642225997071004,0.0008615421929656132,0.00085467494562251,0.0008509900933039719,0.0008478868951776476,0.0008434100166214004,0.0008417666717365662,0.0008375619833539655,0.0008346077969902963,0.0008311121916208549,0.0008293646811720212,0.000825860110976709,0.0008208360979101655,0.0008197116929696523,0.0008126110489920613,0.0008101257264331984,0.0008061005924699055,0.0008054736172462438,0.0008013529288045981,0.0007989702635949968,0.00079381123758974,0.0007912964720181917,0.0007881075847876694,0.0007831501522478641,0.0007806832118409815,0.0007787717704653808,0.0007756842613692057,0.0007726924189634177,0.0007697606245700523,0.0007631489928909278,0.000761553972110599,0.00076047101444445,0.0007586453523152244,0.0007574116182791933,0.0007528527038836633,0.000749642777243248,0.00074828724880322,0.0007429928300084639,0.0007417675509076231,0.0007372036904781129,0.0007338155135191947,0.0007309271580559274,0.0007270176655110313,0.0007264517035653634,0.0007257889505182245,0.0007216400600275735,0.0007187991364532999,0.0007157906569263595,0.0007143337279585119,0.0007113408610585672,0.0007110943752314629,0.000707986276966552
