,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170
0,9.270179007340175,12.866200819684082,15.201921166868825,17.149128776288304,18.818083136012646,20.181853286033284,21.48610714762649,22.650200516452532,23.80471593900133,24.866767781076636,25.86738115022809,26.83145083619402,27.761785288157075,28.673931487527753,29.553119615507264,30.405826293569472,31.219904872298603,32.009619753218885,32.7686177644455,33.49672881144606,34.20156148691112,34.87565278992919,35.52376181150448,36.15744935900217,36.77320586950794,37.372950306076156,37.94683576828734,38.51889952227073,39.064407189665694,39.60409752862211,40.13412362474117,40.65991873280168,41.177125015254276,41.68605770171563,42.190710350287425,42.69327823700084,43.1935443739565,43.68573220083225,44.16667129522383,44.64011389609134,45.111770157408145,45.57554177033879,46.03361059671373,46.48313242955508,46.92723426032892,47.366145239691235,47.80214107270829,48.23069620542959,48.65496354435458,49.075047175031635,49.48969492568823,49.90194732442907,50.30604370099958,50.70592362719171,51.0990138370835,51.49012547926854,51.876753084533924,52.25902864336521,52.6387824104665,53.01166413283362,53.381428734246526,53.745533093210774,54.1034958566177,54.4571753203957,54.80717311457865,55.155024532612565,55.500731575691816,55.84249936106477,56.18333972816083,56.5205400284674,56.85533511162934,57.18543927277987,57.51296460297184,57.83630794874964,58.15670251065599,58.47556935631984,58.79349829045668,59.10763024272823,59.4180271870967,59.72415326238125,60.029943398282896,60.33497975522876,60.637713256407736,60.9387888756595,61.23522975050619,61.53005413219681,61.82196761470835,62.11000363422946,62.39664222132386,62.68281230641226,62.96729418428957,63.25082920646009,63.53153250732886,63.81155034457684,64.08976015238486,64.36508605326782,64.6385146647256,64.91050891229253,65.17914290968318,65.44574770647371,65.71046946461827,65.97279317802655,66.2331454742944,66.49154461328337,66.74945490357094,67.00574344302291,67.26054503183451,67.51352151695744,67.76519666167998,68.0157055061907,68.26182258224719,68.50745127724518,68.75209011112004,68.99567348088661,69.23727555871564,69.47776216393223,69.71534626929325,69.950114004004,70.18395283275588,70.41594230147898,70.6465614948421,70.87541533655096,71.10312493114508,71.32893364162739,71.55134020473875,71.77039712842843,71.98839714295727,72.2051572755075,72.41961601507263,72.63246946424911,72.84234325371523,73.05024571601653,73.25655861004888,73.46220734472627,73.66492955759685,73.86551137635348,74.06505237194368,74.264110607736,74.46071500449627,74.65639880518201,74.85092378387098,75.04473922028009,75.23767631952532,75.42969381423632,75.61699146211477,75.80374534985445,75.98898250503473,76.17236107571648,76.35390215535213,76.53509762393779,76.71583018174914,76.89436365000637,77.0719891252427,77.24936953002096,77.42420596076074,77.59737944220643,77.76930787579577,77.94028468336701,78.10993306114294,78.27918409655466,78.44737918949832,78.61395018297088,78.77860024658492,78.94221529950842,79.10548135249151,79.26793415705288,79.42900635532371,79.58876909684056,79.74823353280325,79.90680058765457,80.06426465796677
