,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145
0,7.918106676348957,15.1479679442228,21.426304277628898,24.53352231297658,27.21017054112253,28.920116878053186,30.222412394698413,31.404733799928646,32.475273565606415,33.48511285348798,34.469833366342115,35.43454338625474,36.34934647509152,37.227658785514194,38.081680239457825,38.85281647587603,39.61036411098024,40.327572257268606,41.00364672983948,41.65851695535887,42.31035975430591,42.926489211944656,43.534012566985034,44.13702994417803,44.72405122737696,45.27883490275706,45.824799583325394,46.35901520475464,46.86094995536382,47.36194314349279,47.84971303418833,48.335404412571805,48.8168616221102,49.29056970304791,49.76120179009348,50.217964110183786,50.669073327941895,51.115365115951874,51.555353165130505,51.98931967891066,52.41980257832479,52.84638304518582,53.27000475926732,53.68867170581998,54.0989464523157,54.50639117226449,54.91069753737301,55.307535005544096,55.70357291400805,56.09235405881188,56.47503769852025,56.85335629678953,57.22985893742112,57.60097519905961,57.96884548497905,58.33302086092165,58.69262727117541,59.04725544183602,59.399253000244926,59.74326190454645,60.07820800172168,60.41065824112836,60.739381344512644,61.06486723868358,61.384472812054746,61.70356701409507,62.02039582403276,62.330130896084604,62.63807017737727,62.94134421838212,63.238022870841235,63.53343307054842,63.82685772373616,64.1172027483197,64.40552246628391,64.69350753868372,64.97875152151656,65.26044157904573,65.54150085157893,65.8191810159972,66.09474882448784,66.36848999558626,66.64126126473863,66.91088586106397,67.17923829776025,67.44512260807,67.70815242876373,67.96981890863204,68.22893557729721,68.48575873897146,68.74021381439168,68.99162454748449,69.24191672282883,69.48976353716935,69.73664472796935,69.98217470420707,70.22652430879344,70.4692818652212,70.71072275076253,70.95089799413049,71.18686931814705,71.42201644259194,71.65454451542075,71.88493991894441,72.1145606197301,72.34220986769466,72.56899424564203,72.79332742088083,73.01467716544437,73.23437282322044,73.45299799033299,73.67146160029255,73.88887574605315,74.10476685472926,74.31644248028394,74.52686055763388,74.7370296143766,74.94652826511647,75.15222259655522,75.35500839407364,75.5570177760362,75.75723382144088,75.95578181247187,76.15270822767461,76.34800171644504,76.5420868279399,76.73367562793486,76.92397630557105,77.112398887467,77.29978783793304,77.48516557726313,77.66940216188266,77.85179292928103,78.03190803554307,78.20977230966744,78.38668407554842,78.56225201197844,78.73560717916168,78.90835743827397,79.07926129047618,79.24875050726618,79.41653532925883,79.58317814738444,79.7489103400816,79.91194166139924,80.07398948541983
