,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
0,0.0894144261615368,0.06700180204524286,0.043609547234741086,0.034628947747885476,0.03179823010250097,0.01564341282009288,0.013075900825167701,0.010786793088392354,0.010153362897990006,0.010043628325567171,0.009956931950617517,0.009515006270138814,0.008852639685112433,0.008605896794017093,0.008509798380006829,0.008228566540752148,0.007454795972801732,0.007231401816406712,0.007047319713301259,0.006650542400411672,0.006515768223679404,0.006420135730064903,0.006150512259127352,0.006102545521762627,0.005972714213529745,0.005862412896872696,0.005676312121034971,0.005563832715766757,0.0055123721638908885,0.005093510184977433,0.005082989924135385,0.0049225163567810344,0.004790838867781403,0.004705136889658068,0.0046757759293173376,0.0046229885043138075,0.004514108403023675,0.004421509490343642,0.004364439674265332,0.0043125393857844346,0.004273719201742644,0.0042435312370530725,0.004204479471547086,0.004176924175115414,0.004152728663283472,0.004113695040426047,0.003994411171186278,0.003967294965895503,0.003924738569605716,0.0038838499565857767,0.003832054642681422,0.0037944177010840745,0.003755287982040886,0.0037143707824884536,0.003663634158934399,0.0036306656703938237,0.0035939340183565394,0.0035887605708760898,0.003545131595381411,0.003469163609966621,0.0034372487598542958,0.0034297225792624254,0.0033285334332629154,0.00331810504088844,0.0032282210903608467,0.0032114143331148084,0.0031878374118876817,0.0031578820270088655,0.0031225512680599795,0.003107037912271941,0.003085124543911348,0.003051233165434991,0.00297930260267027,0.0029377558698965114,0.00290936651734387,0.0028894332308575248,0.002850424280568106,0.002830446244270541,0.002822633420822973,0.00279122880432135,0.0027508553489216567,0.0027191590643205954,0.002709363026760689,0.0026981789420529763,0.0026850344854771687,0.0026275904862921237,0.0026202056894460975,0.0026027483813772017,0.0025974335959682428,0.0025593806988904694,0.0025436859381599893,0.0025272840608584445,0.0025008468306186578,0.0024769801307577746,0.0024363848032447483,0.0024207728037440833,0.0024102750187267995,0.0023989712150181354,0.0023725810353850633,0.0023510849578224752,0.0023294033394809957,0.0023121692297814298,0.002297948225055427,0.0022663124754324117,0.002255507923439932,0.002238982366545507,0.0022301667900996845,0.002198330707217984,0.0021831486120536025,0.002177327162798703,0.0021566588196621954,0.00213632743576764,0.002131757668189674,0.002112896460385088,0.002099291862885413,0.002086354587636307,0.002065105135823245,0.0020567938629559943,0.002045950831738203,0.0020264341689614665,0.0020210808413328456,0.0019964113554994463,0.001984101675992935,0.0019629477424621933,0.0019488334009194642,0.0019430168275405952,0.001922196828480239,0.0019040724673747497,0.0018800232056848149,0.001860918337266192,0.0018562125556252078,0.0018460322319022564,0.0018256071133502466,0.0018218341814592932,0.00178573182832467,0.0017668825510901973,0.0017602989007316772,0.0017496595727965495,0.001743309918099453,0.0017133392059999132,0.001706431680924396,0.0016979885364854517,0.0016877389801198603,0.0016752922507389009,0.0016689295062875165,0.0016508941208450397,0.0016387227808811174,0.001627829751408284,0.0016123046602937719,0.0015992553512333902
