,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186
0,0.08803648197350639,0.02288603281622258,0.019932856679926822,0.01733031380968768,0.015228426066388195,0.013930684805999832,0.01186077002006324,0.010838387726016533,0.009649513661802576,0.00940918812457395,0.008789737719089865,0.008529036356886378,0.008150703966410825,0.007978562161940893,0.007565635397131872,0.007387374441221388,0.00711636515806888,0.006857844017630879,0.006568764939064201,0.006391845076927824,0.006246547707538476,0.0061017464792359685,0.005990246038283977,0.005924100227576944,0.005780221296612228,0.005694048411446056,0.005553262305855186,0.005460064479417804,0.005409467751995557,0.005311317362089367,0.005218490563882459,0.005081660678306971,0.00502131923448368,0.0049339316433427,0.004879016986806791,0.004821645829075054,0.004724185653542338,0.00468912135320426,0.004655284740074836,0.00456210511101655,0.004548678985334426,0.00443486432649223,0.004389261757398529,0.004332939739296023,0.0043048415151880045,0.004251595979245475,0.004200401802879921,0.004100679349280497,0.004091514654412375,0.004050713178214891,0.004026101351119814,0.003990439042616829,0.0039379277347763916,0.003925772789895317,0.0038955372713405105,0.0038452745231878495,0.003835352435286773,0.003821887383155843,0.0037565253495106784,0.003747107429344055,0.0036851359108251098,0.003664848591677935,0.003654448158620447,0.0036045264001857823,0.0035667130860865736,0.0035252855120191037,0.0035031938408365765,0.0034880170156224807,0.0034301745793257022,0.003375212175780831,0.00337042639441968,0.0033561756540208434,0.003331436381490704,0.003310875628418728,0.0032929122503450314,0.0032746488807641125,0.0032608714980154594,0.003241627878694177,0.003209369931688919,0.0031880307384628105,0.003153118231171701,0.00314317892569034,0.003129976173423245,0.0031139630754444415,0.003083053625348141,0.003079766966881651,0.003067946337053771,0.003060059708114373,0.0030077652007650317,0.0029940687347541207,0.00298663291584318,0.0029619046427930003,0.0029530676571789633,0.0029330194900517455,0.0028946498980614082,0.0028868034037497284,0.002865058921602169,0.002854061621404381,0.0028292733822810313,0.0028230937046244222,0.0028075410545815582,0.0027894938415448565,0.0027761690340296135,0.0027355096833338514,0.002729411852416486,0.002716722511418403,0.0027109340591778717,0.0026874827304848433,0.0026681224531819835,0.002650507620954427,0.0026293501028497148,0.002613955036022771,0.0026073252016665565,0.002599225455032323,0.0025756515692605423,0.0025671185832553136,0.0025438936156514875,0.002532220097513148,0.0025187415383342024,0.0025126833315105594,0.00249659294852831,0.0024905607900021884,0.00246345856241047,0.002450301683931916,0.0024350248371559175,0.002423571223852149,0.002404763937485447,0.0024006783925865477,0.0023900837272373123,0.0023754331572948743,0.0023588228653996382,0.0023449910732238834,0.0023346900091122834,0.0023245598325877474,0.0023110159280627486,0.0022998601036665037,0.0022830737043524215,0.002258373667500176,0.0022442919251352915,0.002224550236119075,0.002219709425332218,0.002212030578864762,0.00219132155022568,0.0021863925299907593,0.0021714291078421947,0.0021654084699317265,0.0021450489493789076,0.00212876826132243,0.0021240006761839725,0.0021102609817202,0.0020919684015093913,0.0020722629135996613,0.0020534373627007795,0.00204537458018739,0.0020208232548855486,0.0020051425242256274,0.0020040370293143246,0.001991225175319479,0.0019827492514211463,0.001974292239032346,0.0019565564779435054,0.0019444902631994714,0.001936693325283701,0.0019276786120910553,0.001916117650710581,0.0018940387173495016,0.001881460538016048,0.0018643021645432555,0.001862748207343889,0.0018522631990515544,0.001847691002373394,0.0018265170334518777,0.0018216590220870826,0.0017991270503156342,0.0017816363913816646,0.0017581244816108582,0.0017405155506257182,0.001734176629299984,0.0017243161463997739,0.0017173883481825896,0.001704200391429331,0.0016953610418289436,0.001685600701294016,0.0016738157359609202,0.0016587163120162136,0.0016558587825064163,0.0016478611772916894
