,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129
0,11.899999999999999,19.4,26.299999999999997,29.199999999999996,31.899999999999995,33.89999999999999,35.39999999999999,36.69999999999999,37.69999999999999,38.69999999999999,39.69999999999999,40.59999999999999,41.499999999999986,42.29999999999998,43.09999999999998,43.89999999999998,44.59999999999998,45.29999999999998,45.999999999999986,46.69999999999999,47.29999999999999,47.89999999999999,48.49999999999999,49.099999999999994,49.699999999999996,50.199999999999996,50.699999999999996,51.199999999999996,51.699999999999996,52.199999999999996,52.699999999999996,53.199999999999996,53.699999999999996,54.099999999999994,54.49999999999999,54.89999999999999,55.29999999999999,55.69999999999999,56.09999999999999,56.499999999999986,56.899999999999984,57.29999999999998,57.69999999999998,58.09999999999998,58.49999999999998,58.89999999999998,59.299999999999976,59.699999999999974,60.09999999999997,60.49999999999997,60.89999999999997,61.29999999999997,61.69999999999997,61.999999999999964,62.29999999999996,62.59999999999996,62.899999999999956,63.19999999999995,63.49999999999995,63.79999999999995,64.09999999999995,64.39999999999995,64.69999999999995,64.99999999999994,65.29999999999994,65.59999999999994,65.89999999999993,66.19999999999993,66.49999999999993,66.79999999999993,67.09999999999992,67.39999999999992,67.69999999999992,67.99999999999991,68.29999999999991,68.59999999999991,68.8999999999999,69.1999999999999,69.4999999999999,69.7999999999999,70.0999999999999,70.39999999999989,70.5999999999999,70.7999999999999,70.9999999999999,71.1999999999999,71.3999999999999,71.59999999999991,71.79999999999991,71.99999999999991,72.19999999999992,72.39999999999992,72.59999999999992,72.79999999999993,72.99999999999993,73.19999999999993,73.39999999999993,73.59999999999994,73.79999999999994,73.99999999999994,74.19999999999995,74.39999999999995,74.59999999999995,74.79999999999995,74.99999999999996,75.19999999999996,75.39999999999996,75.59999999999997,75.79999999999997,75.99999999999997,76.19999999999997,76.39999999999998,76.59999999999998,76.79999999999998,76.99999999999999,77.19999999999999,77.39999999999999,77.6,77.8,78.0,78.2,78.4,78.60000000000001,78.80000000000001,79.00000000000001,79.20000000000002,79.40000000000002,79.60000000000002,79.80000000000003,80.00000000000003
