,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,0.08290540516486859,0.07248745261468512,0.05402435161085483,0.04896787180196317,0.040080906295704474,0.03473500093519123,0.02973583917821698,0.025186296872807434,0.02152352525432555,0.01961873709176779,0.017470268677292997,0.01598533221043656,0.015013015328294188,0.01423877615924346,0.01328294096953136,0.012737634294270404,0.012616388493636825,0.012259952048250443,0.011273206366178628,0.010935378029162087,0.010656106926484617,0.010410727988424464,0.010011224113681981,0.00974091126499957,0.009318425725820662,0.009153144396909401,0.008839428357044835,0.0086508684855767,0.008525660829300919,0.008432439442366605,0.008277330689566178,0.007974361631376022,0.007685358876392911,0.0076401148765571835,0.007568479867184347,0.007404979098593063,0.0073557727186110726,0.007040613372312783,0.00690391565090543,0.006829630076051698,0.0067145074346788925,0.006579661299324632,0.006448353310787992,0.006379336424733573,0.006090769947553599,0.006005289741320267,0.005987764317194365,0.005891123352588871,0.0058402654837432155,0.005691859776072908,0.00562919470042563
