,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0,5.729245924207083,10.519502150591862,14.336249350471514,17.621492871951027,20.67165896180566,23.66167029311061,26.331703084957507,28.862757936799248,31.161630752555848,33.3321122073232,35.46879042468473,37.46777339087725,39.39219778889568,41.25792610172429,43.05624206905804,44.77667873140406,46.355081817918034,47.84659788970637,49.310819127027294,50.74498842907338,52.14902473561377,53.51343381842034,54.85228137305261,56.15680032606759,57.43582507646943,58.703584727254,59.91405360249431,61.092042049424556,62.21860578052637,63.3143692633897,64.40204955890148,65.45349924629765,66.48687854484263,67.51091459090378,68.51468846099937,69.49306025754736,70.4431559527517,71.35903110126604,72.24613447394293,73.12743175968573,73.97267966256913,74.79421499140415,75.60096163350822,76.39781441127465,77.16047084588833,77.90652287109444,78.64140447258455,79.36572481331872,80.08657923633565
